"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","hab","redlist","status","gisd","ecoregion"
"1139",696339,696339,699389,"Order","Cephalaspidea","P. Fischer, 1883",154,5,1,"Mollusca","Cephalaspidea",NA,NA,NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1140",696387,696387,778804,"Infraorder","Cetacea","Brisson, 1762",2688,77,2,"Chordata","Cetartiodactyla",NA,NA,NA,"Mammalia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1141",696655,696655,696079,"Genus","Colus","Röding, 1798",137704,17,1,"Mollusca","Neogastropoda","Buccinidae","Colus",NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1142",696725,696725,696726,"Family","Corallinaceae","Lamouroux, 1812",143691,67,1,"Rhodophyta","Corallinales","Corallinaceae",NA,NA,"Florideophyceae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1143",697098,697098,696173,"Family","Diphyidae","Quoy & Gaimard, 1827",135338,1,1,"Cnidaria","Siphonophorae","Diphyidae",NA,NA,"Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1144",697420,697420,698275,"Genus","Eudorella","Norman, 1867",110412,1,1,"Arthropoda","Cumacea","Leuconidae","Eudorella",NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1145",697424,697424,767047,"Genus","Eukrohnia","Ritter-Záhony, 1909",105399,9,1,"Chaetognatha","Phragmophora","Eukrohniidae","Eukrohnia",NA,"Sagittoidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1146",697450,697450,616618,"Genus","Euphysa","Forbes, 1848",117095,10,3,"Cnidaria","Anthoathecata","Corymorphidae","Euphysa",NA,"Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1147",697519,697519,777949,"Genus","Florometra","AH Clark, 1913",173810,1,1,"Echinodermata","Comatulida","Antedonidae","Florometra",NA,"Crinoidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1148",697530,697530,778009,"Genus","Fritillaria","Fol, 1872",103358,86,3,"Chordata","Copelata","Fritillariidae","Fritillaria",NA,"Appendicularia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1149",697593,697593,752044,"Class","Gastropoda","Cuvier, 1795",101,129,12,"Mollusca",NA,NA,NA,NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1150",698181,698181,459523,"Species","Lafoea dumosa","(Fleming, 1820)",117702,2,2,"Cnidaria","Leptothecata","Lafoeidae","Lafoea","Lafoea dumosa","Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1151",698274,698274,754418,"Genus","Leuckartiara","Hartlaub, 1914",117183,13,3,"Cnidaria","Anthoathecata","Pandeidae","Leuckartiara",NA,"Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1152",698481,698481,794395,"Family","Lysianassidae","Dana, 1849",101395,28,6,"Arthropoda","Amphipoda","Lysianassidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1153",698577,698577,743268,"Class","Maxillopoda","Dahl, 1956",1070,196,4,"Arthropoda",NA,NA,NA,NA,"Maxillopoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1154",698910,698910,472919,"Genus","Mysella","Angas, 1877",138186,3,1,"Mollusca",NA,"Montacutidae","Mysella",NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1155",699001,699001,476740,"Species","Neocalanus cristatus","(Krøyer, 1848)",104470,11,5,"Arthropoda","Calanoida","Calanidae","Neocalanus","Neocalanus cristatus",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1156",699004,699004,476740,"Species","Neocalanus plumchrus","(Marukawa, 1921)",196772,2,1,"Arthropoda","Calanoida","Calanidae","Neocalanus","Neocalanus plumchrus",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1157",699093,699093,479539,"Genus","Nucula","Lamarck, 1799",138262,1,1,"Mollusca","Nuculida","Nuculidae","Nucula",NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1158",699099,699099,835441,"Genus","Nuculana","Link, 1807",138259,6,3,"Mollusca","Nuculanoida","Nuculanidae","Nuculana",NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1159",699110,699110,699389,"Order","Nudibranchia","Cuvier, 1817",1762,10,3,"Mollusca","Nudibranchia",NA,NA,NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1160",699147,699147,628170,"Family","Oedicerotidae","Lilljeborg, 1865",101400,3,2,"Arthropoda","Amphipoda","Oedicerotidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1161",699161,699161,778075,"Genus","Oikopleura","Mertens, 1830",103367,543,8,"Chordata","Copelata","Oikopleuridae","Oikopleura",NA,"Appendicularia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1162",699175,699175,753671,"Genus","Oithona","Baird, 1843",106485,19,2,"Arthropoda","Cyclopoida","Oithonidae","Oithona",NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1163",699253,699253,745818,"Family","Onuphidae","Kinberg, 1865",965,3,1,"Annelida","Eunicida","Onuphidae",NA,NA,"Polychaeta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1164",699382,699382,699388,"Genus","Ophiura","Lamarck, 1801",123574,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiura",NA,"Ophiuroidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1165",699387,699387,768739,"Family","Ophiuridae","Müller & Troschel, 1840",123200,3,1,"Echinodermata","Ophiurida","Ophiuridae",NA,NA,"Ophiuroidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1166",699388,699388,699387,"Subfamily","Ophiurinae","Lyman, 1865",242216,1,1,"Echinodermata","Ophiurida","Ophiuridae",NA,NA,"Ophiuroidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1167",699461,699461,484364,"Genus","Pagurus","Fabricius, 1775",106854,7,1,"Arthropoda","Decapoda","Paguridae","Pagurus",NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1168",699492,699492,699491,"Species","Pannychia moseleyi","Théel, 1882",241954,5,1,"Echinodermata","Elasipodida","Laetmogonidae","Pannychia","Pannychia moseleyi","Holothuroidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1169",699523,699523,653947,"Species","Paraeuchaeta elongata","(Esterly, 1913)",196779,1,1,"Arthropoda","Calanoida","Euchaetidae","Paraeuchaeta","Paraeuchaeta elongata",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1170",699626,699626,753503,"Order","Pennatulacea","Verrill, 1865",1367,1,1,"Cnidaria","Pennatulacea",NA,NA,NA,"Anthozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1171",699716,699716,657256,"Genus","Philine","Ascanius, 1772",138339,1,1,"Mollusca","Cephalaspidea","Philinidae","Philine",NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1172",700064,700064,499469,"Species","Pseudocalanus minutus","(Krøyer, 1845)",104517,2454,8,"Arthropoda","Calanoida","Clausocalanidae","Pseudocalanus","Pseudocalanus minutus",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1173",700099,700099,767597,"Species","Pseudosagitta maxima","(Conant, 1896)",105445,5,3,"Chaetognatha","Aphragmophora","Sagittidae","Pseudosagitta","Pseudosagitta maxima","Sagittoidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1174",700158,700158,741733,"Class","Pycnogonida","Latreille, 1810",1302,3,2,"Arthropoda",NA,NA,NA,NA,"Pycnogonida",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1175",700284,700284,738303,"Phylum","Rotifera","Cuvier, 1817",14260,176,3,"Rotifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1176",700385,700385,758763,"Species","Scolecithricella minor","(Brady, 1883)",104811,180,6,"Arthropoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella minor",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1177",700564,700564,511134,"Genus","Solaster","Forbes, 1839",123338,10,1,"Echinodermata","Valvatida","Solasteridae","Solaster",NA,"Asteroidea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1178",700643,700643,669673,"Species","Spinocalanus magnus","Wolfenden, 1904",104853,4,2,"Arthropoda","Calanoida","Spinocalanidae","Spinocalanus","Spinocalanus magnus",NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1179",700754,700754,737398,"Genus","Stomphia","(Gosse, 1859)",100716,19,1,"Cnidaria","Actiniaria","Actinostolidae","Stomphia",NA,"Anthozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1180",701064,701064,778944,"Family","Thyasiridae","Dall, 1900 (1895)",219,2,1,"Mollusca","Lucinoida","Thyasiridae",NA,NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1181",701200,701200,521875,"Genus","Tritonia","Cuvier, 1798",138580,1,1,"Mollusca","Nudibranchia","Tritoniidae","Tritonia",NA,"Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1182",702683,702683,738854,"Species","Aricidea (Aricidea) albatrossae","Pettibone, 1957",326599,3,1,"Annelida",NA,"Paraonidae","Aricidea","Aricidea (Aricidea) albatrossae","Polychaeta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1183",719792,719792,653344,"Species","Pandalus goniurus","Stimpson, 1860",254483,7,2,"Arthropoda","Decapoda","Pandalidae","Pandalus","Pandalus goniurus","Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1184",721700,721700,775001,"Species","Pseudotanais (Pseudotanais) forcipatus","(Lilljeborg, 1864)",136505,1,1,"Arthropoda","Tanaidacea","Pseudotanaidae","Pseudotanais","Pseudotanais (Pseudotanais) forcipatus","Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1185",737171,737171,737360,"Order","Acidimicrobiales","(Stackebrandt, Rainey & Ward-Rainey, 1997) emend. Zhi, Li & Stackebrandt, 2009",559511,6,1,"Actinobacteria","Acidimicrobiales",NA,NA,NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1186",737176,737176,1024898,"Class","Acidobacteria","Cavalier-Smith, 2002",571177,24,1,"Acidobacteria",NA,NA,NA,NA,"Acidobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1187",737177,737177,737178,"Family","Acidobacteriaceae",NA,571179,46,1,"Acidobacteria","Acidobacteriales","Acidobacteriaceae",NA,NA,"Acidobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1188",737188,737188,752225,"Genus","Acinetobacter","Brisou & Prevot, 1954",570612,9,1,"Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1189",737207,737207,778881,"Order","Acoela",NA,2847,37,2,"Xenacoelomorpha","Acoela",NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1190",737359,737359,755056,"Genus","Actinobacillus",NA,570601,1,1,"Proteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1191",737360,737360,1024899,"Class","Actinobacteria",NA,559510,65,1,"Actinobacteria",NA,NA,NA,NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1192",737380,737380,737360,"Order","Actinomycetales",NA,178058,9,1,"Actinobacteria","Actinomycetales",NA,NA,NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1193",737387,737387,755917,"Class","Actinopterygii",NA,10194,6,2,"Chordata",NA,NA,NA,NA,"Actinopterygii",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1194",737478,737478,737477,"Genus","Aerococcus",NA,395088,1,1,"Firmicutes","Lactobacillales","Aerococcaceae","Aerococcus",NA,"Bacili",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1195",737481,737481,737480,"Genus","Aeromonas",NA,393941,3,1,"Proteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1196",737521,737521,737778,"Genus","Agarivorans",NA,393980,1,1,"Proteobacteria","Alteromonadales","Alteromonadaceae","Agarivorans",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1197",737563,737563,781094,"Family","Agonidae","Swainson, 1839",125588,1,1,"Chordata","Scorpaeniformes","Agonidae",NA,NA,"Actinopteri",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1198",737572,737572,751720,"Genus","Agrococcus","Groth, Schumann, Weiss, Martin & Rainey, 1996",559638,1,1,"Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus",NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1199",737589,737589,769711,"Species","Akanthophoreus gracilis","(Krøyer, 1842)",136340,15,4,"Arthropoda","Tanaidacea","Akanthophoreidae","Akanthophoreus","Akanthophoreus gracilis","Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1200",737616,737616,740364,"Family","Alcaligenaceae",NA,569914,2,1,"Proteobacteria","Burkholderiales","Alcaligenaceae",NA,NA,"Betaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1201",737628,737628,399329,"Subspecies","Alcyonidium mamillatum erectum","Andersson, 1902",254422,25,1,"Bryozoa","Ctenostomatida","Alcyonidiidae","Alcyonidium","Alcyonidium mamillatum","Gymnolaemata",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1202",737668,737668,743515,"Genus","Algoriphagus","Bowman, Mancuso Nichols & Gibson, 2003",559878,1,1,"Bacteroidetes","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA,"Cytophagia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1203",737694,737694,752225,"Genus","Alkanindiges","Bogan, Sullivan, Kayser, Derr, Aldrich & Paterek, 2003",570930,1,1,"Proteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1204",737739,737739,757008,"Class","Alphaproteobacteria",NA,392750,282,1,"Proteobacteria",NA,NA,NA,NA,"Alphaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1205",737778,737778,737779,"Family","Alteromonadaceae",NA,393035,1,1,"Proteobacteria","Alteromonadales","Alteromonadaceae",NA,NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1206",737779,737779,746596,"Order","Alteromonadales",NA,393019,16,1,"Proteobacteria","Alteromonadales",NA,NA,NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1207",737780,737780,737778,"Genus","Alteromonas",NA,393611,8,1,"Proteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1208",737968,737968,760968,"Family","Ampharetidae","Malmgren, 1866",981,4,3,"Annelida","Terebellida","Ampharetidae",NA,NA,"Polychaeta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1209",738008,738008,449359,"Genus","Amphidinium","Claparède & Lachmann, 1859",109473,26,1,"Myzozoa","Gymnodiniales","Gymnodiniaceae","Amphidinium",NA,"Dinophyceae",TRUE,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1210",738061,738061,489355,"Order","Amphipoda","Latreille, 1816",1135,263,8,"Arthropoda","Amphipoda",NA,NA,NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1211",738069,738069,401426,"Species","Amphiprora formosa","A.F.Meunier",593884,3,1,"Ochrophyta","Naviculales","Amphipleuraceae","Amphiprora","Amphiprora formosa","Bacillariophyceae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1212",738072,738072,401470,"Subspecies","Amphiprora paludosa hyperborea",NA,NA,14,1,"Ochrophyta","Naviculales","Amphipleuraceae","Amphiprora","Amphiprora paludosa","Bacillariophyceae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1213",738184,738184,738185,"Genus","Anaerolinea","Sekiguchi, Yamada, Hanada, Ohashi, Harada & Kamagata, 2003",570954,2,1,"Chloroflexi","Anaerolineales","Anaerolineaceae","Anaerolinea",NA,"Anaerolineae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1214",738303,738303,739909,"Kingdom","Animalia",NA,2,144,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1215",738414,738414,764111,"Order","Anthoathecata","Cornelius, 1992",13551,10,2,"Cnidaria","Anthoathecata",NA,NA,NA,"Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1216",738423,738423,1011552,"Family","Anthomyiidae","Robineau-Desvoidy, 1830",150952,1,1,"Arthropoda","Diptera","Anthomyiidae",NA,NA,"Insecta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1217",738436,738436,790071,"Class","Anthozoa","Ehrenberg, 1834",1292,12,3,"Cnidaria",NA,NA,NA,NA,"Anthozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1218",738567,738567,817913,"Family","Aphididae",NA,494197,18,3,"Arthropoda","Hemiptera","Aphididae",NA,NA,"Insecta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1219",738588,738588,767135,"Class","Aplacophora",NA,411,1,1,"Mollusca",NA,NA,NA,NA,"Aplacophora",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1220",738644,738644,816051,"Genus","Aquabacterium",NA,NA,1,1,"Proteobacteria","Burkholderiales","Burkholderiales incertae sedis","Aquabacterium",NA,"Betaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1221",738728,738728,739909,"Kingdom","Archaea","Woese, Kandler & Wheelis, 1990",8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1222",738765,738765,740761,"Genus","Arcobacter","Vandamme, Falsen, Rossau, Hoste, Segers, Tytgat & De Ley, 1991",570987,10,1,"Proteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"Epsilonproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1223",738829,738829,405890,"Species","Argis lar","(Owen, 1839)",254487,1,1,"Arthropoda","Decapoda","Crangonidae","Argis","Argis lar","Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1224",738933,738933,751739,"Genus","Arthrobacter",NA,392700,4,1,"Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1225",738962,738962,676168,"Class","Ascidiacea","Blainville, 1824",1839,14,5,"Chordata",NA,NA,NA,NA,"Ascidiacea",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1226",739018,739018,739028,"Genus","Astarte","J. Sowerby, 1816",137683,19,4,"Mollusca","Carditoida","Astartidae","Astarte",NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1227",739337,739337,739336,"Genus","Aurantimonas",NA,393150,1,1,"Proteobacteria","Rhizobiales","Aurantimonadaceae","Aurantimonas",NA,"Alphaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1228",739431,739431,758054,"Genus","Azospira","Reinhold-Hurek & Hurek, 2000",571001,1,1,"Proteobacteria","Rhodocyclales","Rhodocyclaceae","Azospira",NA,"Betaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1229",739454,739454,739449,"Genus","Bacillus",NA,415091,3,1,"Firmicutes","Bacillales","Bacillaceae","Bacillus",NA,"Bacili",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1230",739456,739456,739909,"Kingdom","Bacteria",NA,6,429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1231",739461,739461,816007,"Family","Bacteriovoracaceae","Davidov & Jurkevitch, 2004",570028,11,1,"Proteobacteria","Bdellovibrionales","Bacteriovoracaceae",NA,NA,"Deltaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1232",739462,739462,739461,"Genus","Bacteriovorax","Baer, Ravel, Chun, Hill & Williams, 2000",570029,4,1,"Proteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA,"Deltaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1233",739464,739464,816000,"Order","Bacteroidales",NA,559847,2,1,"Bacteroidetes","Bacteroidales",NA,NA,NA,"Bacteroidia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1234",739466,739466,739456,"Phylum","Bacteroidetes",NA,559844,51,1,"Bacteroidetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1235",739473,739473,1014110,"Family","Baetidae",NA,593159,1,1,"Arthropoda","Ephemeroptera","Baetidae",NA,NA,"Insecta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1236",739743,739743,816008,"Genus","Bdellovibrio","Stolp & Starr, 1963",571008,1,1,"Proteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA,"Deltaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1237",739873,739873,757008,"Class","Betaproteobacteria",NA,393944,9,1,"Proteobacteria",NA,NA,NA,NA,"Betaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1238",739877,739877,771065,"Family","Bibionidae","Newman, 1834",150946,2,1,"Arthropoda","Diptera","Bibionidae",NA,NA,"Insecta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1239",739896,739896,739895,"Genus","Bifidobacterium","Orla-Jensen, 1924",559796,2,1,"Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,"Actinobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1240",739909,739909,NA,"Superdomain","Biota",NA,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1241",739927,739927,752044,"Class","Bivalvia","Linnaeus, 1758",105,186,12,"Mollusca",NA,NA,NA,NA,"Bivalvia",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1242",740012,740012,770045,"Species","Boreocingula martyni","(Dall, 1886)",254636,27,1,"Mollusca","Littorinimorpha","Rissoidae","Boreocingula","Boreocingula martyni","Gastropoda",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1243",740094,740094,412653,"Species","Bougainvillia superciliaris","(L. Agassiz, 1849)",117333,6,1,"Cnidaria","Anthoathecata","Bougainvilliidae","Bougainvillia","Bougainvillia superciliaris","Hydrozoa",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1244",740147,740147,748626,"Family","Braconidae",NA,NA,12,3,"Arthropoda","Hymenoptera","Braconidae",NA,NA,"Insecta",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1245",740167,740167,740166,"Genus","Bradyrhizobium","Jordan, 1982",571022,4,1,"Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"Alphaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1246",740205,740205,741168,"Genus","Brevundimonas",NA,565572,3,1,"Proteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,"Alphaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1247",740236,740236,743278,"Genus","Brumimicrobium","Bowman, Mancuso Nichols & Gibson, 2003",559983,3,1,"Bacteroidetes","Flavobacteriales","Cryomorphaceae","Brumimicrobium",NA,"Flavobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1248",740260,740260,738303,"Phylum","Bryozoa",NA,146142,49,5,"Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1249",740289,740289,745262,"Genus","Buchnera","Munson, Baumann & Kinsey, 1991",571033,1,1,"Proteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera",NA,"Gammaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1250",740364,740364,739873,"Order","Burkholderiales",NA,393945,8,1,"Proteobacteria","Burkholderiales",NA,NA,NA,"Betaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1251",740395,740395,400882,"Genus","Byblis","Boeck, 1871",101446,2,1,"Arthropoda","Amphipoda","Ampeliscidae","Byblis",NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1252",740411,740411,756386,"Genus","Byssovorax","Reichenbach, 2006",571043,10,1,"Proteobacteria","Myxococcales","Polyangiaceae","Byssovorax",NA,"Deltaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1253",740459,740459,816119,"Genus","Caedibacter",NA,NA,1,1,"Proteobacteria","Rickettsiales","Rickettsiales incertae sedis","Caedibacter",NA,"Alphaproteobacteria",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1254",740483,740483,771529,"Order","Calanoida","Sars G. O., 1903",1100,962,9,"Arthropoda","Calanoida",NA,NA,NA,NA,NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1255",740518,740518,740519,"Genus","Caldilinea","Sekiguchi, Yamada, Hanada, Ohashi, Harada & Kamagata, 2003",571048,2,1,"Chloroflexi","Caldilineales","Caldilineaceae","Caldilinea",NA,"Caldilineae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1256",740519,740519,816018,"Family","Caldilineaceae",NA,571047,1,1,"Chloroflexi","Caldilineales","Caldilineaceae",NA,NA,"Caldilineae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1257",740570,740570,1014120,"Family","Calliopiidae","G.O. Sars, 1893",146744,7,3,"Arthropoda","Amphipoda","Calliopiidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
"1258",740692,740692,771798,"Species","Calycomonas gracilis","Lohmann, 1908",345438,127,1,"Ochrophyta","Chromulinales","Chrysococcaceae","Calycomonas","Calycomonas gracilis","Chrysophyceae",NA,NA,NA,NA,"Beaufort Sea - continental coast and shelf"
