"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","ecoregion"
"63",434605,434605,434603,"Species","Diodon eydouxii","Brisout de Barneville, 1846",127401,1,1,"Chordata","Tetraodontiformes","Diodontidae","Diodon","Diodon eydouxii","Actinopteri",NA,NA,NA,"Cocos Islands"
"64",436244,436244,777984,"Species","Dosidicus gigas","(d'Orbigny [in 1834-1847], 1835)",342291,1,1,"Mollusca","Oegopsida","Ommastrephidae","Dosidicus","Dosidicus gigas","Cephalopoda",TRUE,"DD",NA,"Cocos Islands"
"65",437022,437022,744913,"Species","Echidna nocturna","(Cope, 1872)",278678,12,3,"Chordata","Anguilliformes","Muraenidae","Echidna","Echidna nocturna","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"66",437309,437309,437308,"Species","Echinothrix calamaris","(Pallas, 1774)",213377,1,1,"Echinodermata","Diadematoida","Diadematidae","Echinothrix","Echinothrix calamaris","Echinoidea",NA,NA,NA,"Cocos Islands"
"67",437311,437311,437308,"Species","Echinothrix diadema","(Linnaeus, 1758)",213378,1,1,"Echinodermata","Diadematoida","Diadematidae","Echinothrix","Echinothrix diadema","Echinoidea",NA,NA,NA,"Cocos Islands"
"68",437337,437337,437329,"Species","Echiodon exsilium","Rosenblatt, 1961",272782,4,2,"Chordata","Ophidiiformes","Carapidae","Echiodon","Echiodon exsilium","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
"69",438023,438023,775719,"Genus","Eleotris","Bloch & Schneider, 1801",204889,1,1,"Chordata","Perciformes","Eleotridae","Eleotris",NA,"Actinopteri",NA,NA,NA,"Cocos Islands"
"70",438369,438369,768317,"Species","Emiliania huxleyi","(Lohmann) W.W.Hay & H.P.Mohler, 1967",115104,3,1,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi","Prymnesiophyceae",NA,NA,NA,"Cocos Islands"
"71",438440,438440,745168,"Species","Encheliophis vermicularis","Müller, 1842",279269,1,1,"Chordata","Ophidiiformes","Carapidae","Encheliophis","Encheliophis vermicularis","Actinopteri",NA,NA,NA,"Cocos Islands"
"72",438455,438455,438445,"Species","Enchelycore octaviana","(Myers & Wade, 1941)",271810,5,2,"Chordata","Anguilliformes","Muraenidae","Enchelycore","Enchelycore octaviana","Actinopteri",TRUE,"LC",NA,"Cocos Islands"
