"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","ecoregion"
"262",506006,506006,506000,"Species","Sarda orientalis","(Temminck & Schlegel, 1844)",219713,TRUE,"LC",2,1,"Chordata","Perciformes","Scombridae","Sarda","Sarda orientalis","Actinopteri","Magdalena Transition"
"263",506050,506050,700325,"Species","Sardinops sagax","(Jenyns, 1842)",217452,NA,NA,35,2,"Chordata","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax","Actinopteri","Magdalena Transition"
"264",507746,507746,507744,"Species","Scolecithrix danae","(Lubbock, 1856)",104821,NA,NA,1,1,"Arthropoda","Calanoida","Scolecitrichidae","Scolecithrix","Scolecithrix danae",NA,"Magdalena Transition"
"265",508030,508030,758827,"Species","Scopelengys tristis","Alcock, 1890",126636,NA,NA,12,1,"Chordata","Myctophiformes","Neoscopelidae","Scopelengys","Scopelengys tristis","Actinopteri","Magdalena Transition"
"266",508049,508049,508046,"Subspecies","Scopelogadus mizolepis mizolepis","(Günther, 1878)",293738,NA,NA,2,1,"Chordata","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus mizolepis","Actinopteri","Magdalena Transition"
"267",508130,508130,758838,"Species","Scorpaena guttata","Girard, 1854",274713,TRUE,"DD",5,1,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena guttata","Actinopteri","Magdalena Transition"
"268",508539,508539,777045,"Species","Scytalichthys miurus","(Jordan & Gilbert, 1882)",282734,TRUE,"LC",1,1,"Chordata","Anguilliformes","Ophichthidae","Scytalichthys","Scytalichthys miurus","Actinopteri","Magdalena Transition"
"269",508915,508915,758969,"Species","Selene orstedii","Lütken, 1880",273285,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Selene","Selene orstedii","Actinopteri","Magdalena Transition"
"270",509503,509503,759106,"Species","Serranus aequidens","Gilbert, 1890",273888,TRUE,"LC",3,1,"Chordata","Perciformes","Serranidae","Serranus","Serranus aequidens","Actinopteri","Magdalena Transition"
"271",509607,509607,759117,"Species","Serrivomer sector","Garman, 1899",272005,NA,NA,11,1,"Chordata","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer sector","Actinopteri","Magdalena Transition"
"272",509927,509927,700521,"Species","Sicyonia fallax","de Man, 1907",211879,NA,NA,1,1,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia fallax","Malacostraca","Magdalena Transition"
"273",510729,510729,764111,"Order","Siphonophorae","Eschscholtz, 1829",1371,NA,NA,5,1,"Cnidaria","Siphonophorae",NA,NA,NA,"Hydrozoa","Magdalena Transition"
"274",512020,512020,512010,"Species","Sphoeroides lispus","Walker, 1996",275278,TRUE,"LC",10,2,"Chordata","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides lispus","Actinopteri","Magdalena Transition"
"275",512043,512043,759716,"Species","Sphyraena argentea","Girard, 1854",273978,TRUE,"LC",16,2,"Chordata","Perciformes","Sphyraenidae","Sphyraena","Sphyraena argentea","Actinopteri","Magdalena Transition"
"276",512103,512103,669623,"Species","Sphyrna lewini","(Griffith & Smith, 1834)",105816,TRUE,"EN",6,2,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna lewini","Elasmobranchii","Magdalena Transition"
"277",512105,512105,669623,"Species","Sphyrna mokarran","(Rüppell, 1837)",105817,TRUE,"EN",1,1,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna mokarran","Elasmobranchii","Magdalena Transition"
"278",512109,512109,669623,"Species","Sphyrna zygaena","(Linnaeus, 1758)",105819,TRUE,"VU",17,3,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna zygaena","Elasmobranchii","Magdalena Transition"
"279",512710,512710,778570,"Genus","Spongurus","Haeckel, 1860",367323,NA,NA,1,1,"Radiozoa","Spumellaria","Spongodiscidae","Spongurus",NA,"Polycystina","Magdalena Transition"
"280",512833,512833,670077,"Species","Squalus acanthias","Linnaeus, 1758",105923,TRUE,"VU",4,1,"Chordata","Squaliformes","Squalidae","Squalus","Squalus acanthias","Elasmobranchii","Magdalena Transition"
"281",513016,513016,759967,"Species","Stathmonotus sinuscalifornici","(Chabanaud, 1942)",282873,TRUE,"LC",2,1,"Chordata","Perciformes","Chaenopsidae","Stathmonotus","Stathmonotus sinuscalifornici","Actinopteri","Magdalena Transition"
"282",513326,513326,760015,"Species","Stellifer ericymba","(Jordan & Gilbert, 1882)",276156,TRUE,"LC",2,2,"Chordata","Perciformes","Sciaenidae","Stellifer","Stellifer ericymba","Actinopteri","Magdalena Transition"
"283",513378,513378,513377,"Species","Stenella attenuata","(Gray, 1846)",137105,TRUE,"LC",13,7,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella attenuata","Mammalia","Magdalena Transition"
"284",513381,513381,513377,"Species","Stenella coeruleoalba","(Meyen, 1833)",137107,TRUE,"LC",11,6,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella coeruleoalba","Mammalia","Magdalena Transition"
"285",513386,513386,513384,"Subspecies","Stenella longirostris orientalis","Perrin, 1990",368867,TRUE,"VU",5,4,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia","Magdalena Transition"
"286",513440,513440,769783,"Species","Steno bredanensis","(G. Cuvier in Lesson, 1828)",137110,TRUE,"LC",9,7,"Chordata","Cetartiodactyla","Delphinidae","Steno","Steno bredanensis","Mammalia","Magdalena Transition"
"287",514316,514316,760234,"Species","Stomias atriventer","Garman, 1899",275178,NA,NA,17,1,"Chordata","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Actinopteri","Magdalena Transition"
"288",514753,514753,771720,"Species","Strongylura exilis","(Girard, 1854)",275978,TRUE,"LC",34,3,"Chordata","Beloniformes","Belonidae","Strongylura","Strongylura exilis","Actinopteri","Magdalena Transition"
"289",515019,515019,512683,"Genus","Stylodictya","Ehrenberg, 1847 emend. Kozlova, 1972",345859,NA,NA,1,1,"Radiozoa","Spumellaria","Spongodiscidae","Stylodictya",NA,"Polycystina","Magdalena Transition"
"290",515091,515091,515089,"Species","Styptosphaera spumacea","Haeckel, 1887",367329,NA,NA,1,1,"Radiozoa","Spumellaria","Actinommidae","Styptosphaera","Styptosphaera spumacea","Polycystina","Magdalena Transition"
"291",515542,515542,760556,"Species","Symbolophorus californiensis","(Eigenmann & Eigenmann, 1889)",272733,NA,NA,2,1,"Chordata","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Actinopteri","Magdalena Transition"
"292",515613,515613,760563,"Species","Symphurus atramentatus","Jordan & Bollman, 1890",274233,TRUE,"LC",10,3,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atramentatus","Actinopteri","Magdalena Transition"
"293",515627,515627,760563,"Species","Symphurus fasciolaris","Gilbert, 1892",274242,TRUE,"LC",16,3,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus fasciolaris","Actinopteri","Magdalena Transition"
"294",515659,515659,760563,"Species","Symphurus prolatinaris","Munroe, Nizinski & Mahadeva, 1991",274270,TRUE,"LC",1,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus prolatinaris","Actinopteri","Magdalena Transition"
"295",516034,516034,760646,"Species","Synchiropus atrilabiatus","(Garman, 1899)",273238,TRUE,"LC",4,2,"Chordata","Perciformes","Callionymidae","Synchiropus","Synchiropus atrilabiatus","Actinopteri","Magdalena Transition"
"296",516167,516167,700886,"Species","Syngnathus auliscus","(Swain, 1882)",275217,TRUE,"LC",11,2,"Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus auliscus","Actinopteri","Magdalena Transition"
"297",516173,516173,700886,"Species","Syngnathus californiensis","Storer, 1845",275218,TRUE,"LC",1,1,"Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus californiensis","Actinopteri","Magdalena Transition"
"298",516198,516198,700886,"Species","Syngnathus leptorhynchus","Girard, 1854",275226,TRUE,"LC",2,1,"Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus leptorhynchus","Actinopteri","Magdalena Transition"
"299",516363,516363,756411,"Genus","Synoicum","Phipps, 1774",103479,NA,NA,1,1,"Chordata","Aplousobranchia","Polyclinidae","Synoicum",NA,"Ascidiacea","Magdalena Transition"
"300",518706,518706,761239,"Species","Thalassoma lutescens","(Lay & Bennett, 1839)",273585,TRUE,"LC",1,1,"Chordata","Perciformes","Labridae","Thalassoma","Thalassoma lutescens","Actinopteri","Magdalena Transition"
"301",518944,518944,699389,"Order","Thecosomata","Blainville, 1824",13703,NA,NA,5,1,"Mollusca","Thecosomata",NA,NA,NA,"Gastropoda","Magdalena Transition"
"302",519481,519481,519480,"Species","Thunnus alalunga","(Bonnaterre, 1788)",127026,TRUE,"NT",3,2,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus alalunga","Actinopteri","Magdalena Transition"
"303",519487,519487,519480,"Species","Thunnus obesus","(Lowe, 1839)",127028,TRUE,"VU",1,1,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus obesus","Actinopteri","Magdalena Transition"
"304",519488,519488,519480,"Species","Thunnus orientalis","(Temminck & Schlegel, 1844)",273823,TRUE,"VU",1,1,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus orientalis","Actinopteri","Magdalena Transition"
"305",520124,520124,761650,"Species","Tomicodon boehlkei","Briggs, 1955",282987,TRUE,"LC",2,2,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon boehlkei","Actinopteri","Magdalena Transition"
"306",520133,520133,761650,"Species","Tomicodon petersii","(Garman, 1875)",282998,TRUE,"LC",2,2,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon petersii","Actinopteri","Magdalena Transition"
"307",520137,520137,761650,"Species","Tomicodon zebra","(Jordan & Gilbert, 1882)",283004,TRUE,"LC",6,2,"Chordata","Gobiesociformes","Gobiesocidae","Tomicodon","Tomicodon zebra","Actinopteri","Magdalena Transition"
"308",520875,520875,796281,"Species","Tremoctopus violaceus","delle Chiaje, 1830",141694,TRUE,"LC",1,1,"Mollusca","Octopoda","Tremoctopodidae","Tremoctopus","Tremoctopus violaceus","Cephalopoda","Magdalena Transition"
"309",520939,520939,774048,"Species","Triakis semifasciata","Girard, 1855",279060,TRUE,"LC",10,2,"Chordata","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata","Elasmobranchii","Magdalena Transition"
"310",521714,521714,773797,"Species","Triphoturus mexicanus","(Gilbert, 1890)",278566,NA,NA,31,1,"Chordata","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus","Actinopteri","Magdalena Transition"
"311",521716,521716,773797,"Species","Triphoturus nigrescens","(Brauer, 1904)",217721,NA,NA,13,1,"Chordata","Myctophiformes","Myctophidae","Triphoturus","Triphoturus nigrescens","Actinopteri","Magdalena Transition"
"312",522921,522921,768187,"Species","Turborotalita quinqueloba","(Natland, 1938)",113462,NA,NA,11,1,"Foraminifera","Globigerinida","Globigerinidae","Turborotalita","Turborotalita quinqueloba","Globothalamea","Magdalena Transition"
"313",523097,523097,523093,"Species","Tursiops truncatus","(Montagu, 1821)",137111,TRUE,"LC",126,15,"Chordata","Cetartiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Mammalia","Magdalena Transition"
"314",523194,523194,523192,"Subspecies","Tylosurus crocodilus fodiator","Jordan & Gilbert, 1882",293757,TRUE,"LC",2,1,"Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","Actinopteri","Magdalena Transition"
"315",523200,523200,701253,"Species","Tylosurus pacificus","(Steindachner, 1876)",272147,TRUE,"LC",1,1,"Chordata","Beloniformes","Belonidae","Tylosurus","Tylosurus pacificus","Actinopteri","Magdalena Transition"
"316",523705,523705,523690,"Species","Umbrina roncador","Jordan & Gilbert, 1882",273802,TRUE,"LC",17,2,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina roncador","Actinopteri","Magdalena Transition"
"317",523711,523711,523690,"Species","Umbrina wintersteeni","Walker & Radford, 1992",273804,TRUE,"DD",7,3,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina wintersteeni","Actinopteri","Magdalena Transition"
"318",523712,523712,523690,"Species","Umbrina xanti","Gill, 1862",273805,TRUE,"LC",9,2,"Chordata","Perciformes","Sciaenidae","Umbrina","Umbrina xanti","Actinopteri","Magdalena Transition"
"319",524027,524027,762554,"Species","Urolophus halleri","Cooper, 1863",315896,NA,NA,43,2,"Chordata","Myliobatiformes","Urolophidae","Urolophus","Urolophus halleri","Elasmobranchii","Magdalena Transition"
"320",524031,524031,762554,"Species","Urolophus maculatus","(Garman, 1913)",315898,NA,NA,42,2,"Chordata","Myliobatiformes","Urolophidae","Urolophus","Urolophus maculatus","Elasmobranchii","Magdalena Transition"
"321",524089,524089,762558,"Species","Uropterygius macrocephalus","(Bleeker, 1864)",212037,NA,NA,2,1,"Chordata","Anguilliformes","Muraenidae","Uropterygius","Uropterygius macrocephalus","Actinopteri","Magdalena Transition"
"322",524181,524181,762574,"Species","Urotrygon aspidura","(Jordan & Gilbert, 1882)",283113,TRUE,"DD",17,2,"Chordata","Myliobatiformes","Urotrygonidae","Urotrygon","Urotrygon aspidura","Elasmobranchii","Magdalena Transition"
"323",524610,524610,677381,"Species","Venefica tentaculata","Garman, 1899",271922,TRUE,"LC",1,1,"Chordata","Anguilliformes","Nettastomatidae","Venefica","Venefica tentaculata","Actinopteri","Magdalena Transition"
"324",526696,526696,763193,"Genus","Ziphius","Cuvier, 1823",137035,NA,NA,7,5,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius",NA,"Mammalia","Magdalena Transition"
"325",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,TRUE,"LC",4,3,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Ziphius cavirostris","Mammalia","Magdalena Transition"
"326",532261,532261,778137,"Species","Acartia (Odontacartia) lilljeborgi","Giesbrecht, 1889",346056,NA,NA,1,1,"Arthropoda","Calanoida","Acartiidae","Acartia","Acartia (Odontacartia) lilljeborgi",NA,"Magdalena Transition"
"327",532588,532588,398644,"Species","Aetideus truncatus","Bradford, 1971",346078,NA,NA,1,1,"Arthropoda","Calanoida","Aetideidae","Aetideus","Aetideus truncatus",NA,"Magdalena Transition"
"328",532848,532848,399651,"Species","Alloniscus perconvexus","Dana, 1856",258170,NA,NA,2,1,"Arthropoda","Isopoda","Alloniscidae","Alloniscus","Alloniscus perconvexus","Malacostraca","Magdalena Transition"
"329",533132,533132,775597,"Species","Amphiaster insignis","Verrill, 1868",368865,NA,NA,2,1,"Echinodermata","Valvatida","Asterodiscididae","Amphiaster","Amphiaster insignis","Asteroidea","Magdalena Transition"
"330",533896,533896,601621,"Species","Antipathes galapagensis","Deichmann, 1941",283898,NA,NA,2,2,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Antipathes galapagensis","Anthozoa","Magdalena Transition"
"331",533927,533927,772393,"Genus","Anuropus","Beddard, 1886",174485,NA,NA,1,1,"Arthropoda","Isopoda","Anuropidae","Anuropus",NA,"Malacostraca","Magdalena Transition"
"332",534286,534286,405907,"Species","Argonauta cornuta","Conrad, 1854",341785,TRUE,"DD",3,1,"Mollusca","Octopoda","Argonautidae","Argonauta","Argonauta cornuta","Cephalopoda","Magdalena Transition"
"333",535127,535127,408771,"Subspecies","Auxis thazard brachydorax","Collette & Aadland, 1996",293553,NA,NA,1,1,"Chordata","Perciformes","Scombridae","Auxis","Auxis thazard","Actinopteri","Magdalena Transition"
"334",535419,535419,410455,"Species","Bathygyge grandis","Hansen, 1897",259246,NA,NA,1,1,"Arthropoda","Isopoda","Bopyridae","Bathygyge","Bathygyge grandis","Malacostraca","Magdalena Transition"
"335",535587,535587,411265,"Species","Benthesicymus tanneri","Faxon, 1893",377425,NA,NA,1,1,"Arthropoda","Decapoda","Benthesicymidae","Benthesicymus","Benthesicymus tanneri","Malacostraca","Magdalena Transition"
"336",536390,536390,414626,"Species","Caligus omissus","Cressey & Cressey, 1980",349694,NA,NA,3,1,"Arthropoda","Siphonostomatoida","Caligidae","Caligus","Caligus omissus",NA,"Magdalena Transition"
"337",536553,536553,696165,"Species","Callogorgia flabellum","(Ehrenberg, 1834)",286486,NA,NA,2,2,"Cnidaria","Alcyonacea","Primnoidae","Callogorgia","Callogorgia flabellum","Anthozoa","Magdalena Transition"
"338",539498,539498,776376,"Species","Dactylagnus parvus","Dawson, 1976",280471,TRUE,"LC",1,1,"Chordata","Perciformes","Dactyloscopidae","Dactylagnus","Dactylagnus parvus","Actinopteri","Magdalena Transition"
"339",539516,539516,431894,"Species","Dactyloscopus lunaticus","Gilbert, 1890",276401,TRUE,"LC",2,1,"Chordata","Perciformes","Dactyloscopidae","Dactyloscopus","Dactyloscopus lunaticus","Actinopteri","Magdalena Transition"
"340",539556,539556,432198,"Species","Dardanus sinistripes","(Stimpson, 1859)",367593,NA,NA,2,1,"Arthropoda","Decapoda","Diogenidae","Dardanus","Dardanus sinistripes","Malacostraca","Magdalena Transition"
"341",540615,540615,697207,"Species","Echinaster parvispinus","A.H. Clark, 1916",369083,NA,NA,1,1,"Echinodermata","Spinulosida","Echinasteridae","Echinaster","Echinaster parvispinus","Asteroidea","Magdalena Transition"
"342",541144,541144,439957,"Species","Eremicaster crassus","(Sladen, 1883)",178726,NA,NA,1,1,"Echinodermata","Paxillosida","Porcellanasteridae","Eremicaster","Eremicaster crassus","Asteroidea","Magdalena Transition"
"343",541478,541478,745739,"Species","Eugorgia bradleyi","Verrill, 1868",289929,NA,NA,1,1,"Cnidaria","Alcyonacea","Gorgoniidae","Eugorgia","Eugorgia bradleyi","Anthozoa","Magdalena Transition"
"344",541580,541580,441758,"Species","Eunice orensanzi","Leon-Gonzalez, 1991",327754,NA,NA,4,1,"Annelida","Eunicida","Eunicidae","Eunice","Eunice orensanzi","Polychaeta","Magdalena Transition"
"345",541898,541898,745952,"Species","Eurythoe clavata","Baird, 1868",327912,NA,NA,1,1,"Annelida","Amphinomida","Amphinomidae","Eurythoe","Eurythoe clavata","Polychaeta","Magdalena Transition"
"346",541989,541989,443001,"Species","Excorallana truncata","(Richardson, 1899)",260379,NA,NA,1,1,"Arthropoda","Isopoda","Corallanidae","Excorallana","Excorallana truncata","Malacostraca","Magdalena Transition"
"347",544373,544373,455918,"Species","Hymenopenaeus doris","(Faxon, 1893)",377450,NA,NA,1,1,"Arthropoda","Decapoda","Solenoceridae","Hymenopenaeus","Hymenopenaeus doris","Malacostraca","Magdalena Transition"
"348",544916,544916,458329,"Species","Kali kerberti","(Weber, 1913)",302801,NA,NA,1,1,"Chordata","Perciformes","Chiasmodontidae","Kali","Kali kerberti","Actinopteri","Magdalena Transition"
"349",545044,545044,636717,"Species","Labidocera diandra","Fleminger, 1967",346591,NA,NA,3,1,"Arthropoda","Calanoida","Pontellidae","Labidocera","Labidocera diandra",NA,"Magdalena Transition"
"350",545045,545045,636717,"Species","Labidocera johnsoni","Fleminger, 1964",346601,NA,NA,1,1,"Arthropoda","Calanoida","Pontellidae","Labidocera","Labidocera johnsoni",NA,"Magdalena Transition"
"351",545046,545046,636717,"Species","Labidocera jollae","Esterly, 1906",346602,NA,NA,1,1,"Arthropoda","Calanoida","Pontellidae","Labidocera","Labidocera jollae",NA,"Magdalena Transition"
"352",545404,545404,461141,"Species","Lepeophtheirus dissimulatus","Wilson C.B., 1905",135774,NA,NA,2,1,"Arthropoda","Siphonostomatoida","Caligidae","Lepeophtheirus","Lepeophtheirus dissimulatus",NA,"Magdalena Transition"
"353",546416,546416,698423,"Species","Luidia phragma","H.L. Clark, 1910",368140,NA,NA,4,1,"Echinodermata","Paxillosida","Luidiidae","Luidia","Luidia phragma","Asteroidea","Magdalena Transition"
"354",548141,548141,752211,"Species","Mooreonuphis bajacalifornica","León-Gonzalez, 1988",335046,NA,NA,2,1,"Annelida","Eunicida","Onuphidae","Mooreonuphis","Mooreonuphis bajacalifornica","Polychaeta","Magdalena Transition"
"355",548190,548190,473312,"Species","Mothocya gilli","Bruce, 1986",256817,NA,NA,4,1,"Arthropoda","Isopoda","Cymothoidae","Mothocya","Mothocya gilli","Malacostraca","Magdalena Transition"
"356",548200,548200,473312,"Species","Mothocya rosea","Bruce, 1986",256831,NA,NA,2,1,"Arthropoda","Isopoda","Cymothoidae","Mothocya","Mothocya rosea","Malacostraca","Magdalena Transition"
"357",548412,548412,473955,"Species","Muricea fruticosa","Verrill, 1869",287562,NA,NA,2,2,"Cnidaria","Alcyonacea","Plexauridae","Muricea","Muricea fruticosa","Anthozoa","Magdalena Transition"
"358",549188,549188,477763,"Species","Nereis grubei","(Kinberg, 1866)",334186,NA,NA,1,1,"Annelida","Phyllodocida","Nereididae","Nereis","Nereis grubei","Polychaeta","Magdalena Transition"
"359",549232,549232,478026,"Species","Nerocila californica","Schioedte & Meinert, 1881",256841,NA,NA,2,1,"Arthropoda","Isopoda","Cymothoidae","Nerocila","Nerocila californica","Malacostraca","Magdalena Transition"
"360",551024,551024,699456,"Species","Paguristes digueti","Bouvier, 1893",368222,NA,NA,4,1,"Arthropoda","Decapoda","Diogenidae","Paguristes","Paguristes digueti","Malacostraca","Magdalena Transition"
"361",551448,551448,654093,"Species","Paralichthys aestuarius","Gilbert & Scofield, 1898",275807,TRUE,"DD",1,1,"Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys aestuarius","Actinopteri","Magdalena Transition"
"362",551602,551602,654415,"Species","Paranthura californiae","Nunomura, 1979",255579,NA,NA,3,1,"Arthropoda","Isopoda","Paranthuridae","Paranthura","Paranthura californiae","Malacostraca","Magdalena Transition"
"363",552416,552416,774951,"Species","Petrochirus californiensis","Bouvier, 1895",368345,NA,NA,1,1,"Arthropoda","Decapoda","Diogenidae","Petrochirus","Petrochirus californiensis","Malacostraca","Magdalena Transition"
"364",552579,552579,778389,"Species","Pherma curticaudatum","Wilson C.B., 1923",354732,NA,NA,1,1,"Arthropoda","Poecilostomatoida","Nereicolidae","Pherma","Pherma curticaudatum",NA,"Magdalena Transition"
"365",553336,553336,494935,"Species","Poecilochaetus multibranchiatus","Leon-Gonzalez, 1992",330845,NA,NA,2,1,"Annelida","Spionida","Poecilochaetidae","Poecilochaetus","Poecilochaetus multibranchiatus","Polychaeta","Magdalena Transition"
"366",553373,553373,495135,"Species","Politolana haneyi","Riseman & Brusca, 2002",256716,NA,NA,3,1,"Arthropoda","Isopoda","Cirolanidae","Politolana","Politolana haneyi","Malacostraca","Magdalena Transition"
"367",554328,554328,499277,"Species","Pseudarchaster pectinifer","Ludwig, 1905",370845,NA,NA,1,1,"Echinodermata","Paxillosida","Pseudarchasteridae","Pseudarchaster","Pseudarchaster pectinifer","Asteroidea","Magdalena Transition"
"368",555379,555379,775433,"Species","Rhopalione sinensis","Markham, 1990",262849,NA,NA,1,1,"Arthropoda","Isopoda","Bopyridae","Rhopalione","Rhopalione sinensis","Malacostraca","Magdalena Transition"
"369",555889,555889,700357,"Species","Scarus perrico","Jordan & Gilbert, 1882",276057,TRUE,"LC",2,1,"Chordata","Perciformes","Scaridae","Scarus","Scarus perrico","Actinopteri","Magdalena Transition"
"370",556098,556098,758838,"Species","Scorpaena sonorae","Jenkins & Evermann, 1889",274736,TRUE,"LC",14,3,"Chordata","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena sonorae","Actinopteri","Magdalena Transition"
"371",556286,556286,769018,"Species","Seriola peruana","Steindachner, 1881",276650,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Seriola","Seriola peruana","Actinopteri","Magdalena Transition"
"372",556455,556455,700521,"Species","Sicyonia disedwardsi","(Burkenroad, 1934)",377629,NA,NA,1,1,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia disedwardsi","Malacostraca","Magdalena Transition"
"373",556459,556459,700521,"Species","Sicyonia ingentis","(Burkenroad, 1938)",377635,NA,NA,3,1,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia ingentis","Malacostraca","Magdalena Transition"
"374",556463,556463,700521,"Species","Sicyonia penicillata","Lockington, 1878",377649,NA,NA,5,1,"Arthropoda","Decapoda","Sicyoniidae","Sicyonia","Sicyonia penicillata","Malacostraca","Magdalena Transition"
"375",556722,556722,511271,"Species","Solenocera mutator","Burkenroad, 1938",377671,NA,NA,1,1,"Arthropoda","Decapoda","Solenoceridae","Solenocera","Solenocera mutator","Malacostraca","Magdalena Transition"
"376",559054,559054,767803,"Species","Trachysalambria brevisuturae","(Burkenroad, 1934)",377685,NA,NA,2,1,"Arthropoda","Decapoda","Penaeidae","Trachysalambria","Trachysalambria brevisuturae","Malacostraca","Magdalena Transition"
"377",561868,561868,778008,"Genus","Appendicularia","Fol, 1874",103357,NA,NA,5,1,"Chordata","Copelata","Fritillariidae","Appendicularia",NA,"Appendicularia","Magdalena Transition"
"378",582556,582556,481820,"Subspecies","Ophiernus adspersus annectens","Lütken & Mortensen, 1899",238141,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiuridae","Ophiernus","Ophiernus adspersus","Ophiuroidea","Magdalena Transition"
"379",587677,587677,431894,"Species","Dactyloscopus fimbriatus","(Reid, 1935)",276398,TRUE,"LC",1,1,"Chordata","Perciformes","Dactyloscopidae","Dactyloscopus","Dactyloscopus fimbriatus","Actinopteri","Magdalena Transition"
"380",588248,588248,483254,"Species","Orthopristis cantharinus","(Jenyns, 1840)",275740,TRUE,"DD",3,1,"Chordata","Perciformes","Haemulidae","Orthopristis","Orthopristis cantharinus","Actinopteri","Magdalena Transition"
"381",588595,588595,777089,"Species","Stereolepis gigas","Ayres, 1859",282884,TRUE,"CR",7,2,"Chordata","Perciformes","Polyprionidae","Stereolepis","Stereolepis gigas","Actinopteri","Magdalena Transition"
"382",596735,596735,737153,"Species","Achirus mazatlanus","(Steindachner, 1869)",279494,TRUE,"LC",41,3,"Chordata","Pleuronectiformes","Achiridae","Achirus","Achirus mazatlanus","Actinopteri","Magdalena Transition"
"383",598073,598073,773668,"Species","Aetobatus narinari","(Euphrasen, 1790)",217426,TRUE,"NT",1,1,"Chordata","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus narinari","Elasmobranchii","Magdalena Transition"
"384",598471,598471,771200,"Genus","Albula","Scopoli, 1777",157878,NA,NA,4,1,"Chordata","Albuliformes","Albulidae","Albula",NA,"Actinopteri","Magdalena Transition"
"385",598477,598477,598471,"Species","Albula vulpes","(Linnaeus, 1758)",212256,TRUE,"NT",4,1,"Chordata","Albuliformes","Albulidae","Albula","Albula vulpes","Actinopteri","Magdalena Transition"
"386",598595,598595,695396,"Species","Alectis ciliaris","(Bloch, 1787)",159629,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Alectis","Alectis ciliaris","Actinopteri","Magdalena Transition"
"387",598864,598864,737741,"Species","Alphestes immaculatus","Breder, 1936",279568,TRUE,"LC",5,2,"Chordata","Perciformes","Serranidae","Alphestes","Alphestes immaculatus","Actinopteri","Magdalena Transition"
"388",599078,599078,599075,"Species","Aluterus monoceros","(Linnaeus, 1758)",127407,NA,NA,1,1,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus monoceros","Actinopteri","Magdalena Transition"
"389",599082,599082,599075,"Species","Aluterus scriptus","(Osbeck, 1765)",159491,NA,NA,2,2,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus","Actinopteri","Magdalena Transition"
"390",600646,600646,695537,"Species","Anarchias galapagensis","(Seale, 1940)",271800,TRUE,"LC",1,1,"Chordata","Anguilliformes","Muraenidae","Anarchias","Anarchias galapagensis","Actinopteri","Magdalena Transition"
