"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","gisd","ecoregion"
"1",395447,395447,700476,"Genus","Abra","Lamarck, 1818",138474,1,1,"Mollusca","Cardiida","Semelidae","Abra","Bivalvia",NA,NA,NA,NA,"Guianan"
"2",395650,395650,748828,"Genus","Acanella","Gray, 1870",125303,8,2,"Cnidaria","Alcyonacea","Isididae","Acanella","Anthozoa",NA,NA,NA,NA,"Guianan"
"3",395746,395746,695236,"Species","Acanthephyra acanthitelsonis","Spence Bate, 1888",240809,3,1,"Arthropoda","Decapoda","Acanthephyridae","Acanthephyra","Malacostraca","Acanthephyra acanthitelsonis",NA,NA,NA,"Guianan"
"4",395747,395747,695236,"Species","Acanthephyra acutifrons","Spence Bate, 1888",158347,2,1,"Arthropoda","Decapoda","Acanthephyridae","Acanthephyra","Malacostraca","Acanthephyra acutifrons",NA,NA,NA,"Guianan"
"5",395761,395761,695236,"Species","Acanthephyra kingsleyi","Spence Bate, 1888",240810,2,1,"Arthropoda","Decapoda","Acanthephyridae","Acanthephyra","Malacostraca","Acanthephyra kingsleyi",NA,NA,NA,"Guianan"
"6",395815,395815,395814,"Species","Acanthocarpus alexandri","Stimpson, 1871",158044,2,1,"Arthropoda","Decapoda","Calappidae","Acanthocarpus","Malacostraca","Acanthocarpus alexandri",NA,NA,NA,"Guianan"
"7",395911,395911,769048,"Species","Acanthocybium solandri","(Cuvier, 1832)",127014,19,1,"Chordata","Perciformes","Scombridae","Acanthocybium","Actinopteri","Acanthocybium solandri",TRUE,"LC",NA,"Guianan"
"8",396204,396204,754094,"Genus","Acanthostracion","Bleeker, 1865",126237,2,1,"Chordata","Tetraodontiformes","Ostraciidae","Acanthostracion","Actinopteri",NA,NA,NA,NA,"Guianan"
"9",396957,396957,695290,"Species","Acrocalanus andersoni","Bowman, 1958",104644,1,1,"Arthropoda","Calanoida","Paracalanidae","Acrocalanus",NA,"Acrocalanus andersoni",NA,NA,NA,"Guianan"
"10",398647,398647,398644,"Species","Aetideus armatus","(Boeck, 1872)",104275,1,1,"Arthropoda","Calanoida","Aetideidae","Aetideus",NA,"Aetideus armatus",NA,NA,NA,"Guianan"
"11",398805,398805,398802,"Species","Agaue corollata","Bartsch, 1978",114878,1,1,"Arthropoda","Trombidiformes","Halacaridae","Agaue","Arachnida","Agaue corollata",NA,NA,NA,"Guianan"
"12",398933,398933,737560,"Species","Aglaura hemistoma","Péron & Lesueur, 1810",117851,4,1,"Cnidaria","Trachymedusae","Rhopalonematidae","Aglaura","Hydrozoa","Aglaura hemistoma",NA,NA,NA,"Guianan"
"13",399388,399388,737643,"Species","Aldrovandia oleosa","Sulak, 1977",157881,2,2,"Chordata","Notacanthiformes","Halosauridae","Aldrovandia","Actinopteri","Aldrovandia oleosa",NA,NA,NA,"Guianan"
"14",400039,400039,599075,"Species","Aluterus schoepfii","(Walbaum, 1792)",159490,3,1,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Actinopteri","Aluterus schoepfii",NA,NA,NA,"Guianan"
"15",400793,400793,737935,"Species","Ampelisca bicarinata","Goeke & Heard, 1983",421433,2,2,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Malacostraca","Ampelisca bicarinata",NA,NA,NA,"Guianan"
"16",400850,400850,737935,"Species","Ampelisca parapacifica","Goeke & Heard, 1984",421439,6,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Malacostraca","Ampelisca parapacifica",NA,NA,NA,"Guianan"
"17",400955,400955,776148,"Species","Amphiarius phrygiatus","(Valenciennes, 1840)",279586,96,3,"Chordata","Siluriformes","Ariidae","Amphiarius","Actinopteri","Amphiarius phrygiatus",TRUE,"LC",NA,"Guianan"
"18",400956,400956,776148,"Species","Amphiarius rugispinis","(Valenciennes, 1840)",279587,80,2,"Chordata","Siluriformes","Ariidae","Amphiarius","Actinopteri","Amphiarius rugispinis",NA,NA,NA,"Guianan"
"19",401612,401612,774583,"Species","Amphithyrus sculpturatus","Claus, 1879",236616,7,3,"Arthropoda","Amphipoda","Platyscelidae","Amphithyrus","Malacostraca","Amphithyrus sculpturatus",NA,NA,NA,"Guianan"
"20",402155,402155,776153,"Species","Anableps anableps","(Linnaeus, 1758)",279598,87,4,"Chordata","Cyprinodontiformes","Anablepidae","Anableps","Actinopteri","Anableps anableps",NA,NA,NA,"Guianan"
"21",402615,402615,738230,"Species","Anchovia surinamensis","(Bleeker, 1865)",279609,162,5,"Chordata","Clupeiformes","Engraulidae","Anchovia","Actinopteri","Anchovia surinamensis",NA,NA,NA,"Guianan"
"22",402616,402616,745197,"Genus","Anchoviella","Fowler, 1911",158700,37,4,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri",NA,NA,NA,NA,"Guianan"
"23",402622,402622,402616,"Species","Anchoviella brevirostris","(Günther, 1868)",275540,21,2,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri","Anchoviella brevirostris",TRUE,"LC",NA,"Guianan"
"24",402628,402628,402616,"Species","Anchoviella guianensis","(Eigenmann, 1912)",275543,58,4,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri","Anchoviella guianensis",NA,NA,NA,"Guianan"
"25",402632,402632,402616,"Species","Anchoviella lepidentostole","(Fowler, 1911)",275544,64,5,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri","Anchoviella lepidentostole",NA,NA,NA,"Guianan"
"26",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",279625,2,2,"Chordata","Perciformes","Haemulidae","Anisotremus","Actinopteri","Anisotremus virginicus",NA,NA,NA,"Guianan"
"27",403193,403193,403192,"Species","Anomocora fecunda","(Pourtalès, 1871)",135130,3,3,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anthozoa","Anomocora fecunda",NA,NA,NA,"Guianan"
"28",403195,403195,403192,"Species","Anomocora prolifera","(Pourtalès, 1871)",286719,6,2,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anthozoa","Anomocora prolifera",NA,NA,NA,"Guianan"
"29",403275,403275,738353,"Species","Anoplogaster cornuta","(Valenciennes, 1833)",126393,2,2,"Chordata","Beryciformes","Anoplogastridae","Anoplogaster","Actinopteri","Anoplogaster cornuta",NA,NA,NA,"Guianan"
"30",403690,403690,737630,"Genus","Anthomastus","Verrill, 1878",125285,12,2,"Cnidaria","Alcyonacea","Alcyoniidae","Anthomastus","Anthozoa",NA,NA,NA,NA,"Guianan"
"31",403774,403774,769174,"Genus","Anthoptilum","Kölliker, 1880",128489,6,2,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum","Anthozoa",NA,NA,NA,NA,"Guianan"
"32",403958,403958,601621,"Species","Antipathes lenta","Pourtalès, 1871",283909,1,1,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Anthozoa","Antipathes lenta",NA,NA,NA,"Guianan"
"33",404179,404179,404172,"Species","Aphanipathes salix","(Pourtalès, 1880)",283939,2,2,"Cnidaria","Antipatharia","Aphanipathidae","Aphanipathes","Anthozoa","Aphanipathes salix",NA,NA,NA,"Guianan"
"34",404478,404478,776166,"Species","Aplatophis chauliodus","Böhlke, 1956",279644,1,1,"Chordata","Anguilliformes","Ophichthidae","Aplatophis","Actinopteri","Aplatophis chauliodus",TRUE,"LC",NA,"Guianan"
"35",404655,404655,404654,"Species","Apocorophium acutum","(Chevreux, 1908)",148604,68,3,"Arthropoda","Amphipoda","Corophiidae","Apocorophium","Malacostraca","Apocorophium acutum",NA,NA,NA,"Guianan"
"36",405323,405323,405321,"Species","Arbacia punctulata","(Lamarck, 1816)",158058,1,1,"Echinodermata","Arbacioida","Arbaciidae","Arbacia","Echinoidea","Arbacia punctulata",NA,NA,NA,"Guianan"
"37",405440,405440,777877,"Species","Archaeoscina steenstrupi","(Bovallius, 1885)",325362,11,3,"Arthropoda","Amphipoda","Archaeoscinidae","Archaeoscina","Malacostraca","Archaeoscina steenstrupi",NA,NA,NA,"Guianan"
"38",405555,405555,405545,"Species","Architectonica nobilis","Röding, 1798",181092,1,1,"Mollusca","Heterobranchia incertae sedis","Architectonicidae","Architectonica","Gastropoda","Architectonica nobilis",NA,NA,NA,"Guianan"
"39",405590,405590,738764,"Species","Arcinella cornuta","Conrad, 1866",420813,1,1,"Mollusca",NA,"Chamidae","Arcinella","Bivalvia","Arcinella cornuta",NA,NA,NA,"Guianan"
"40",405622,405622,767666,"Genus","Arcoscalpellum","Hoek, 1907",106103,1,1,"Arthropoda","Scalpelliformes","Scalpellidae","Arcoscalpellum",NA,NA,NA,NA,NA,"Guianan"
"41",405928,405928,405921,"Species","Argopecten nucleus","(Born, 1778)",394268,4,1,"Mollusca","Pectinoida","Pectinidae","Argopecten","Bivalvia","Argopecten nucleus",NA,NA,NA,"Guianan"
"42",406129,406129,406123,"Species","Ariosoma balearicum","(Delaroche, 1809)",126283,9,3,"Chordata","Anguilliformes","Congridae","Ariosoma","Actinopteri","Ariosoma balearicum",TRUE,"LC",NA,"Guianan"
"43",406131,406131,406123,"Species","Ariosoma coquettei","Smith & Kanazawa, 1977",271721,2,2,"Chordata","Anguilliformes","Congridae","Ariosoma","Actinopteri","Ariosoma coquettei",NA,NA,NA,"Guianan"
"44",406165,406165,767795,"Species","Aristaeopsis edwardsiana","(Johnson, 1868)",240796,31,1,"Arthropoda","Decapoda","Aristeidae","Aristaeopsis","Malacostraca","Aristaeopsis edwardsiana",NA,NA,NA,"Guianan"
"45",406174,406174,406171,"Species","Aristeus antillensis","A. Milne-Edwards & Bouvier, 1909",158327,17,1,"Arthropoda","Decapoda","Aristeidae","Aristeus","Malacostraca","Aristeus antillensis",NA,NA,NA,"Guianan"
"46",406204,406204,738888,"Species","Aristostomias xenostoma","Regan & Trewavas, 1930",275008,5,2,"Chordata","Stomiiformes","Stomiidae","Aristostomias","Actinopteri","Aristostomias xenostoma",NA,NA,NA,"Guianan"
"47",406207,406207,1028945,"Genus","Arius","Valenciennes, 1840",158710,7,4,"Chordata","Siluriformes","Ariidae","Arius","Actinopteri",NA,NA,NA,NA,"Guianan"
"48",407388,407388,695777,"Species","Astrangia solitaria","(Le Sueur, 1818)",287125,3,3,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Anthozoa","Astrangia solitaria",NA,NA,NA,"Guianan"
"49",407563,407563,695787,"Species","Astropecten americanus","Verrill, 1880",158490,5,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Asteroidea","Astropecten americanus",NA,NA,NA,"Guianan"
"50",407573,407573,695787,"Species","Astropecten cingulatus","Sladen, 1883",178648,4,1,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Asteroidea","Astropecten cingulatus",NA,NA,NA,"Guianan"
"51",408519,408519,769341,"Species","Aurospio dibranchiata","Maciolek, 1981",131110,4,1,"Annelida","Spionida","Spionidae","Aurospio","Polychaeta","Aurospio dibranchiata",NA,NA,NA,"Guianan"
"52",408702,408702,777981,"Species","Austrorossia antillensis","(Voss, 1955)",342276,8,1,"Mollusca","Sepiida","Sepiolidae","Austrorossia","Cephalopoda","Austrorossia antillensis",TRUE,"LC",NA,"Guianan"
"53",408792,408792,739386,"Species","Avocettina infans","(Günther, 1878)",126304,1,1,"Chordata","Anguilliformes","Nemichthyidae","Avocettina","Actinopteri","Avocettina infans",NA,NA,NA,"Guianan"
"54",408814,408814,1033118,"Species","Awaous flavus","(Valenciennes, 1837)",277419,13,3,"Chordata","Perciformes","Gobiidae","Awaous","Actinopteri","Awaous flavus",TRUE,"LC",NA,"Guianan"
"55",409200,409200,758691,"Genus","Bairdiella","Gill, 1861",159302,3,3,"Chordata","Perciformes","Sciaenidae","Bairdiella","Actinopteri",NA,NA,NA,NA,"Guianan"
"56",409257,409257,744019,"Genus","Balanophyllia","Wood, 1844",135108,2,2,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Anthozoa",NA,NA,NA,NA,"Guianan"
"57",410265,410265,410258,"Species","Bathyarca inaequisculpta","(E. A. Smith, 1885)",138798,6,2,"Mollusca","Arcoida","Arcidae","Bathyarca","Bivalvia","Bathyarca inaequisculpta",NA,NA,NA,"Guianan"
"58",410327,410327,605638,"Species","Bathyconchoecia deeveyae","Kornicker, 1970",127752,1,1,"Arthropoda","Halocyprida","Halocyprididae","Bathyconchoecia","Ostracoda","Bathyconchoecia deeveyae",NA,NA,NA,"Guianan"
"59",410412,410412,739659,"Species","Bathygadus melanobranchus","Vaillant, 1888",126463,2,2,"Chordata","Gadiformes","Macrouridae","Bathygadus","Actinopteri","Bathygadus melanobranchus",NA,NA,NA,"Guianan"
"60",410838,410838,769683,"Species","Bathysquilla microps","(Manning, 1961)",136116,10,1,"Arthropoda","Stomatopoda","Bathysquillidae","Bathysquilla","Malacostraca","Bathysquilla microps",NA,NA,NA,"Guianan"
"61",410891,410891,771202,"Genus","Bathyuroconger","Fowler, 1934",125623,1,1,"Chordata","Anguilliformes","Congridae","Bathyuroconger","Actinopteri",NA,NA,NA,NA,"Guianan"
"62",410894,410894,410891,"Species","Bathyuroconger vicinus","(Vaillant, 1888)",126284,22,3,"Chordata","Anguilliformes","Congridae","Bathyuroconger","Actinopteri","Bathyuroconger vicinus",TRUE,"LC",NA,"Guianan"
"63",411021,411021,768185,"Species","Beella digitata","(Brady, 1879)",113433,12,2,"Foraminifera","Globigerinida","Globigerinidae","Beella","Globothalamea","Beella digitata",NA,NA,NA,"Guianan"
"64",411070,411070,411064,"Species","Bellator militaris","(Goode & Bean, 1896)",159568,1,1,"Chordata","Scorpaeniformes","Triglidae","Bellator","Actinopteri","Bellator militaris",NA,NA,NA,"Guianan"
"65",411101,411101,739783,"Species","Bellonella rubistella","Deichmann, 1936",289516,11,3,"Cnidaria","Alcyonacea","Alcyoniidae","Bellonella","Anthozoa","Bellonella rubistella",NA,NA,NA,"Guianan"
"66",411205,411205,695962,"Species","Bembrops quadrisella","Thompson & Suttkus, 1998",276584,3,2,"Chordata","Perciformes","Percophidae","Bembrops","Actinopteri","Bembrops quadrisella",NA,NA,NA,"Guianan"
"67",411208,411208,404106,"Genus","Bemlos","Shoemaker, 1925",101467,2,2,"Arthropoda","Amphipoda","Aoridae","Bemlos","Malacostraca",NA,NA,NA,NA,"Guianan"
"68",411227,411227,411208,"Species","Bemlos unicornis","(Bynum & Fox, 1977)",421560,2,2,"Arthropoda","Amphipoda","Aoridae","Bemlos","Malacostraca","Bemlos unicornis",NA,NA,NA,"Guianan"
"69",411267,411267,411265,"Species","Benthesicymus bartletti","Smith, 1882",107087,1,1,"Arthropoda","Decapoda","Benthesicymidae","Benthesicymus","Malacostraca","Benthesicymus bartletti",NA,NA,NA,"Guianan"
"70",411346,411346,500797,"Genus","Benthodytes","Théel, 1882",123529,1,1,"Echinodermata","Elasipodida","Psychropotidae","Benthodytes","Holothuroidea",NA,NA,NA,NA,"Guianan"
"71",412197,412197,739991,"Species","Bollmannia communis","Ginsburg, 1942",279929,1,1,"Chordata","Perciformes","Gobiidae","Bollmannia","Actinopteri","Bollmannia communis",TRUE,"LC",NA,"Guianan"
"72",412878,412878,776261,"Species","Brachyplatystoma vaillantii","(Valenciennes, 1840)",279985,27,5,"Chordata","Siluriformes","Pimelodidae","Brachyplatystoma","Actinopteri","Brachyplatystoma vaillantii",NA,NA,NA,"Guianan"
"73",412903,412903,412901,"Species","Brachyscelus crusculum","Bate, 1861",103241,89,3,"Arthropoda","Amphipoda","Brachyscelidae","Brachyscelus","Malacostraca","Brachyscelus crusculum",NA,NA,NA,"Guianan"
"74",412904,412904,412901,"Species","Brachyscelus globiceps","(Claus, 1879)",236552,3,3,"Arthropoda","Amphipoda","Brachyscelidae","Brachyscelus","Malacostraca","Brachyscelus globiceps",NA,NA,NA,"Guianan"
"75",412905,412905,412901,"Species","Brachyscelus macrocephalus","Stephensen, 1925",236553,5,3,"Arthropoda","Amphipoda","Brachyscelidae","Brachyscelus","Malacostraca","Brachyscelus macrocephalus",NA,NA,NA,"Guianan"
"76",412907,412907,412901,"Species","Brachyscelus rapax","(Claus, 1879)",236554,5,3,"Arthropoda","Amphipoda","Brachyscelidae","Brachyscelus","Malacostraca","Brachyscelus rapax",NA,NA,NA,"Guianan"
"77",413149,413149,769993,"Species","Brevinucula verrilli","(Dall, 1886)",140580,4,1,"Mollusca","Nuculida","Nuculidae","Brevinucula","Bivalvia","Brevinucula verrilli",NA,NA,NA,"Guianan"
"78",413162,413162,681016,"Species","Breviraja spinosa","Bigelow & Schroeder, 1950",158547,12,4,"Chordata","Rajiformes","Rajidae","Breviraja","Elasmobranchii","Breviraja spinosa",TRUE,"DD",NA,"Guianan"
"79",413226,413226,836091,"Genus","Brissopsis","L. Agassiz, 1840",123418,1,1,"Echinodermata","Spatangoida","Brissidae","Brissopsis","Echinoidea",NA,NA,NA,NA,"Guianan"
"80",413736,413736,779618,"Family","Bullidae","Gray, 1827",9845,1,1,"Mollusca","Cephalaspidea","Bullidae",NA,"Gastropoda",NA,NA,NA,NA,"Guianan"
"81",414414,414414,414413,"Species","Calamorhynchus pellucidus","Streets, 1878",236582,3,3,"Arthropoda","Amphipoda","Oxycephalidae","Calamorhynchus","Malacostraca","Calamorhynchus pellucidus",NA,NA,NA,"Guianan"
"82",414728,414728,748410,"Genus","Calliactis","Verrill, 1869",100754,1,1,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Anthozoa",NA,NA,NA,NA,"Guianan"
"83",414745,414745,414728,"Species","Calliactis tricolor","(Le Sueur, 1817)",283624,3,1,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Anthozoa","Calliactis tricolor",NA,NA,NA,"Guianan"
"84",414823,414823,774722,"Species","Callidactylus asper","Stimpson, 1871",421927,1,1,"Arthropoda","Decapoda","Leucosiidae","Callidactylus","Malacostraca","Callidactylus asper",NA,NA,NA,"Guianan"
"85",414838,414838,414831,"Species","Callinectes ornatus","Ordway, 1863",158053,5,3,"Arthropoda","Decapoda","Portunidae","Callinectes","Malacostraca","Callinectes ornatus",NA,NA,NA,"Guianan"
"86",415143,415143,415141,"Species","Callipallene brevirostris","(Johnston, 1837)",134643,1,1,"Arthropoda","Pantopoda","Callipallenidae","Callipallene","Pycnogonida","Callipallene brevirostris",NA,NA,NA,"Guianan"
"87",415677,415677,779100,"Family","Calyptraeidae","Lamarck, 1809",141,1,1,"Mollusca","Littorinimorpha","Calyptraeidae",NA,"Gastropoda",NA,NA,NA,NA,"Guianan"
"88",415840,415840,609164,"Species","Campylaspis bicarinata","Jones, 1974",182384,1,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis bicarinata",NA,NA,NA,"Guianan"
"89",415852,415852,609164,"Species","Campylaspis globosa","Hansen, 1920",110544,1,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis globosa",NA,NA,NA,"Guianan"
"90",415874,415874,609164,"Species","Campylaspis spinosa","Calman, 1906",182457,1,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis spinosa",NA,NA,NA,"Guianan"
"91",415879,415879,609164,"Species","Campylaspis valleculata","Jones, 1974",182473,2,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis valleculata",NA,NA,NA,"Guianan"
"92",415881,415881,609164,"Species","Campylaspis vitrea","Calman, 1906",110561,3,1,"Arthropoda","Cumacea","Nannastacidae","Campylaspis","Malacostraca","Campylaspis vitrea",NA,NA,NA,"Guianan"
"93",416163,416163,609426,"Species","Candacia bipinnata","(Giesbrecht, 1889)",104475,2,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,"Candacia bipinnata",NA,NA,NA,"Guianan"
"94",416171,416171,609426,"Species","Candacia curta","(Dana, 1849)",104476,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,"Candacia curta",NA,NA,NA,"Guianan"
"95",416179,416179,609426,"Species","Candacia longimana","(Claus, 1863)",104481,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,"Candacia longimana",NA,NA,NA,"Guianan"
"96",416739,416739,696240,"Species","Carcharhinus brevipinna","(Müller & Henle, 1839)",105788,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii","Carcharhinus brevipinna",TRUE,"NT",NA,"Guianan"
"97",416756,416756,696240,"Species","Carcharhinus longimanus","(Poey, 1861)",105794,2,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii","Carcharhinus longimanus",TRUE,"VU",NA,"Guianan"
"98",416762,416762,696240,"Species","Carcharhinus obscurus","(Lesueur, 1818)",105796,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii","Carcharhinus obscurus",TRUE,"VU",NA,"Guianan"
"99",416866,416866,416859,"Species","Cardiomya costellata","(Deshayes, 1835)",139433,1,1,"Mollusca",NA,"Cuspidariidae","Cardiomya","Bivalvia","Cardiomya costellata",NA,NA,NA,"Guianan"
"100",417094,417094,740968,"Species","Carijoa riisei","(Duchassaing & Michelotti, 1860)",395098,12,1,"Cnidaria","Alcyonacea","Clavulariidae","Carijoa","Anthozoa","Carijoa riisei",NA,NA,TRUE,"Guianan"
"101",417267,417267,741049,"Genus","Caryophyllia","Lamarck, 1801",135085,3,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Anthozoa",NA,NA,NA,NA,"Guianan"
"102",417277,417277,417267,"Species","Caryophyllia ambrosia","Alcock, 1898",135135,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Anthozoa","Caryophyllia ambrosia",NA,NA,NA,"Guianan"
"103",417279,417279,417277,"Subspecies","Caryophyllia ambrosia caribbeana","Cairns, 1979",286726,35,3,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Anthozoa","Caryophyllia ambrosia",NA,NA,NA,"Guianan"
"104",417563,417563,741102,"Species","Cathorops spixii","(Spix & Agassiz, 1829)",280049,95,4,"Chordata","Siluriformes","Ariidae","Cathorops","Actinopteri","Cathorops spixii",NA,NA,NA,"Guianan"
"105",417566,417566,771569,"Genus","Catillopecten","Iredale, 1939",196008,1,1,"Mollusca","Pectinoida","Propeamussiidae","Catillopecten","Bivalvia",NA,NA,NA,NA,"Guianan"
"106",417897,417897,1014343,"Genus","Caulolatilus","Gill, 1862",159400,1,1,"Chordata","Perciformes","Malacanthidae","Caulolatilus","Actinopteri",NA,NA,NA,NA,"Guianan"
"107",418237,418237,418226,"Species","Centropages furcatus","(Dana, 1849)",104495,1,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,"Centropages furcatus",NA,NA,NA,"Guianan"
"108",418254,418254,418253,"Species","Centrophorus acus","Garman, 1906",271615,3,3,"Chordata","Squaliformes","Centrophoridae","Centrophorus","Elasmobranchii","Centrophorus acus",NA,NA,NA,"Guianan"
"109",418357,418357,418356,"Species","Centroscymnus coelolepis","Barbosa du Bocage & de Brito Capello, 1864",105907,2,2,"Chordata","Squaliformes","Somniosidae","Centroscymnus","Elasmobranchii","Centroscymnus coelolepis",TRUE,"NT",NA,"Guianan"
"110",418359,418359,418356,"Species","Centroscymnus cryptacanthus","Regan, 1906",105909,6,2,"Chordata","Squaliformes","Somniosidae","Centroscymnus","Elasmobranchii","Centroscymnus cryptacanthus",NA,NA,NA,"Guianan"
"111",418502,418502,610930,"Species","Ceradocus shoemakeri","Fox, 1973",421503,6,3,"Arthropoda","Amphipoda","Maeridae","Ceradocus","Malacostraca","Ceradocus shoemakeri",NA,NA,NA,"Guianan"
"112",418614,418614,816680,"Genus","Cerapus","Say, 1817",101566,4,2,"Arthropoda","Amphipoda","Ischyroceridae","Cerapus","Malacostraca",NA,NA,NA,NA,"Guianan"
"113",418616,418616,418614,"Species","Cerapus benthophilus","Thomas & Heard, 1979",421588,2,2,"Arthropoda","Amphipoda","Ischyroceridae","Cerapus","Malacostraca","Cerapus benthophilus",NA,NA,NA,"Guianan"
"114",419030,419030,775803,"Species","Ceriantheomorphe brasiliensis","Carlgren, 1931",289584,1,1,"Cnidaria","Spirularia","Cerianthidae","Ceriantheomorphe","Anthozoa","Ceriantheomorphe brasiliensis",NA,NA,NA,"Guianan"
"115",420408,420408,793959,"Species","Charybdis helleri","(A. Milne-Edwards, 1867)",NA,1,1,"Arthropoda","Decapoda","Portunidae","Charybdis","Malacostraca","Charybdis helleri",NA,NA,NA,"Guianan"
"116",420442,420442,740046,"Genus","Chascanopsetta","Alcock, 1894",205496,2,1,"Chordata","Pleuronectiformes","Bothidae","Chascanopsetta","Actinopteri",NA,NA,NA,NA,"Guianan"
"117",420446,420446,420442,"Species","Chascanopsetta lugubris","Alcock, 1894",219797,2,2,"Chordata","Pleuronectiformes","Bothidae","Chascanopsetta","Actinopteri","Chascanopsetta lugubris",NA,NA,NA,"Guianan"
"118",420876,420876,743298,"Family","Cheloniidae","Oppel, 1811",136999,2,1,"Chordata","Testudines","Cheloniidae",NA,"Reptilia",NA,NA,NA,NA,"Guianan"
"119",421159,421159,767057,"Family","Chimaeridae","Rafinesque, 1815",105696,8,1,"Chordata","Chimaeriformes","Chimaeridae",NA,"Holocephali",NA,NA,NA,NA,"Guianan"
"120",421412,421412,421411,"Species","Chlamydoselachus anguineus","Garman, 1884",105831,6,1,"Chordata","Hexanchiformes","Chlamydoselachidae","Chlamydoselachus","Elasmobranchii","Chlamydoselachus anguineus",TRUE,"NT",NA,"Guianan"
"121",422419,422419,768905,"Genus","Chrysogorgia","Duchassaing & Michelotti, 1864",125294,2,2,"Cnidaria","Alcyonacea","Chrysogorgiidae","Chrysogorgia","Anthozoa",NA,NA,NA,NA,"Guianan"
"122",422481,422481,764571,"Species","Chtenopteryx sicula","(Vérany, 1851)",181377,4,1,"Mollusca","Decapodiformes incertae sedis","Chtenopterygidae","Chtenopteryx","Cephalopoda","Chtenopteryx sicula",TRUE,"DD",NA,"Guianan"
"123",422562,422562,776317,"Species","Cichla ocellaris","Bloch & Schneider, 1801",280183,95,5,"Chordata","Perciformes","Cichlidae","Cichla","Actinopteri","Cichla ocellaris",NA,NA,TRUE,"Guianan"
"124",423957,423957,423934,"Species","Clibanarius vittatus","(Bosc, 1802)",367528,2,1,"Arthropoda","Decapoda","Diogenidae","Clibanarius","Malacostraca","Clibanarius vittatus",NA,NA,NA,"Guianan"
"125",425025,425025,742449,"Species","Coelorinchus carminatus","(Goode, 1880)",280263,4,1,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Actinopteri","Coelorinchus carminatus",NA,NA,NA,"Guianan"
"126",425076,425076,742449,"Species","Coelorinchus occa","(Goode & Bean, 1885)",280323,1,1,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Actinopteri","Coelorinchus occa",TRUE,"LC",NA,"Guianan"
"127",425160,425160,425159,"Species","Coenosmilia arbuscula","Pourtalès, 1874",135150,3,3,"Cnidaria","Scleractinia","Caryophylliidae","Coenosmilia","Anthozoa","Coenosmilia arbuscula",NA,NA,NA,"Guianan"
"128",425265,425265,425261,"Species","Collodes robustus","Smith, 1883",158410,6,1,"Arthropoda","Decapoda","Inachoididae","Collodes","Malacostraca","Collodes robustus",NA,NA,NA,"Guianan"
"129",425347,425347,425341,"Species","Colossendeis colossea","Wilson, 1881",134663,1,1,"Arthropoda","Pantopoda","Colossendeidae","Colossendeis","Pycnogonida","Colossendeis colossea",NA,NA,NA,"Guianan"
"130",425354,425354,425341,"Species","Colossendeis macerrima","Wilson, 1881",134666,2,1,"Arthropoda","Pantopoda","Colossendeidae","Colossendeis","Pycnogonida","Colossendeis macerrima",NA,NA,NA,"Guianan"
