"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","hab","ecoregion"
"27",402024,402024,1014255,"Genus","Ampithoe","Leach, 1814",101459,2,1,"Arthropoda","Amphipoda","Ampithoidae","Ampithoe",NA,"Malacostraca",NA,NA,NA,NA,"Amazonia"
"28",402155,402155,776153,"Species","Anableps anableps","(Linnaeus, 1758)",279598,25,4,"Chordata","Cyprinodontiformes","Anablepidae","Anableps","Anableps anableps","Actinopteri",NA,NA,NA,NA,"Amazonia"
"29",402615,402615,738230,"Species","Anchovia surinamensis","(Bleeker, 1865)",279609,9,3,"Chordata","Clupeiformes","Engraulidae","Anchovia","Anchovia surinamensis","Actinopteri",NA,NA,NA,NA,"Amazonia"
"30",402622,402622,402616,"Species","Anchoviella brevirostris","(Günther, 1868)",275540,8,3,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Anchoviella brevirostris","Actinopteri",TRUE,"LC",NA,NA,"Amazonia"
"31",402628,402628,402616,"Species","Anchoviella guianensis","(Eigenmann, 1912)",275543,6,2,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Anchoviella guianensis","Actinopteri",NA,NA,NA,NA,"Amazonia"
"32",402632,402632,402616,"Species","Anchoviella lepidentostole","(Fowler, 1911)",275544,21,4,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Anchoviella lepidentostole","Actinopteri",NA,NA,NA,NA,"Amazonia"
"33",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",279625,1,1,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus virginicus","Actinopteri",NA,NA,NA,NA,"Amazonia"
"34",403193,403193,403192,"Species","Anomocora fecunda","(Pourtalès, 1871)",135130,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora fecunda","Anthozoa",NA,NA,NA,NA,"Amazonia"
"35",403588,403588,601447,"Species","Anthias asperilinguis","Günther, 1859",273824,1,1,"Chordata","Perciformes","Serranidae","Anthias","Anthias asperilinguis","Actinopteri",NA,NA,NA,NA,"Amazonia"
"36",403613,403613,601447,"Species","Anthias nicholsi","Firth, 1933",159344,2,2,"Chordata","Perciformes","Serranidae","Anthias","Anthias nicholsi","Actinopteri",TRUE,"LC",NA,NA,"Amazonia"
