"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","gisd","redlist","status","ecoregion"
"53",430804,430804,430802,"Species","Cymbulia peronii","Blainville, 1818",139494,1,1,"Mollusca","Thecosomata","Cymbuliidae","Cymbulia","Cymbulia peronii","Gastropoda",NA,NA,NA,"Rio de la Plata"
"54",431053,431053,431031,"Species","Cynoscion striatus","(Cuvier, 1829)",276093,4,2,"Chordata","Perciformes","Sciaenidae","Cynoscion","Cynoscion striatus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"55",432310,432310,696975,"Species","Dasyatis hypostigma","Santos & Carvalho, 2004",271436,3,1,"Chordata","Myliobatiformes","Dasyatidae","Dasyatis","Dasyatis hypostigma","Elasmobranchii",NA,TRUE,"DD","Rio de la Plata"
"56",433185,433185,769806,"Species","Dermochelys coriacea","(Vandelli, 1761)",137209,2,1,"Chordata","Testudines","Dermochelyidae","Dermochelys","Dermochelys coriacea","Reptilia",NA,TRUE,"VU","Rio de la Plata"
"57",439842,439842,697345,"Species","Epizoanthus fatuus","(Schultze, 1860)",283853,1,1,"Cnidaria","Zoantharia","Epizoanthidae","Epizoanthus","Epizoanthus fatuus","Anthozoa",NA,NA,NA,"Rio de la Plata"
"58",440123,440123,771279,"Species","Erodona mactroides","Bosc, 1801",397073,3,1,"Mollusca","Myoida","Erodonidae","Erodona","Erodona mactroides","Bivalvia",NA,NA,NA,"Rio de la Plata"
"59",440720,440720,697372,"Species","Etropus longimanus","Norman, 1933",275708,1,1,"Chordata","Pleuronectiformes","Paralichthyidae","Etropus","Etropus longimanus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"60",441361,441361,697420,"Species","Eudorella parvula","Hansen, 1920",110532,1,1,"Arthropoda","Cumacea","Leuconidae","Eudorella","Eudorella parvula","Malacostraca",NA,NA,NA,"Rio de la Plata"
"61",442377,442377,626042,"Species","Eurypanopeus depressus","(Smith, 1869)",158416,1,1,"Arthropoda","Decapoda","Panopeidae","Eurypanopeus","Eurypanopeus depressus","Malacostraca",NA,NA,NA,"Rio de la Plata"
"62",443756,443756,443754,"Species","Ficopomatus enigmaticus","(Fauvel, 1923)",130988,1,1,"Annelida","Sabellida","Serpulidae","Ficopomatus","Ficopomatus enigmaticus","Polychaeta",TRUE,NA,NA,"Rio de la Plata"
"63",450457,450457,771996,"Species","Halichondria (Halichondria) panicea","(Pallas, 1766)",165853,1,1,"Porifera","Suberitida","Halichondriidae","Halichondria","Halichondria (Halichondria) panicea","Demospongiae",NA,NA,NA,"Rio de la Plata"
"64",450487,450487,764442,"Species","Haliclona (Haliclona) oculata","(Linnaeus, 1759)",132833,2,1,"Porifera","Haplosclerida","Chalinidae","Haliclona","Haliclona (Haliclona) oculata","Demospongiae",NA,NA,NA,"Rio de la Plata"
"65",452160,452160,452152,"Species","Helicolenus lahillei","Norman, 1937",274767,2,2,"Chordata","Scorpaeniformes","Sebastidae","Helicolenus","Helicolenus lahillei","Actinopteri",NA,NA,NA,"Rio de la Plata"
"66",453915,453915,1042427,"Species","Hiatella arctica","(Linnaeus, 1767)",140103,1,1,"Mollusca","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica","Bivalvia",NA,NA,NA,"Rio de la Plata"
"67",454116,454116,697930,"Species","Hippasteria phrygiana","(Parelius, 1768)",124043,2,1,"Echinodermata","Valvatida","Goniasteridae","Hippasteria","Hippasteria phrygiana","Asteroidea",NA,NA,NA,"Rio de la Plata"
"68",455155,455155,455137,"Species","Hormathia pectinata","(Hertwig, 1882)",283637,1,1,"Cnidaria","Actiniaria","Hormathiidae","Hormathia","Hormathia pectinata","Anthozoa",NA,NA,NA,"Rio de la Plata"
"69",455191,455191,455189,"Species","Hornera lichenoides","(Linnaeus, 1758)",111723,1,1,"Bryozoa","Cyclostomatida","Horneridae","Hornera","Hornera lichenoides","Stenolaemata",NA,NA,NA,"Rio de la Plata"
"70",455682,455682,455653,"Species","Hydroides plateni","(Kinberg, 1867)",369242,3,3,"Annelida","Sabellida","Serpulidae","Hydroides","Hydroides plateni","Polychaeta",NA,NA,NA,"Rio de la Plata"
"71",456915,456915,776572,"Species","Iluocoetes fimbriatus","Jenyns, 1842",281173,2,2,"Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"72",458509,458509,458499,"Species","Kellia suborbicularis","(Montagu, 1803)",140161,2,1,"Mollusca",NA,"Kelliidae","Kellia","Kellia suborbicularis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"73",458650,458650,636413,"Species","Kinbergonuphis difficilis","(Fauchald, 1982)",333693,2,1,"Annelida","Eunicida","Onuphidae","Kinbergonuphis","Kinbergonuphis difficilis","Polychaeta",NA,NA,NA,"Rio de la Plata"
"74",459597,459597,769779,"Species","Lagenodelphis hosei","Fraser, 1956",137099,5,1,"Chordata","Cetartiodactyla","Delphinidae","Lagenodelphis","Lagenodelphis hosei","Mammalia",NA,TRUE,"LC","Rio de la Plata"
"75",461069,461069,779868,"Species","Leodia sexiesperforata","(Leske, 1778)",422502,1,1,"Echinodermata","Clypeasteroida","Mellitidae","Leodia","Leodia sexiesperforata","Echinoidea",NA,NA,NA,"Rio de la Plata"
"76",462185,462185,749700,"Species","Leptopecten bavayi","(Dautzenberg, 1900)",394314,1,1,"Mollusca","Pectinoida","Pectinidae","Leptopecten","Leptopecten bavayi","Bivalvia",NA,NA,NA,"Rio de la Plata"
"77",462866,462866,638910,"Species","Leucothoe spinicarpa","(Abildgaard, 1789)",102470,1,1,"Arthropoda","Amphipoda","Leucothoidae","Leucothoe","Leucothoe spinicarpa","Malacostraca",NA,NA,NA,"Rio de la Plata"
"78",463223,463223,639179,"Species","Ligia exotica","Roux, 1828",148661,2,2,"Arthropoda","Isopoda","Ligiidae","Ligia","Ligia exotica","Malacostraca",NA,NA,NA,"Rio de la Plata"
"79",463318,463318,639276,"Species","Limacina bulimoides","(d'Orbigny, 1834)",140222,1,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Limacina bulimoides","Gastropoda",NA,NA,NA,"Rio de la Plata"
"80",463324,463324,639276,"Species","Limacina lesueurii","(d'Orbigny, 1835)",140226,1,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Limacina lesueurii","Gastropoda",NA,NA,NA,"Rio de la Plata"
"81",463326,463326,639276,"Species","Limacina trochiformis","(d'Orbigny, 1834)",140228,1,1,"Mollusca","Thecosomata","Limacinidae","Limacina","Limacina trochiformis","Gastropoda",NA,NA,NA,"Rio de la Plata"
"82",466247,466247,770065,"Species","Lyrodus pedicellatus","(Quatrefages, 1849)",141600,1,1,"Mollusca","Myoida","Teredinidae","Lyrodus","Lyrodus pedicellatus","Bivalvia",NA,NA,NA,"Rio de la Plata"
"83",466258,466258,777726,"Species","Lysarete brasiliensis","Kinberg, 1865",328978,1,1,"Annelida","Eunicida","Lumbrineridae","Lysarete","Lysarete brasiliensis","Polychaeta",NA,NA,NA,"Rio de la Plata"
"84",466885,466885,466884,"Species","Macroramphosus gracilis","(Lowe, 1839)",275181,4,2,"Chordata","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus gracilis","Actinopteri",NA,NA,NA,"Rio de la Plata"
"85",468849,468849,767692,"Species","Megabalanus tintinnabulum","(Linnaeus, 1758)",106225,1,1,"Arthropoda","Sessilia","Balanidae","Megabalanus","Megabalanus tintinnabulum",NA,NA,NA,NA,"Rio de la Plata"
"86",469512,469512,643354,"Species","Melita orgasmos","K.H. Barnard, 1940",211353,1,1,"Arthropoda","Amphipoda","Melitidae","Melita","Melita orgasmos","Malacostraca",NA,NA,NA,"Rio de la Plata"
"87",469545,469545,643400,"Species","Mellita quinquiesperforata","(Leske, 1778)",158065,1,1,"Echinodermata","Clypeasteroida","Mellitidae","Mellita","Mellita quinquiesperforata","Echinoidea",NA,NA,NA,"Rio de la Plata"
"88",469909,469909,469899,"Species","Merluccius hubbsi","Marini, 1933",272455,2,2,"Chordata","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Actinopteri",NA,NA,NA,"Rio de la Plata"
"89",471888,471888,774292,"Species","Mirounga leonina","(Linnaeus, 1758)",231413,8,1,"Chordata","Carnivora","Phocidae","Mirounga","Mirounga leonina","Mammalia",NA,TRUE,"LC","Rio de la Plata"
"90",472193,472193,472192,"Species","Mnemiopsis leidyi","A. Agassiz, 1865",106401,1,1,"Ctenophora","Lobata","Bolinopsidae","Mnemiopsis","Mnemiopsis leidyi","Tentaculata",TRUE,NA,NA,"Rio de la Plata"
"91",473415,473415,698814,"Species","Mugil platanus","Günther, 1880",273656,1,1,"Chordata","Perciformes","Mugilidae","Mugil","Mugil platanus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"92",474830,474830,474828,"Species","Mytilus edulis","Linnaeus, 1758",140480,1,1,"Mollusca","Mytiloida","Mytilidae","Mytilus","Mytilus edulis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"93",475709,475709,475693,"Species","Natatolana meridionalis","Hodgson, 1910",174815,3,1,"Arthropoda","Isopoda","Cirolanidae","Natatolana","Natatolana meridionalis","Malacostraca",NA,NA,NA,"Rio de la Plata"
