"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","gisd","redlist","status","ecoregion"
"243",626392,626392,767707,"Genus","Evadne","Lovén, 1836",106267,1,1,"Arthropoda","Diplostraca","Podonidae","Evadne",NA,"Branchiopoda",NA,NA,NA,"Rio de la Plata"
"244",626510,626510,443060,"Species","Exocoetus volitans","Linnaeus, 1758",126385,2,2,"Chordata","Beloniformes","Exocoetidae","Exocoetus","Exocoetus volitans","Actinopteri",NA,NA,NA,"Rio de la Plata"
"245",627190,627190,772741,"Species","Flexopecten felipponei","(Dall, 1922)",394234,1,1,"Mollusca","Pectinoida","Pectinidae","Flexopecten","Flexopecten felipponei","Bivalvia",NA,NA,NA,"Rio de la Plata"
"246",629235,629235,746936,"Species","Glycymeris longior","(G. B. Sowerby I, 1833)",504499,1,1,"Mollusca","Arcoida","Glycymerididae","Glycymeris","Glycymeris longior","Bivalvia",NA,NA,NA,"Rio de la Plata"
"247",633308,633308,453852,"Species","Hexapanopeus paulensis","Rathbun, 1930",422081,1,1,"Arthropoda","Decapoda","Panopeidae","Hexapanopeus","Hexapanopeus paulensis","Malacostraca",NA,NA,NA,"Rio de la Plata"
"248",635258,635258,456795,"Species","Idotea marina","(Linnaeus)",NA,1,1,"Arthropoda","Isopoda","Idoteidae","Idotea","Idotea marina","Malacostraca",NA,NA,NA,"Rio de la Plata"
"249",636041,636041,458023,"Species","Jassa marmorata","Holmes, 1905",102433,1,1,"Arthropoda","Amphipoda","Ischyroceridae","Jassa","Jassa marmorata","Malacostraca",NA,NA,NA,"Rio de la Plata"
"250",636725,636725,636717,"Species","Labidocera fluviatilis","Dahl F., 1894",346594,1,1,"Arthropoda","Calanoida","Pontellidae","Labidocera","Labidocera fluviatilis",NA,NA,NA,NA,"Rio de la Plata"
"251",636886,636886,459413,"Species","Laeonereis acuta","(Treadwell, 1923)",NA,1,1,"Annelida","Phyllodocida","Nereididae","Laeonereis","Laeonereis acuta","Polychaeta",NA,NA,NA,"Rio de la Plata"
"252",637040,637040,698183,"Species","Lagocephalus laevigatus","(Linnaeus, 1766)",158933,3,1,"Chordata","Tetraodontiformes","Tetraodontidae","Lagocephalus","Lagocephalus laevigatus","Actinopteri",NA,TRUE,"LC","Rio de la Plata"
"253",637718,637718,460752,"Species","Ledella ultima","(E. A. Smith, 1885)",428694,1,1,"Mollusca","Nuculanoida","Nuculanidae","Ledella","Ledella ultima","Bivalvia",NA,NA,NA,"Rio de la Plata"
"254",639397,639397,463436,"Species","Limnodriloides validus","Erséus, 1982",475833,1,1,"Annelida","Haplotaxida","Tubificidae","Limnodriloides","Limnodriloides validus","Clitellata",NA,NA,NA,"Rio de la Plata"
"255",639489,639489,463618,"Species","Lineus ruber","(Müller, 1774)",122536,1,1,"Nemertea",NA,"Lineidae","Lineus","Lineus ruber","Anopla",NA,NA,NA,"Rio de la Plata"
"256",639817,639817,639815,"Species","Listriolobus pelodes","Fisher, 1946",266792,1,1,"Annelida","Echiuroidea","Echiuridae","Listriolobus","Listriolobus pelodes","Polychaeta",NA,NA,NA,"Rio de la Plata"
"257",640834,640834,640816,"Species","Lumbrineris latreilli","Audouin & Milne Edwards, 1834",130248,1,1,"Annelida","Eunicida","Lumbrineridae","Lumbrineris","Lumbrineris latreilli","Polychaeta",NA,NA,NA,"Rio de la Plata"
"258",640861,640861,779876,"Species","Lunarca ovalis","(Bruguière, 1789)",420721,1,1,"Mollusca","Arcoida","Arcidae","Lunarca","Lunarca ovalis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"259",640912,640912,465699,"Species","Lutjanus analis","(Cuvier, 1828)",159792,2,2,"Chordata","Perciformes","Lutjanidae","Lutjanus","Lutjanus analis","Actinopteri",NA,TRUE,"VU","Rio de la Plata"
"260",640995,640995,750426,"Species","Lycengraulis grossidens","(Spix & Agassiz, 1829)",281446,4,2,"Chordata","Clupeiformes","Engraulidae","Lycengraulis","Lycengraulis grossidens","Actinopteri",NA,NA,NA,"Rio de la Plata"
"261",641406,641406,750506,"Species","Macoma uruguayensis","(E. A. Smith, 1885)",533003,2,1,"Mollusca","Cardiida","Tellinidae","Macoma","Macoma uruguayensis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"262",642094,642094,467672,"Species","Malletia cumingii","(Hanley, 1860)",506215,2,1,"Mollusca","Nuculanoida","Malletiidae","Malletia","Malletia cumingii","Bivalvia",NA,NA,NA,"Rio de la Plata"
"263",643524,643524,469721,"Species","Mendicula ferruginosa","(Forbes, 1844)",152905,1,1,"Mollusca","Lucinoida","Thyasiridae","Mendicula","Mendicula ferruginosa","Bivalvia",NA,NA,NA,"Rio de la Plata"
"264",643554,643554,469773,"Species","Menticirrhus americanus","(Linnaeus, 1758)",159326,1,1,"Chordata","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus americanus","Actinopteri",NA,TRUE,"LC","Rio de la Plata"
"265",644038,644038,751634,"Species","Metharpinia iado","Alonso de Pina, 2003",237532,1,1,"Arthropoda","Amphipoda","Phoxocephalidae","Metharpinia","Metharpinia iado","Malacostraca",NA,NA,NA,"Rio de la Plata"
"266",644040,644040,751634,"Species","Metharpinia longirostris","Schellenberg, 1931",237376,1,1,"Arthropoda","Amphipoda","Phoxocephalidae","Metharpinia","Metharpinia longirostris","Malacostraca",NA,NA,NA,"Rio de la Plata"
"267",644518,644518,774623,"Species","Microphoxus cornutus","(Schellenberg, 1931)",237405,1,1,"Arthropoda","Amphipoda","Phoxocephalidae","Microphoxus","Microphoxus cornutus","Malacostraca",NA,NA,NA,"Rio de la Plata"
"268",644687,644687,817685,"Species","Milax gagates","(Draparnaud, 1801)",819993,1,1,"Mollusca","Stylommatophora","Milacidae","Milax","Milax gagates","Gastropoda",NA,NA,NA,"Rio de la Plata"
"269",645195,645195,472239,"Species","Modiolus carvalhoi","Klappenbach, 1966",506118,1,1,"Mollusca","Mytiloida","Mytilidae","Modiolus","Modiolus carvalhoi","Bivalvia",NA,NA,NA,"Rio de la Plata"
"270",645457,645457,472681,"Species","Monocorophium insidiosum","(Crawford, 1937)",148592,1,1,"Arthropoda","Amphipoda","Corophiidae","Monocorophium","Monocorophium insidiosum","Malacostraca",NA,NA,NA,"Rio de la Plata"
"271",645880,645880,698814,"Species","Mugil cephalus","Linnaeus, 1758",126983,1,1,"Chordata","Perciformes","Mugilidae","Mugil","Mugil cephalus","Actinopteri",NA,TRUE,"LC","Rio de la Plata"
"272",646802,646802,474364,"Species","Myliobatis goodei","Garman, 1885",271487,2,2,"Chordata","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis goodei","Elasmobranchii",NA,TRUE,"DD","Rio de la Plata"
"273",649953,649953,699093,"Species","Nucula semiornata","d'Orbigny, 1842",506650,3,1,"Mollusca","Nuculida","Nuculidae","Nucula","Nucula semiornata","Bivalvia",NA,NA,NA,"Rio de la Plata"
"274",651005,651005,699207,"Species","Olivella riosi","Klappenbach, 1991",448245,1,1,"Mollusca","Neogastropoda","Olivellidae","Olivella","Olivella riosi","Gastropoda",NA,NA,NA,"Rio de la Plata"
"275",651285,651285,651280,"Species","Onuphis eremita","Audouin & Milne Edwards, 1833",130470,1,1,"Annelida","Eunicida","Onuphidae","Onuphis","Onuphis eremita","Polychaeta",NA,NA,NA,"Rio de la Plata"
"276",653600,653600,485319,"Genus","Paracalanus","Boeck, 1865",104196,4,1,"Arthropoda","Calanoida","Paracalanidae","Paracalanus",NA,NA,NA,NA,NA,"Rio de la Plata"
"277",653639,653639,774223,"Species","Paracaudina chilensis","(Müller, 1850)",225804,1,1,"Echinodermata","Molpadida","Caudinidae","Paracaudina","Paracaudina chilensis","Holothuroidea",NA,NA,NA,"Rio de la Plata"
"278",654178,654178,776833,"Species","Paralonchurus brasiliensis","(Steindachner, 1875)",282063,1,1,"Chordata","Perciformes","Sciaenidae","Paralonchurus","Paralonchurus brasiliensis","Actinopteri",NA,TRUE,"LC","Rio de la Plata"
"279",654543,654543,754800,"Species","Paraphelliactis michaelsarsi","Carlgren, 1934",593085,2,1,"Cnidaria","Actiniaria","Hormathiidae","Paraphelliactis","Paraphelliactis michaelsarsi","Anthozoa",NA,NA,NA,"Rio de la Plata"
"280",654544,654544,754800,"Species","Paraphelliactis spinosa","Carlgren, 1928",593086,2,1,"Cnidaria","Actiniaria","Hormathiidae","Paraphelliactis","Paraphelliactis spinosa","Anthozoa",NA,NA,NA,"Rio de la Plata"
"281",655768,655768,767372,"Species","Pelagostrobilidium wilberti","Kuppers et al.",NA,2,1,"Ciliophora","Choreotrichida","Strobilidiidae","Pelagostrobilidium","Pelagostrobilidium wilberti","Spirotrichea",NA,NA,NA,"Rio de la Plata"
"282",656376,656376,699648,"Species","Periploma compressa","d'Orbigny, 1847",506863,2,1,"Mollusca",NA,"Periplomatidae","Periploma","Periploma compressa","Bivalvia",NA,NA,NA,"Rio de la Plata"
"283",656383,656383,699648,"Species","Periploma ovata","Orbingny, 1846",506864,2,1,"Mollusca",NA,"Periplomatidae","Periploma","Periploma ovata","Bivalvia",NA,NA,NA,"Rio de la Plata"
"284",656935,656935,755520,"Species","Phalloceros caudimaculatus","(Hensel, 1868)",282229,1,1,"Chordata","Cyprinodontiformes","Poeciliidae","Phalloceros","Phalloceros caudimaculatus","Actinopteri",TRUE,NA,NA,"Rio de la Plata"
"285",657577,657577,755688,"Species","Phoxocephalopsis zimmeri","Schellenberg, 1931",237313,1,1,"Arthropoda","Amphipoda","Phoxocephalopsidae","Phoxocephalopsis","Phoxocephalopsis zimmeri","Malacostraca",NA,NA,NA,"Rio de la Plata"
"286",657970,657970,492442,"Species","Pilargis berkeleyae","Monro, 1933",334520,1,1,"Annelida","Phyllodocida","Pilargidae","Pilargis","Pilargis berkeleyae","Polychaeta",NA,NA,NA,"Rio de la Plata"
"287",658024,658024,767833,"Species","Pilumnoides hassleri","A. Milne-Edwards, 1880",443831,1,1,"Arthropoda","Decapoda","Pilumnoididae","Pilumnoides","Pilumnoides hassleri","Malacostraca",NA,NA,NA,"Rio de la Plata"
"288",658091,658091,699769,"Species","Pilumnus reticulatus","Stimpson, 1860",442562,3,2,"Arthropoda","Decapoda","Pilumnidae","Pilumnus","Pilumnus reticulatus","Malacostraca",NA,NA,NA,"Rio de la Plata"
"289",658184,658184,492687,"Species","Pinnixa brevipollex","Rathbun, 1898",445029,1,1,"Arthropoda","Decapoda","Pinnotheridae","Pinnixa","Pinnixa brevipollex","Malacostraca",NA,NA,NA,"Rio de la Plata"
"290",658409,658409,699794,"Species","Pitar rostratus","(Koch, 1844)",NA,3,1,"Mollusca","Veneroida","Veneridae","Pitar","Pitar rostratus","Bivalvia",NA,NA,NA,"Rio de la Plata"
"291",659090,659090,770531,"Genus","Pleurocapsa","Thuret, 1885",146582,2,1,"Cyanobacteria","Chroococcales","Hydrococcaceae","Pleurocapsa",NA,"Cyanophyceae",NA,NA,NA,"Rio de la Plata"
"292",659147,659147,756177,"Species","Pleuromeris sanmartini","Klappenbach, 1970",504932,1,1,"Mollusca","Carditoida","Carditidae","Pleuromeris","Pleuromeris sanmartini","Bivalvia",NA,NA,NA,"Rio de la Plata"
"293",659726,659726,495135,"Species","Politolana impressa","(Harger, 1883)",256718,3,1,"Arthropoda","Isopoda","Cirolanidae","Politolana","Politolana impressa","Malacostraca",NA,NA,NA,"Rio de la Plata"
"294",661891,661891,498825,"Species","Psalidaster mordax","Fisher, 1940",172695,2,1,"Echinodermata","Forcipulatida","Asteriidae","Psalidaster","Psalidaster mordax","Asteroidea",NA,NA,NA,"Rio de la Plata"
"295",662293,662293,554421,"Subspecies","Pseudocnus dubiosus leonina","(Semper)",174059,2,1,"Echinodermata","Dendrochirotida","Cucumariidae","Pseudocnus","Pseudocnus dubiosus","Holothuroidea",NA,NA,NA,"Rio de la Plata"
"296",663415,663415,501467,"Species","Puffinus gravis","(O'Reilly, 1818)",137201,2,1,"Chordata","Procellariiformes","Procellariidae","Puffinus","Puffinus gravis","Aves",NA,NA,NA,"Rio de la Plata"
"297",664260,664260,770041,"Species","Ranella olearium","(Linnaeus, 1758)",141115,1,1,"Mollusca","Littorinimorpha","Ranellidae","Ranella","Ranella olearium","Gastropoda",NA,NA,NA,"Rio de la Plata"
"298",664477,664477,503045,"Species","Remora remora","(Linnaeus, 1758)",126853,2,1,"Chordata","Perciformes","Echeneidae","Remora","Remora remora","Actinopteri",NA,NA,NA,"Rio de la Plata"
"299",667881,667881,758977,"Species","Semele casali","Doello-Jurado, 1949",507318,1,1,"Mollusca","Cardiida","Semelidae","Semele","Semele casali","Bivalvia",NA,NA,NA,"Rio de la Plata"
"300",668551,668551,772995,"Species","Silicula fragilis","Jeffreys, 1879",506455,1,1,"Mollusca","Nuculanoida","Siliculidae","Silicula","Silicula fragilis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"301",668552,668552,772995,"Species","Silicula patagonica","(Dall, 1908)",506452,1,1,"Mollusca","Nuculanoida","Siliculidae","Silicula","Silicula patagonica","Bivalvia",NA,NA,NA,"Rio de la Plata"
"302",668654,668654,775052,"Species","Sinelobus stanfordi","(Richardson, 1901)",247737,1,1,"Arthropoda","Tanaidacea","Tanaididae","Sinelobus","Sinelobus stanfordi","Malacostraca",NA,NA,NA,"Rio de la Plata"
"303",669533,669533,669529,"Species","Sphenia fragilis","(H. Adams & A. Adams, 1854)",420973,4,1,"Mollusca","Myoida","Myidae","Sphenia","Sphenia fragilis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"304",670041,670041,759882,"Species","Sporadopora dichotoma","(Moseley, 1876)",174791,1,1,"Cnidaria","Anthoathecata","Stylasteridae","Sporadopora","Sporadopora dichotoma","Hydrozoa",NA,NA,NA,"Rio de la Plata"
"305",670091,670091,700668,"Species","Squatina dumeril","Lesueur, 1818",158525,2,2,"Chordata","Squatiniformes","Squatinidae","Squatina","Squatina dumeril","Elasmobranchii",NA,TRUE,"DD","Rio de la Plata"
"306",670691,670691,774675,"Species","Stephensenia haematopus","Schellenberg, 1928",237736,1,1,"Arthropoda","Amphipoda","Lysianassidae","Stephensenia","Stephensenia haematopus","Malacostraca",NA,NA,NA,"Rio de la Plata"
"307",672065,672065,777104,"Species","Synbranchus marmoratus","Bloch, 1795",282920,15,2,"Chordata","Synbranchiformes","Synbranchidae","Synbranchus","Synbranchus marmoratus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"308",672141,672141,700886,"Species","Syngnathus pelagicus","Linnaeus, 1758",367332,4,2,"Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus pelagicus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"309",672852,672852,700949,"Species","Tellina iheringi","Dall, 1900",533478,2,1,"Mollusca","Cardiida","Tellinidae","Tellina","Tellina iheringi","Bivalvia",NA,NA,NA,"Rio de la Plata"
"310",673173,673173,700984,"Species","Terebra doellojuradoi","Carcelles, 1953",438809,1,1,"Mollusca","Neogastropoda","Terebridae","Terebra","Terebra doellojuradoi","Gastropoda",NA,NA,NA,"Rio de la Plata"
"311",674103,674103,519362,"Species","Thracia similis","Couthouy, 1839",506911,1,1,"Mollusca",NA,"Thraciidae","Thracia","Thracia similis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"312",674190,674190,519520,"Species","Thyasira equalis","(Verrill & Bush, 1898)",141659,1,1,"Mollusca","Lucinoida","Thyasiridae","Thyasira","Thyasira equalis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"313",674880,674880,822176,"Species","Transenpitar americana","(Doello-Jurado in Carcelles, 1951)",507976,1,1,"Mollusca","Veneroida","Veneridae","Transenpitar","Transenpitar americana","Bivalvia",NA,NA,NA,"Rio de la Plata"
"314",675875,675875,701218,"Species","Trophon geversianus","(Pallas, 1774)",197512,1,1,"Mollusca","Neogastropoda","Muricidae","Trophon","Trophon geversianus","Gastropoda",NA,NA,NA,"Rio de la Plata"
"315",676273,676273,701238,"Species","Turbonilla atypha","Bush, 1899",533544,1,1,"Mollusca","Heterobranchia incertae sedis","Pyramidellidae","Turbonilla","Turbonilla atypha","Gastropoda",NA,NA,NA,"Rio de la Plata"
"316",677078,677078,701292,"Species","Urosalpinx haneti","(Petit de la Saussaye, 1856)",404106,1,1,"Mollusca","Neogastropoda","Muricidae","Urosalpinx","Urosalpinx haneti","Gastropoda",NA,NA,NA,"Rio de la Plata"
"317",678736,678736,778963,"Species","Zidona dufresnei","(Donovan, 1823)",382412,1,1,"Mollusca","Neogastropoda","Volutidae","Zidona","Zidona dufresnei","Gastropoda",NA,NA,NA,"Rio de la Plata"
"318",679053,679053,416859,"Species","Cardiomya knudseni","(Allen & Morgan, 1981)",139435,1,1,"Mollusca",NA,"Cuspidariidae","Cardiomya","Cardiomya knudseni","Bivalvia",NA,NA,NA,"Rio de la Plata"
"319",679113,679113,429892,"Species","Cuspidaria parva","Verrill & Bush, 1898",139452,1,1,"Mollusca",NA,"Cuspidariidae","Cuspidaria","Cuspidaria parva","Bivalvia",NA,NA,NA,"Rio de la Plata"
"320",680000,680000,398552,"Species","Aequipecten tehuelchus","(d'Orbigny, 1842)",394229,7,2,"Mollusca","Pectinoida","Pectinidae","Aequipecten","Aequipecten tehuelchus","Bivalvia",NA,NA,NA,"Rio de la Plata"
"321",681075,681075,413847,"Species","Bunodosoma cangicum","Belém & Preslercravo, 1973",292701,2,2,"Cnidaria","Actiniaria","Actiniidae","Bunodosoma","Bunodosoma cangicum","Anthozoa",NA,NA,NA,"Rio de la Plata"
"322",682563,682563,772596,"Species","Diplodontias singularis","(Müller & Troschel, 1843)",177915,1,1,"Echinodermata","Valvatida","Odontasteridae","Diplodontias","Diplodontias singularis","Asteroidea",NA,NA,NA,"Rio de la Plata"
"323",684781,684781,751209,"Species","Martesia fragilis","Verrill & Bush, 1898",156865,1,1,"Mollusca","Myoida","Pholadidae","Martesia","Martesia fragilis","Bivalvia",NA,NA,NA,"Rio de la Plata"
"324",695216,695216,395447,"Species","Abra lioica","(Dall, 1881)",156730,1,1,"Mollusca","Cardiida","Semelidae","Abra","Abra lioica","Bivalvia",NA,NA,NA,"Rio de la Plata"
"325",695298,695298,597146,"Species","Acteocina recta","(d'Orbigny, 1841)",420536,1,1,"Mollusca","Cephalaspidea","Acteocinidae","Acteocina","Acteocina recta","Gastropoda",NA,NA,NA,"Rio de la Plata"
"326",695320,695320,737412,"Species","Adelphotectonica uruguaya","(Carcelles, 1953)",420417,1,1,"Mollusca","Heterobranchia incertae sedis","Architectonicidae","Adelphotectonica","Adelphotectonica uruguaya","Gastropoda",NA,NA,NA,"Rio de la Plata"
"327",695495,695495,402102,"Species","Amygdalum sagittatum","(Rehder, 1935)",420690,1,1,"Mollusca","Mytiloida","Mytilidae","Amygdalum","Amygdalum sagittatum","Bivalvia",NA,NA,NA,"Rio de la Plata"
"328",695579,695579,738321,"Species","Anisotremus surinamensis","(Bloch, 1791)",279623,2,2,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus surinamensis","Actinopteri",NA,NA,NA,"Rio de la Plata"
"329",695608,695608,403557,"Species","Anthenoides piercei","Perrier, 1881",178061,1,1,"Echinodermata","Valvatida","Goniasteridae","Anthenoides","Anthenoides piercei","Asteroidea",NA,NA,NA,"Rio de la Plata"
"330",695614,695614,403774,"Species","Anthoptilum grandiflorum","(Verrill, 1879)",128504,1,1,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum","Anthoptilum grandiflorum","Anthozoa",NA,NA,NA,"Rio de la Plata"
"331",695697,695697,771718,"Species","Archosargus rhomboidalis","(Linnaeus, 1758)",159239,2,2,"Chordata","Perciformes","Sparidae","Archosargus","Archosargus rhomboidalis","Actinopteri",NA,TRUE,"LC","Rio de la Plata"
"332",695808,695808,739204,"Species","Astyanax fasciatus","(Cuvier, 1819)",NA,1,1,"Chordata","Characiformes","Characidae","Astyanax","Astyanax fasciatus","Actinopterygii",NA,NA,NA,"Rio de la Plata"
"333",695817,695817,407974,"Species","Atlanta peronii","Lesueur, 1817",138838,2,1,"Mollusca","Littorinimorpha","Atlantidae","Atlanta","Atlanta peronii","Gastropoda",NA,NA,NA,"Rio de la Plata"
"334",695825,695825,408038,"Species","Atrina seminuda","(Lamarck, 1819)",420740,1,1,"Mollusca","Ostreoida","Pinnidae","Atrina","Atrina seminuda","Bivalvia",NA,NA,NA,"Rio de la Plata"
"335",695877,695877,604839,"Species","Balanus trigonus","Darwin, 1854",106223,1,1,"Arthropoda","Sessilia","Balanidae","Balanus","Balanus trigonus",NA,NA,NA,NA,"Rio de la Plata"
"336",695879,695879,695878,"Species","Balistes capriscus","Gmelin, 1789",154721,1,1,"Chordata","Tetraodontiformes","Balistidae","Balistes","Balistes capriscus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"337",696054,696054,413165,"Species","Brevoortia tyrannus","(Latrobe, 1802)",158691,4,2,"Chordata","Clupeiformes","Clupeidae","Brevoortia","Brevoortia tyrannus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"338",696143,696143,414831,"Species","Callinectes sapidus","Rathbun, 1896",107379,1,1,"Arthropoda","Decapoda","Portunidae","Callinectes","Callinectes sapidus","Malacostraca",NA,NA,NA,"Rio de la Plata"
"339",696386,696386,696385,"Species","Cestum veneris","Lesueur, 1813",106363,1,1,"Ctenophora","Cestida","Cestidae","Cestum","Cestum veneris","Tentaculata",NA,NA,NA,"Rio de la Plata"
"340",696432,696432,769803,"Species","Chelonia mydas","(Linnaeus, 1758)",137206,4,1,"Chordata","Testudines","Cheloniidae","Chelonia","Chelonia mydas","Reptilia",NA,TRUE,"EN","Rio de la Plata"
"341",696739,696739,426834,"Genus","Corbula","Bruguière, 1797",137841,1,1,"Mollusca","Myoida","Corbulidae","Corbula",NA,"Bivalvia",NA,NA,NA,"Rio de la Plata"
"342",696751,696751,696739,"Species","Corbula patagonica","d'Orbigny, 1845",505845,3,1,"Mollusca","Myoida","Corbulidae","Corbula","Corbula patagonica","Bivalvia",NA,NA,NA,"Rio de la Plata"
"343",696874,696874,429989,"Species","Cuvierina columnella","(Rang, 1827)",139036,1,1,"Mollusca","Thecosomata","Cuvierinidae","Cuvierina","Cuvierina columnella","Gastropoda",NA,NA,NA,"Rio de la Plata"
"344",696898,696898,430465,"Species","Cylichnella bidentata","(d'Orbigny, 1841)",420538,2,1,"Mollusca","Cephalaspidea","Cylichnidae","Cylichnella","Cylichnella bidentata","Gastropoda",NA,NA,NA,"Rio de la Plata"
"345",697760,697760,697756,"Species","Haemulon bonariense","Cuvier, 1830",275722,2,2,"Chordata","Perciformes","Haemulidae","Haemulon","Haemulon bonariense","Actinopteri",NA,NA,NA,"Rio de la Plata"
"346",697950,697950,454505,"Species","Histrio histrio","(Linnaeus, 1758)",126533,4,2,"Chordata","Lophiiformes","Antennariidae","Histrio","Histrio histrio","Actinopteri",NA,NA,NA,"Rio de la Plata"
"347",698424,698424,465412,"Subspecies","Luidia alternata alternata","(Say, 1825)",178616,2,1,"Echinodermata","Paxillosida","Luidiidae","Luidia","Luidia alternata","Asteroidea",NA,NA,NA,"Rio de la Plata"
"348",698709,698709,471402,"Species","Micropogonias furnieri","(Desmarest, 1823)",275307,4,2,"Chordata","Perciformes","Sciaenidae","Micropogonias","Micropogonias furnieri","Actinopteri",NA,NA,NA,"Rio de la Plata"
"349",698762,698762,770747,"Genus","Mobula","Rafinesque, 1810",105756,1,1,"Chordata","Myliobatiformes","Myliobatidae","Mobula",NA,"Elasmobranchii",NA,NA,NA,"Rio de la Plata"
"350",698887,698887,698879,"Species","Mycteroperca venenosa","(Linnaeus, 1758)",273885,2,2,"Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca venenosa","Actinopteri",NA,TRUE,"NT","Rio de la Plata"
"351",698895,698895,769887,"Species","Myonera paucistriata","Dall, 1886",139462,1,1,"Mollusca",NA,"Cuspidariidae","Myonera","Myonera paucistriata","Bivalvia",NA,NA,NA,"Rio de la Plata"
"352",699161,699161,778075,"Genus","Oikopleura","Mertens, 1830",103367,2,1,"Chordata","Copelata","Oikopleuridae","Oikopleura",NA,"Appendicularia",NA,NA,NA,"Rio de la Plata"
"353",699175,699175,753671,"Genus","Oithona","Baird, 1843",106485,3,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona",NA,NA,NA,NA,NA,"Rio de la Plata"
"354",699305,699305,481896,"Species","Ophiochondrus convolutus","Lyman, 1869",243558,1,1,"Echinodermata","Ophiurida","Ophiacanthidae","Ophiochondrus","Ophiochondrus convolutus","Ophiuroidea",NA,NA,NA,"Rio de la Plata"
"355",699666,699666,755371,"Species","Perna perna","(Linnaeus, 1758)",140483,1,1,"Mollusca","Mytiloida","Mytilidae","Perna","Perna perna","Bivalvia",TRUE,NA,NA,"Rio de la Plata"
"356",699681,699681,699680,"Species","Petricola lapicida","(Gmelin, 1791)",216533,1,1,"Mollusca","Veneroida","Veneridae","Petricola","Petricola lapicida","Bivalvia",NA,NA,NA,"Rio de la Plata"
"357",699918,699918,495866,"Species","Polyschides tetraschistus","(Watson, 1879)",344481,1,1,"Mollusca","Gadilida","Gadilidae","Polyschides","Polyschides tetraschistus","Scaphopoda",NA,NA,NA,"Rio de la Plata"
"358",699994,699994,699990,"Species","Prionotus punctatus","(Bloch, 1793)",276288,2,2,"Chordata","Scorpaeniformes","Triglidae","Prionotus","Prionotus punctatus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"359",700216,700216,757925,"Species","Rhamdia quelen","(Quoy & Gaimard, 1824)",NA,3,1,"Chordata","Siluriformes","Heptapteridae","Rhamdia","Rhamdia quelen","Actinopterygii",NA,NA,NA,"Rio de la Plata"
"360",700495,700495,769018,"Species","Seriola rivoliana","Valenciennes, 1833",126818,1,1,"Chordata","Perciformes","Carangidae","Seriola","Seriola rivoliana","Actinopteri",NA,NA,NA,"Rio de la Plata"
"361",700768,700768,760298,"Species","Strigilla carnaria","(Linnaeus, 1758)",420893,1,1,"Mollusca","Cardiida","Tellinidae","Strigilla","Strigilla carnaria","Bivalvia",NA,NA,NA,"Rio de la Plata"
"362",700922,700922,516633,"Species","Tagelus plebeius","(Lightfoot, 1786)",157001,5,1,"Mollusca","Cardiida","Solecurtidae","Tagelus","Tagelus plebeius","Bivalvia",NA,NA,NA,"Rio de la Plata"
"363",700966,700966,700949,"Species","Tellina sandix","Boss, 1968",594162,1,1,"Mollusca","Veneroida","Tellinidae","Tellina","Tellina sandix","Bivalvia",NA,NA,NA,"Rio de la Plata"
"364",701096,701096,701095,"Species","Tonna galea","(Linnaeus, 1758)",141687,3,1,"Mollusca","Littorinimorpha","Tonnidae","Tonna","Tonna galea","Gastropoda",NA,NA,NA,"Rio de la Plata"
"365",701141,701141,521033,"Species","Trichiurus lepturus","Linnaeus, 1758",127089,2,2,"Chordata","Perciformes","Trichiuridae","Trichiurus","Trichiurus lepturus","Actinopteri",NA,NA,NA,"Rio de la Plata"
"366",711480,711480,419031,"Species","Ceriantheopsis americanus","(Agassiz in Verrill, 1864)",158282,1,1,"Cnidaria","Spirularia","Cerianthidae","Ceriantheopsis","Ceriantheopsis americanus","Anthozoa",NA,NA,NA,"Rio de la Plata"
"367",711731,711731,772617,"Species","Cheiraster (Luidiaster) planeta","(Sladen, 1889)",178251,1,1,"Echinodermata","Notomyotida","Benthopectinidae","Cheiraster","Cheiraster (Luidiaster) planeta","Asteroidea",NA,NA,NA,"Rio de la Plata"
"368",724007,724007,779532,"Species","Themiste (Themiste) alutacea","(Grube, 1858)",266862,1,1,"Sipuncula","Golfingiida","Themistidae","Themiste","Themiste (Themiste) alutacea","Sipunculidea",NA,NA,NA,"Rio de la Plata"
