"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","gisd","hab","ecoregion"
"516",435625,435625,435623,"Species","Distaplia bermudensis","Van Name, 1902",103604,13,1,"Chordata","Aplousobranchia","Holozoidae","Distaplia","Ascidiacea","Distaplia bermudensis",NA,NA,NA,NA,"Southeastern Brazil"
"517",435636,435636,435623,"Species","Distaplia stylifera","(Kowalevsky, 1874)",236661,11,1,"Chordata","Aplousobranchia","Holozoidae","Distaplia","Ascidiacea","Distaplia stylifera",NA,NA,NA,NA,"Southeastern Brazil"
"518",435801,435801,742089,"Genus","Dodecaceria","Örsted, 1843",129246,5,1,"Annelida","Terebellida","Cirratulidae","Dodecaceria","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"519",435860,435860,766976,"Genus","Dolicholaimus","De Man, 1888",2525,6,2,"Nematoda","Enoplida","Ironidae","Dolicholaimus","Enoplea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"520",435896,435896,769808,"Species","Dolioletta gegenbauri","(Uljanin, 1884)",137241,1,1,"Chordata","Doliolida","Doliolidae","Dolioletta","Thaliacea","Dolioletta gegenbauri",NA,NA,NA,NA,"Southeastern Brazil"
"521",435918,435918,682614,"Species","Doliolum nationalis","Borgert, 1893",137247,2,1,"Chordata","Doliolida","Doliolidae","Doliolum","Thaliacea","Doliolum nationalis",NA,NA,NA,NA,"Southeastern Brazil"
"522",435984,435984,435976,"Genus","Donax","Linnaeus, 1758",137906,7,1,"Mollusca","Cardiida","Donacidae","Donax","Bivalvia",NA,NA,NA,NA,NA,"Southeastern Brazil"
"523",436128,436128,436123,"Species","Doris verrucosa","Linnaeus, 1758",139623,1,1,"Mollusca","Nudibranchia","Dorididae","Doris","Gastropoda","Doris verrucosa",NA,NA,NA,NA,"Southeastern Brazil"
"524",436164,436164,697174,"Genus","Dorvillea","Parfitt, 1866",129261,39,2,"Annelida","Eunicida","Dorvilleidae","Dorvillea","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"525",436207,436207,766969,"Genus","Dorylaimopsis","Ditlevsen, 1918",2428,4,1,"Nematoda","Araeolaimida","Comesomatidae","Dorylaimopsis","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"526",436416,436416,408865,"Genus","Dragmacidon","Hallmann, 1917",165537,1,1,"Porifera","Axinellida","Axinellidae","Dragmacidon","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"527",436526,436526,650613,"Genus","Drilonereis","Claparède, 1870",129200,59,3,"Annelida","Eunicida","Oenonidae","Drilonereis","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"528",436530,436530,436526,"Species","Drilonereis filum","(Claparède, 1868)",129856,12,2,"Annelida","Eunicida","Oenonidae","Drilonereis","Polychaeta","Drilonereis filum",NA,NA,NA,NA,"Southeastern Brazil"
"529",436655,436655,436654,"Species","Drymonema dalmatinum","Haeckel, 1880",135303,3,2,"Cnidaria","Semaeostomeae","Drymonematidae","Drymonema","Scyphozoa","Drymonema dalmatinum",NA,NA,NA,NA,"Southeastern Brazil"
"530",436699,436699,744860,"Species","Dulichiella appendiculata","(Say, 1818)",421504,10,2,"Arthropoda","Amphipoda","Melitidae","Dulichiella","Malacostraca","Dulichiella appendiculata",NA,NA,NA,NA,"Southeastern Brazil"
"531",436785,436785,436782,"Species","Dynamena crisioides","Lamouroux, 1824",418901,51,4,"Cnidaria","Leptothecata","Sertulariidae","Dynamena","Hydrozoa","Dynamena crisioides",NA,NA,NA,NA,"Southeastern Brazil"
"532",436787,436787,436782,"Species","Dynamena disticha","(Bosc, 1802)",117887,87,3,"Cnidaria","Leptothecata","Sertulariidae","Dynamena","Hydrozoa","Dynamena disticha",NA,NA,NA,NA,"Southeastern Brazil"
"533",436791,436791,436782,"Species","Dynamena quadridentata","(Ellis & Solander, 1786)",117889,24,2,"Cnidaria","Leptothecata","Sertulariidae","Dynamena","Hydrozoa","Dynamena quadridentata",NA,NA,NA,NA,"Southeastern Brazil"
"534",436868,436868,769373,"Genus","Dysidea","Johnston, 1842",131745,1,1,"Porifera","Dictyoceratida","Dysideidae","Dysidea","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"535",436894,436894,436892,"Species","Dysommina rugosa","Ginsburg, 1951",275497,2,1,"Chordata","Anguilliformes","Synaphobranchidae","Dysommina","Actinopteri","Dysommina rugosa",NA,NA,NA,NA,"Southeastern Brazil"
"536",436923,436923,744901,"Genus","Eatoniella","Dall, 1876",196950,4,1,"Mollusca","Littorinimorpha","Eatoniellidae","Eatoniella","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"537",437183,437183,749336,"Genus","Echinolaophonte","Nicholls, 1941",115367,1,1,"Arthropoda","Harpacticoida","Laophontidae","Echinolaophonte",NA,NA,NA,NA,NA,NA,"Southeastern Brazil"
"538",437199,437199,697219,"Species","Echinometra mathaei","(Blainville, 1825)",213383,54,1,"Echinodermata","Camarodonta","Echinometridae","Echinometra","Echinoidea","Echinometra mathaei",NA,NA,NA,NA,"Southeastern Brazil"
"539",437481,437481,437479,"Genus","Ectocarpus","Lyngbye, 1819",144099,6,1,"Ochrophyta","Ectocarpales","Ectocarpaceae","Ectocarpus","Phaeophyceae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"540",437492,437492,437481,"Species","Ectocarpus fasciculatus","Harvey, 1841",145404,2,1,"Ochrophyta","Ectocarpales","Ectocarpaceae","Ectocarpus","Phaeophyceae","Ectocarpus fasciculatus",NA,NA,NA,NA,"Southeastern Brazil"
"541",437603,437603,767332,"Species","Edwardsia fusca","Danielssen, 1890",100885,50,1,"Cnidaria","Actiniaria","Edwardsiidae","Edwardsia","Anthozoa","Edwardsia fusca",NA,NA,NA,NA,"Southeastern Brazil"
"542",437731,437731,745019,"Species","Ehlersileanira incisa","(Grube, 1877)",332786,4,2,"Annelida","Phyllodocida","Sigalionidae","Ehlersileanira","Polychaeta","Ehlersileanira incisa",NA,NA,NA,NA,"Southeastern Brazil"
"543",437908,437908,623185,"Species","Elasmopus pectenicrus","(Bate, 1862)",102802,188,2,"Arthropoda","Amphipoda","Maeridae","Elasmopus","Malacostraca","Elasmopus pectenicrus",NA,NA,NA,NA,"Southeastern Brazil"
"544",438179,438179,438173,"Species","Elops saurus","Linnaeus, 1766",157875,7,2,"Chordata","Elopiformes","Elopidae","Elops","Actinopteri","Elops saurus",TRUE,"LC",NA,NA,"Southeastern Brazil"
"545",438369,438369,768317,"Species","Emiliania huxleyi","(Lohmann) W.W.Hay & H.P.Mohler, 1967",115104,4,2,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Prymnesiophyceae","Emiliania huxleyi",NA,NA,NA,NA,"Southeastern Brazil"
"546",438416,438416,438411,"Species","Enallopsammia rostrata","(Pourtalès, 1878)",135190,3,1,"Cnidaria","Scleractinia","Dendrophylliidae","Enallopsammia","Anthozoa","Enallopsammia rostrata",NA,NA,NA,NA,"Southeastern Brazil"
"547",438536,438536,438528,"Species","Endeis spinosa","(Montagu, 1808)",134674,1,1,"Arthropoda","Pantopoda","Endeidae","Endeis","Pycnogonida","Endeis spinosa",NA,NA,NA,NA,"Southeastern Brazil"
"548",438620,438620,438619,"Species","Engraulis anchoita","Hubbs & Marini, 1935",272284,18,5,"Chordata","Clupeiformes","Engraulidae","Engraulis","Actinopteri","Engraulis anchoita",NA,NA,NA,NA,"Southeastern Brazil"
"549",438685,438685,742284,"Genus","Enhydrosoma","Boeck, 1873",115264,1,1,"Arthropoda","Harpacticoida","Cletodidae","Enhydrosoma",NA,NA,NA,NA,NA,NA,"Southeastern Brazil"
"550",439241,439241,745243,"Genus","Epacanthion","Wieser, 1953",2514,4,1,"Nematoda","Enoplida","Thoracostomopsidae","Epacanthion","Enoplea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"551",439289,439289,777823,"Species","Ephesiopsis guayanae","Hartman & Fauchald, 1971",327509,1,1,"Annelida","Phyllodocida","Sphaerodoridae","Ephesiopsis","Polychaeta","Ephesiopsis guayanae",NA,NA,NA,NA,"Southeastern Brazil"
"552",439408,439408,439391,"Species","Epigonus telescopus","(Risso, 1810)",126858,1,1,"Chordata","Perciformes","Epigonidae","Epigonus","Actinopteri","Epigonus telescopus",NA,NA,NA,NA,"Southeastern Brazil"
"553",439527,439527,439446,"Species","Epinephelus marginatus","(Lowe, 1834)",127036,43,3,"Chordata","Perciformes","Serranidae","Epinephelus","Actinopteri","Epinephelus marginatus",TRUE,"EN",NA,NA,"Southeastern Brazil"
"554",439727,439727,697334,"Species","Epitonium celesti","(Aradas, 1854)",139717,1,1,"Mollusca","Caenogastropoda incertae sedis","Epitoniidae","Epitonium","Gastropoda","Epitonium celesti",NA,NA,NA,NA,"Southeastern Brazil"
"555",439773,439773,697334,"Species","Epitonium multistriatum","(Say, 1826)",160295,2,1,"Mollusca","Caenogastropoda incertae sedis","Epitoniidae","Epitonium","Gastropoda","Epitonium multistriatum",NA,NA,NA,NA,"Southeastern Brazil"
"556",439776,439776,697334,"Species","Epitonium nitidella","(Dall, 1889)",180949,1,1,"Mollusca","Caenogastropoda incertae sedis","Epitoniidae","Epitonium","Gastropoda","Epitonium nitidella",NA,NA,NA,NA,"Southeastern Brazil"
"557",439887,439887,439883,"Species","Eponides repandus","(Fichtel & Moll, 1798)",113356,1,1,"Foraminifera","Rotaliida","Eponididae","Eponides","Globothalamea","Eponides repandus",NA,NA,NA,NA,"Southeastern Brazil"
"558",439912,439912,439898,"Species","Eptatretus menezesi","Mincarone, 2000",279290,3,2,"Chordata","Myxiniformes","Myxinidae","Eptatretus","Myxini","Eptatretus menezesi",TRUE,"LC",NA,NA,"Southeastern Brazil"
"559",440022,440022,624511,"Species","Ericthonius brasiliensis","(Dana, 1853)",102401,110,2,"Arthropoda","Amphipoda","Ischyroceridae","Ericthonius","Malacostraca","Ericthonius brasiliensis",NA,NA,NA,NA,"Southeastern Brazil"
"560",440057,440057,624544,"Species","Erinaceusyllis erinaceus","(Claparède, 1863)",195953,2,1,"Annelida","Phyllodocida","Syllidae","Erinaceusyllis","Polychaeta","Erinaceusyllis erinaceus",NA,NA,NA,NA,"Southeastern Brazil"
"561",440123,440123,771279,"Species","Erodona mactroides","Bosc, 1801",397073,4,1,"Mollusca","Myoida","Erodonidae","Erodona","Bivalvia","Erodona mactroides",NA,NA,NA,NA,"Southeastern Brazil"
"562",440225,440225,697363,"Species","Ervilia concentrica","(Holmes, 1860)",420911,2,1,"Mollusca","Cardiida","Semelidae","Ervilia","Bivalvia","Ervilia concentrica",NA,NA,NA,NA,"Southeastern Brazil"
"563",440226,440226,697363,"Species","Ervilia nitens","(Montagu, 1808)",420912,10,4,"Mollusca","Cardiida","Semelidae","Ervilia","Bivalvia","Ervilia nitens",NA,NA,NA,NA,"Southeastern Brazil"
"564",440310,440310,624688,"Species","Erythrotrichia carnea","(Dillwyn) J.Agardh, 1883",145490,10,2,"Rhodophyta","Erythropeltidales","Erythrotrichiaceae","Erythrotrichia","Compsopogonophyceae","Erythrotrichia carnea",NA,NA,NA,NA,"Southeastern Brazil"
"565",440395,440395,772044,"Genus","Esperiopsis","Carter, 1882",131906,1,1,"Porifera","Poecilosclerida","Esperiopsidae","Esperiopsis","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"566",440423,440423,624737,"Subgenus","Eteone (Mysta)","Malmgren, 1865",152456,1,1,"Annelida","Phyllodocida","Phyllodocidae","Eteone","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"567",440720,440720,697372,"Species","Etropus longimanus","Norman, 1933",275708,14,3,"Chordata","Pleuronectiformes","Paralichthyidae","Etropus","Actinopteri","Etropus longimanus",NA,NA,NA,NA,"Southeastern Brazil"
"568",440784,440784,745572,"Species","Euaugaptilus hecticus","(Giesbrecht, 1893)",104394,1,1,"Arthropoda","Calanoida","Augaptilidae","Euaugaptilus",NA,"Euaugaptilus hecticus",NA,NA,NA,NA,"Southeastern Brazil"
"569",440813,440813,771685,"Species","Eubalaena australis","(Desmoulins, 1822)",220222,19,1,"Chordata","Cetartiodactyla","Balaenidae","Eubalaena","Mammalia","Eubalaena australis",TRUE,"LC",NA,NA,"Southeastern Brazil"
"570",440823,440823,440822,"Species","Eubela limacina","(Dall, 1881)",160307,1,1,"Mollusca","Neogastropoda",NA,"Eubela","Gastropoda","Eubela limacina",NA,NA,NA,NA,"Southeastern Brazil"
"571",440926,440926,625137,"Species","Euchaeta marina","(Prestandrea, 1833)",104552,13,1,"Arthropoda","Calanoida","Euchaetidae","Euchaeta",NA,"Euchaeta marina",NA,NA,NA,NA,"Southeastern Brazil"
"572",440956,440956,768484,"Species","Eucheilota duodecimalis","A. Agassiz, 1862",221219,50,1,"Cnidaria","Leptothecata","Lovenellidae","Eucheilota","Hydrozoa","Eucheilota duodecimalis",NA,NA,NA,NA,"Southeastern Brazil"
"573",440957,440957,768484,"Species","Eucheilota maculata","Hartlaub, 1894",117535,12,1,"Cnidaria","Leptothecata","Lovenellidae","Eucheilota","Hydrozoa","Eucheilota maculata",NA,NA,NA,NA,"Southeastern Brazil"
"574",440960,440960,768484,"Species","Eucheilota ventricularis","McCrady, 1859",117537,3,1,"Cnidaria","Leptothecata","Lovenellidae","Eucheilota","Hydrozoa","Eucheilota ventricularis",NA,NA,NA,NA,"Southeastern Brazil"
"575",441054,441054,758325,"Genus","Euchone","Malmgren, 1866",129528,5,2,"Annelida","Sabellida","Sabellidae","Euchone","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"576",441067,441067,745651,"Genus","Euchromadora","de Man, 1886",2286,3,1,"Nematoda","Chromadorida","Chromadoridae","Euchromadora","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"577",441084,441084,697400,"Subspecies","Eucidaris tribuloides tribuloides","(Lamarck, 1816)",422795,1,1,"Echinodermata","Cidaroida","Cidaridae","Eucidaris","Echinoidea","Eucidaris tribuloides",NA,NA,NA,NA,"Southeastern Brazil"
"578",441157,441157,745662,"Genus","Euclymene","Verrill, 1900",129347,10,2,"Annelida",NA,"Maldanidae","Euclymene","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"579",441167,441167,441157,"Species","Euclymene oerstedi","(Claparède, 1863)",130294,2,1,"Annelida",NA,"Maldanidae","Euclymene","Polychaeta","Euclymene oerstedi",NA,NA,NA,NA,"Southeastern Brazil"
"580",441276,441276,745685,"Genus","Eudendrium","Ehrenberg, 1834",117093,5,2,"Cnidaria","Anthoathecata","Eudendriidae","Eudendrium","Hydrozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"581",441280,441280,441276,"Species","Eudendrium capillare","Alder, 1856",117544,9,2,"Cnidaria","Anthoathecata","Eudendriidae","Eudendrium","Hydrozoa","Eudendrium capillare",NA,NA,NA,NA,"Southeastern Brazil"
"582",441281,441281,441276,"Species","Eudendrium caraiuru","Marques & Oliveira, 2003",284655,38,2,"Cnidaria","Anthoathecata","Eudendriidae","Eudendrium","Hydrozoa","Eudendrium caraiuru",NA,NA,NA,NA,"Southeastern Brazil"
"583",441282,441282,441276,"Species","Eudendrium carneum","Clarke, 1882",117545,126,2,"Cnidaria","Anthoathecata","Eudendriidae","Eudendrium","Hydrozoa","Eudendrium carneum",NA,NA,NA,NA,"Southeastern Brazil"
"584",441294,441294,441276,"Species","Eudendrium ramosum","(Linnaeus, 1758)",117555,7,1,"Cnidaria","Anthoathecata","Eudendriidae","Eudendrium","Hydrozoa","Eudendrium ramosum",NA,NA,NA,NA,"Southeastern Brazil"
"585",441311,441311,767493,"Genus","Eudistoma","Caullery, 1909",103465,3,1,"Chordata","Aplousobranchia","Polycitoridae","Eudistoma","Ascidiacea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"586",441534,441534,440450,"Genus","Eulalia","Savigny, 1822",129445,42,1,"Annelida","Phyllodocida","Phyllodocidae","Eulalia","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"587",441588,441588,625561,"Genus","Eulima","Risso, 1826",137970,32,2,"Mollusca","Littorinimorpha","Eulimidae","Eulima","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"588",441686,441686,440450,"Genus","Eumida","Malmgren, 1865",129446,12,2,"Annelida","Phyllodocida","Phyllodocidae","Eumida","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"589",441696,441696,441686,"Species","Eumida sanguinea","(Örsted, 1843)",130644,10,3,"Annelida","Phyllodocida","Phyllodocidae","Eumida","Polychaeta","Eumida sanguinea",NA,NA,NA,NA,"Southeastern Brazil"
"590",441758,441758,697443,"Genus","Eunice","Cuvier, 1817",129278,4,2,"Annelida","Eunicida","Eunicidae","Eunice","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"591",441772,441772,441758,"Species","Eunice argentinensis","(Treadwell, 1929)",333297,4,1,"Annelida","Eunicida","Eunicidae","Eunice","Polychaeta","Eunice argentinensis",NA,NA,NA,NA,"Southeastern Brazil"
"592",441808,441808,441758,"Species","Eunice marconii","Nogueira, Steiner & Amaral, 2001",327723,4,3,"Annelida","Eunicida","Eunicidae","Eunice","Polychaeta","Eunice marconii",NA,NA,NA,NA,"Southeastern Brazil"
"593",441847,441847,441758,"Species","Eunice vittata","(Delle Chiaje, 1828)",130067,10,1,"Annelida","Eunicida","Eunicidae","Eunice","Polychaeta","Eunice vittata",NA,NA,NA,NA,"Southeastern Brazil"
"594",441850,441850,441758,"Species","Eunice woodwardi","Baird, 1869",327815,40,1,"Annelida","Eunicida","Eunicidae","Eunice","Polychaeta","Eunice woodwardi",NA,NA,NA,NA,"Southeastern Brazil"
"595",441872,441872,660005,"Genus","Eunoe","Malmgren, 1866",129487,2,1,"Annelida","Phyllodocida","Polynoidae","Eunoe","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"596",442173,442173,777676,"Genus","Eupolymnia","Verrill, 1900",129693,2,1,"Annelida","Terebellida","Terebellidae","Eupolymnia","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"597",442176,442176,442173,"Species","Eupolymnia nebulosa","(Montagu, 1819)",131489,1,1,"Annelida","Terebellida","Terebellidae","Eupolymnia","Polychaeta","Eupolymnia nebulosa",NA,NA,NA,NA,"Southeastern Brazil"
"598",442335,442335,626014,"Species","Eurydice littoralis","(Moore, 1901)",256604,2,2,"Arthropoda","Isopoda","Cirolanidae","Eurydice","Malacostraca","Eurydice littoralis",NA,NA,NA,NA,"Southeastern Brazil"
"599",442437,442437,745166,"Genus","Eurystomina","Filipjev, 1921",2559,4,1,"Nematoda","Enoplida","Enchelidiidae","Eurystomina","Enoplea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"600",442458,442458,515418,"Genus","Eurysyllis","Ehlers, 1864",129652,2,1,"Annelida","Phyllodocida","Syllidae","Eurysyllis","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"601",442477,442477,745952,"Species","Eurythoe complanata","(Pallas, 1766)",129829,3,2,"Annelida","Amphinomida","Amphinomidae","Eurythoe","Polychaeta","Eurythoe complanata",NA,NA,NA,NA,"Southeastern Brazil"
"602",442704,442704,442694,"Species","Eusyllis lamelligera","Marion & Bobretzky, 1875",131292,4,2,"Annelida","Phyllodocida","Syllidae","Eusyllis","Polychaeta","Eusyllis lamelligera",NA,NA,NA,NA,"Southeastern Brazil"
"603",442716,442716,767519,"Species","Eusynstyela tincta","(Van Name, 1902)",252983,6,1,"Chordata","Stolidobranchia","Styelidae","Eusynstyela","Ascidiacea","Eusynstyela tincta",NA,NA,NA,NA,"Southeastern Brazil"
"604",442729,442729,759224,"Genus","Euthalenessa","Darboux, 1900",129587,1,1,"Annelida","Phyllodocida","Sigalionidae","Euthalenessa","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"605",442740,442740,761309,"Genus","Euthelepus","McIntosh, 1885",129694,11,1,"Annelida","Terebellida","Terebellidae","Euthelepus","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"606",442827,442827,773719,"Species","Euvola ziczac","(Linnaeus, 1758)",394073,4,3,"Mollusca","Pectinoida","Pectinidae","Euvola","Bivalvia","Euvola ziczac",NA,NA,NA,NA,"Southeastern Brazil"
"607",443091,443091,443151,"Genus","Exogone","Örsted, 1845",129654,14,3,"Annelida","Phyllodocida","Syllidae","Exogone","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"608",443100,443100,443091,"Subgenus","Exogone (Sylline)","Claparède, 1864",238173,1,1,"Annelida","Phyllodocida","Syllidae","Exogone","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"609",443127,443127,443091,"Species","Exogone dispar","(Webster, 1879)",333453,66,3,"Annelida","Phyllodocida","Syllidae","Exogone","Polychaeta","Exogone dispar",NA,NA,NA,NA,"Southeastern Brazil"
"610",443138,443138,443091,"Species","Exogone naidina","Örsted, 1845",327985,1,1,"Annelida","Phyllodocida","Syllidae","Exogone","Polychaeta","Exogone naidina",NA,NA,NA,NA,"Southeastern Brazil"
"611",443227,443227,746069,"Genus","Fabricia","Blainville, 1828",129529,1,1,"Annelida","Sabellida",NA,"Fabricia","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"612",443370,443370,746102,"Species","Farranula gracilis","(Dana, 1849)",128813,38,2,"Arthropoda","Poecilostomatoida","Corycaeidae","Farranula",NA,"Farranula gracilis",NA,NA,NA,NA,"Southeastern Brazil"
"613",443371,443371,746102,"Species","Farranula rostrata","(Claus, 1863)",128814,1,1,"Arthropoda","Poecilostomatoida","Corycaeidae","Farranula",NA,"Farranula rostrata",NA,NA,NA,NA,"Southeastern Brazil"
"614",443436,443436,626736,"Species","Fauveliopsis fauchaldi","Katzmann & Laubier, 1974",130091,4,1,"Annelida","Terebellida","Fauveliopsidae","Fauveliopsis","Polychaeta","Fauveliopsis fauchaldi",NA,NA,NA,NA,"Southeastern Brazil"
"615",443646,443646,443639,"Species","Feldmannia indica","(Sonder) Womersley & A.Bailey, 1970",214287,1,1,"Ochrophyta","Ectocarpales","Acinetosporaceae","Feldmannia","Phaeophyceae","Feldmannia indica",NA,NA,NA,NA,"Southeastern Brazil"
"616",443720,443720,767594,"Species","Ferosagitta hispida","(Conant, 1895)",105432,1,1,"Chaetognatha","Aphragmophora","Sagittidae","Ferosagitta","Sagittoidea","Ferosagitta hispida",NA,NA,NA,NA,"Southeastern Brazil"
"617",443754,443754,509465,"Genus","Ficopomatus","Southern, 1921",129562,2,1,"Annelida","Sabellida","Serpulidae","Ficopomatus","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"618",443789,443789,768495,"Species","Filellum serratum","(Clarke, 1879)",117691,3,1,"Cnidaria","Leptothecata","Lafoeidae","Filellum","Hydrozoa","Filellum serratum",NA,NA,NA,NA,"Southeastern Brazil"
"619",443817,443817,768004,"Genus","Filisparsa","d'Orbigny, 1853",173944,1,1,"Bryozoa","Cyclostomatida","Oncousoeciidae","Filisparsa","Stenolaemata",NA,NA,NA,NA,NA,"Southeastern Brazil"
"620",443904,443904,774159,"Genus","Fissurella","Bruguière, 1789",138013,28,1,"Mollusca",NA,"Fissurellidae","Fissurella","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"621",443945,443945,443932,"Species","Fissurina lucida","(Williamson, 1848)",113206,15,1,"Foraminifera","Lagenida","Ellipsolagenidae","Fissurina","Foraminifera incertae sedis","Fissurina lucida",NA,NA,NA,NA,"Southeastern Brazil"
"622",443962,443962,771741,"Species","Fistularia petimba","Lacepède, 1803",159439,17,4,"Chordata","Syngnathiformes","Fistulariidae","Fistularia","Actinopteri","Fistularia petimba",NA,NA,NA,NA,"Southeastern Brazil"
"623",444121,444121,767595,"Species","Flaccisagitta enflata","(Grassi, 1881)",105434,41,1,"Chaetognatha","Aphragmophora","Sagittidae","Flaccisagitta","Sagittoidea","Flaccisagitta enflata",NA,NA,NA,NA,"Southeastern Brazil"
"624",444225,444225,771750,"Species","Foetorepus agassizii","(Goode & Bean, 1888)",276339,2,2,"Chordata","Perciformes","Callionymidae","Foetorepus","Actinopteri","Foetorepus agassizii",NA,NA,NA,NA,"Southeastern Brazil"
"625",444258,444258,769388,"Genus","Forcepia","Carter, 1874",131921,1,1,"Porifera","Poecilosclerida","Coelosphaeridae","Forcepia","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"626",444310,444310,444307,"Species","Fossarus orbignyi","P. Fischer, 1864",419532,18,2,"Mollusca","Caenogastropoda incertae sedis","Planaxidae","Fossarus","Gastropoda","Fossarus orbignyi",NA,NA,NA,NA,"Southeastern Brazil"
"627",444476,444476,746418,"Species","Fregata magnificens","Mathews, 1914",343999,33,1,"Chordata","Pelecaniformes","Fregatidae","Fregata","Aves","Fregata magnificens",TRUE,"LC",NA,NA,"Southeastern Brazil"
"628",444492,444492,779837,"Species","Frevillea hirsuta","(Borradaile, 1916)",422059,1,1,"Arthropoda","Decapoda","Euryplacidae","Frevillea","Malacostraca","Frevillea hirsuta",NA,NA,NA,NA,"Southeastern Brazil"
"629",444560,444560,697530,"Species","Fritillaria haplostoma","Fol, 1872",103382,1,1,"Chordata","Copelata","Fritillariidae","Fritillaria","Appendicularia","Fritillaria haplostoma",NA,NA,NA,NA,"Southeastern Brazil"
"630",444665,444665,444663,"Species","Fulmarus glacialoides","(Smith, 1840)",212638,4,1,"Chordata","Procellariiformes","Procellariidae","Fulmarus","Aves","Fulmarus glacialoides",TRUE,"LC",NA,NA,"Southeastern Brazil"
"631",444817,444817,769562,"Genus","Fungiacyathus","Sars, 1872",135119,3,3,"Cnidaria","Scleractinia","Fungiacyathidae","Fungiacyathus","Anthozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"632",444830,444830,444817,"Species","Fungiacyathus crispus","(Pourtalès, 1871)",135203,1,1,"Cnidaria","Scleractinia","Fungiacyathidae","Fungiacyathus","Anthozoa","Fungiacyathus crispus",NA,NA,NA,NA,"Southeastern Brazil"
"633",444856,444856,444817,"Species","Fungiacyathus symmetricus","(Pourtalès, 1871)",287088,7,3,"Cnidaria","Scleractinia","Fungiacyathidae","Fungiacyathus","Anthozoa","Fungiacyathus symmetricus",NA,NA,NA,NA,"Southeastern Brazil"
"634",444915,444915,825497,"Genus","Fusinus","Rafinesque, 1815",138002,2,1,"Mollusca","Neogastropoda","Fasciolariidae","Fusinus","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"635",445033,445033,445029,"Species","Gabrielona sulcifera","Robertson, 1973",419488,29,2,"Mollusca",NA,"Phasianellidae","Gabrielona","Gastropoda","Gabrielona sulcifera",NA,NA,NA,NA,"Southeastern Brazil"
"636",445376,445376,445375,"Species","Galeorhinus galeus","(Linnaeus, 1758)",105820,30,1,"Chordata","Carcharhiniformes","Triakidae","Galeorhinus","Elasmobranchii","Galeorhinus galeus",TRUE,"VU",NA,NA,"Southeastern Brazil"
"637",445400,445400,445386,"Species","Galeus mincaronei","Soto, 2001",271361,1,1,"Chordata","Carcharhiniformes","Pentanchidae","Galeus","Elasmobranchii","Galeus mincaronei",TRUE,"VU",NA,NA,"Southeastern Brazil"
"638",445458,445458,758952,"Genus","Gammanema","Cobb, 1920",2331,5,2,"Nematoda","Chromadorida","Selachinematidae","Gammanema","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"639",445509,445509,445470,"Genus","Gammarus","Fabricius, 1775",101537,1,1,"Arthropoda","Amphipoda","Gammaridae","Gammarus","Malacostraca",NA,NA,NA,NA,NA,"Southeastern Brazil"
