"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","species","redlist","status","gisd","hab","ecoregion"
"1",395447,395447,700476,"Genus","Abra","Lamarck, 1818",138474,21,1,"Mollusca","Cardiida","Semelidae","Abra","Bivalvia",NA,NA,NA,NA,NA,"Southeastern Brazil"
"2",395568,395568,695224,"Species","Abyla haeckeli","Lens & van Riemsdijk, 1908",196556,2,1,"Cnidaria","Siphonophorae","Abylidae","Abyla","Hydrozoa","Abyla haeckeli",NA,NA,NA,NA,"Southeastern Brazil"
"3",395571,395571,695224,"Species","Abyla trigona","Quoy & Gaimard, 1827",135402,6,1,"Cnidaria","Siphonophorae","Abylidae","Abyla","Hydrozoa","Abyla trigona",NA,NA,NA,NA,"Southeastern Brazil"
"4",395650,395650,748828,"Genus","Acanella","Gray, 1870",125303,2,1,"Cnidaria","Alcyonacea","Isididae","Acanella","Anthozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"5",395781,395781,395780,"Species","Acanthistius brasilianus","(Cuvier, 1828)",278720,10,3,"Chordata","Perciformes","Serranidae","Acanthistius","Actinopteri","Acanthistius brasilianus",TRUE,"DD",NA,NA,"Southeastern Brazil"
"6",395911,395911,769048,"Species","Acanthocybium solandri","(Cuvier, 1832)",127014,1,1,"Chordata","Perciformes","Scombridae","Acanthocybium","Actinopteri","Acanthocybium solandri",TRUE,"LC",NA,NA,"Southeastern Brazil"
"7",396063,396063,1029628,"Genus","Acanthonchus","Cobb, 1920",2319,4,1,"Nematoda","Chromadorida","Cyatholaimidae","Acanthonchus","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"8",396249,396249,396214,"Species","Acanthurus monroviae","Steindachner, 1876",126750,2,1,"Chordata","Perciformes","Acanthuridae","Acanthurus","Actinopteri","Acanthurus monroviae",TRUE,"LC",NA,NA,"Southeastern Brazil"
"9",396799,396799,396798,"Species","Acinetospora crinita","(Carmichael) Sauvageau, 1899",145398,12,1,"Ochrophyta","Ectocarpales","Acinetosporaceae","Acinetospora","Phaeophyceae","Acinetospora crinita",NA,NA,NA,NA,"Southeastern Brazil"
"10",396961,396961,695290,"Species","Acrocalanus longicornis","Giesbrecht, 1888",104646,23,2,"Arthropoda","Calanoida","Paracalanidae","Acrocalanus",NA,"Acrocalanus longicornis",NA,NA,NA,NA,"Southeastern Brazil"
"11",396983,396983,770254,"Genus","Acrochaetium","Nägeli, 1858",143799,2,1,"Rhodophyta",NA,"Acrochaetiaceae","Acrochaetium","Florideophyceae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"12",397019,397019,396983,"Species","Acrochaetium microscopicum","(Nägeli ex Kützing) Nägeli, 1858",144368,5,2,"Rhodophyta",NA,"Acrochaetiaceae","Acrochaetium","Florideophyceae","Acrochaetium microscopicum",NA,NA,NA,NA,"Southeastern Brazil"
"13",397031,397031,396983,"Species","Acrochaetium savianum","(Meneghini) Nägeli, 1862",144386,1,1,"Rhodophyta",NA,"Acrochaetiaceae","Acrochaetium","Florideophyceae","Acrochaetium savianum",NA,NA,NA,NA,"Southeastern Brazil"
"14",397075,397075,771651,"Species","Acromycter atlanticus","Smith, 1989",275421,1,1,"Chordata","Anguilliformes","Congridae","Acromycter","Actinopteri","Acromycter atlanticus",NA,NA,NA,NA,"Southeastern Brazil"
"15",397433,397433,459531,"Genus","Acryptolaria","Norman, 1875",117128,7,1,"Cnidaria","Leptothecata","Lafoeidae","Acryptolaria","Hydrozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"16",397533,397533,737331,"Genus","Acteon","Montfort, 1810",137618,3,1,"Mollusca","Heterobranchia incertae sedis","Acteonidae","Acteon","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"17",397627,397627,737334,"Species","Actinia bermudensis","(McMurrich, 1889)",283273,11,2,"Cnidaria","Actiniaria","Actiniidae","Actinia","Anthozoa","Actinia bermudensis",NA,NA,NA,NA,"Southeastern Brazil"
"18",398010,398010,778666,"Species","Actinomonas mirabilis","W.S.Kent, 1880",375694,1,1,"Ochrophyta","Pedinellales","Pedinellaceae","Actinomonas","Dictyochophyceae","Actinomonas mirabilis",NA,NA,NA,NA,"Southeastern Brazil"
"19",398014,398014,745651,"Genus","Actinonema","Cobb, 1920",2283,1,1,"Nematoda","Chromadorida","Chromadoridae","Actinonema","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"20",398023,398023,775751,"Species","Actinoporus elegans","Duchassaing, 1850",289350,4,1,"Cnidaria","Actiniaria","Capneidae","Actinoporus","Anthozoa","Actinoporus elegans",NA,NA,NA,NA,"Southeastern Brazil"
"21",398138,398138,775753,"Species","Actinostella flosculifera","(Le Sueur, 1817)",289355,8,2,"Cnidaria","Actiniaria","Actiniidae","Actinostella","Anthozoa","Actinostella flosculifera",NA,NA,NA,NA,"Southeastern Brazil"
"22",398377,398377,660005,"Genus","Adyte","Saint-Joseph, 1899",129475,1,1,"Annelida","Phyllodocida","Polynoidae","Adyte","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"23",398561,398561,767084,"Genus","Aequorea","Péron & Lesueur, 1810",116998,5,1,"Cnidaria","Leptothecata","Aequoreidae","Aequorea","Hydrozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"24",398568,398568,398561,"Species","Aequorea macrodactyla","(Brandt, 1835)",117271,1,1,"Cnidaria","Leptothecata","Aequoreidae","Aequorea","Hydrozoa","Aequorea macrodactyla",NA,NA,NA,NA,"Southeastern Brazil"
"25",398591,398591,695340,"Species","Aesopus obesus","(Hinds, 1844)",409951,4,3,"Mollusca","Neogastropoda","Columbellidae","Aesopus","Gastropoda","Aesopus obesus",NA,NA,NA,NA,"Southeastern Brazil"
"26",398594,398594,695340,"Species","Aesopus stearnsii","(Tryon, 1883)",409950,25,2,"Mollusca","Neogastropoda","Columbellidae","Aesopus","Gastropoda","Aesopus stearnsii",NA,NA,NA,NA,"Southeastern Brazil"
"27",398748,398748,398744,"Species","Agalma okeni","Eschscholtz, 1825",135485,26,2,"Cnidaria","Siphonophorae","Agalmatidae","Agalma","Hydrozoa","Agalma okeni",NA,NA,NA,NA,"Southeastern Brazil"
"28",398870,398870,598231,"Species","Aglaophamus juvenalis","(Kinberg, 1866)",332895,2,2,"Annelida","Phyllodocida","Nephtyidae","Aglaophamus","Polychaeta","Aglaophamus juvenalis",NA,NA,NA,NA,"Southeastern Brazil"
"29",398909,398909,398885,"Species","Aglaophenia trifida","Agassiz, 1862",284059,1,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia","Hydrozoa","Aglaophenia trifida",NA,NA,NA,NA,"Southeastern Brazil"
"30",398912,398912,1011815,"Family","Aglaopheniidae","Marktanner-Turneretscher, 1890",1605,1,1,"Cnidaria","Leptothecata","Aglaopheniidae",NA,"Hydrozoa",NA,NA,NA,NA,NA,"Southeastern Brazil"
"31",398914,398914,771895,"Genus","Aglaothamnion","Feldmann-Mazoyer, 1941",143825,6,1,"Rhodophyta","Ceramiales","Callithamniaceae","Aglaothamnion","Florideophyceae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"32",398917,398917,398914,"Species","Aglaothamnion cordatum","(Børgesen) Feldmann-Mazoyer, 1941",144492,2,2,"Rhodophyta","Ceramiales","Callithamniaceae","Aglaothamnion","Florideophyceae","Aglaothamnion cordatum",NA,NA,NA,NA,"Southeastern Brazil"
"33",398929,398929,398914,"Species","Aglaothamnion uruguayense","(W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris, 1994",373042,23,2,"Rhodophyta","Ceramiales","Callithamniaceae","Aglaothamnion","Florideophyceae","Aglaothamnion uruguayense",NA,NA,NA,NA,"Southeastern Brazil"
"34",398933,398933,737560,"Species","Aglaura hemistoma","Péron & Lesueur, 1810",117851,168,1,"Cnidaria","Trachymedusae","Rhopalonematidae","Aglaura","Hydrozoa","Aglaura hemistoma",NA,NA,NA,NA,"Southeastern Brazil"
"35",399251,399251,695389,"Species","Albunea gibbesii","Stimpson, 1859",421880,1,1,"Arthropoda","Decapoda","Albuneidae","Albunea","Malacostraca","Albunea gibbesii",NA,NA,NA,NA,"Southeastern Brazil"
"36",399362,399362,399360,"Species","Alderia modesta","(Lovén, 1844)",141555,1,1,"Mollusca","Sacoglossa","Limapontiidae","Alderia","Gastropoda","Alderia modesta",NA,NA,NA,NA,"Southeastern Brazil"
"37",399384,399384,737643,"Species","Aldrovandia affinis","(Günther, 1877)",126637,2,2,"Chordata","Notacanthiformes","Halosauridae","Aldrovandia","Actinopteri","Aldrovandia affinis",NA,NA,NA,NA,"Southeastern Brazil"
"38",399532,399532,737676,"Species","Alicia mirabilis","Johnson, 1861",100862,3,1,"Cnidaria","Actiniaria","Aliciidae","Alicia","Anthozoa","Alicia mirabilis",NA,NA,NA,NA,"Southeastern Brazil"
"39",399565,399565,774445,"Species","Alitta succinea","(Leuckart, 1847)",234850,79,5,"Annelida","Phyllodocida","Nereididae","Alitta","Polychaeta","Alitta succinea",NA,NA,TRUE,NA,"Southeastern Brazil"
"40",399798,399798,399779,"Genus","Alpheus","Fabricius, 1798",106978,4,1,"Arthropoda","Decapoda","Alpheidae","Alpheus","Malacostraca",NA,NA,NA,NA,NA,"Southeastern Brazil"
"41",399868,399868,399798,"Species","Alpheus heterochaelis","Say, 1818",158348,22,3,"Arthropoda","Decapoda","Alpheidae","Alpheus","Malacostraca","Alpheus heterochaelis",NA,NA,NA,NA,"Southeastern Brazil"
"42",400043,400043,504575,"Genus","Alvania","Risso, 1826",138439,10,1,"Mollusca","Littorinimorpha","Rissoidae","Alvania","Gastropoda",NA,NA,NA,NA,NA,"Southeastern Brazil"
"43",400259,400259,774014,"Species","Amansia multifida","J.V.Lamouroux, 1809",213668,1,1,"Rhodophyta","Ceramiales","Rhodomelaceae","Amansia","Florideophyceae","Amansia multifida",NA,NA,NA,NA,"Southeastern Brazil"
"44",400292,400292,737842,"Species","Amastigomonas debruynei","De Saeleer",103429,1,1,"Protoctista incertae sedis",NA,NA,"Amastigomonas",NA,"Amastigomonas debruynei",NA,NA,NA,NA,"Southeastern Brazil"
"45",400484,400484,400482,"Species","Amblyosyllis formosa","(Claparède, 1863)",131245,2,1,"Annelida","Phyllodocida","Syllidae","Amblyosyllis","Polychaeta","Amblyosyllis formosa",NA,NA,NA,NA,"Southeastern Brazil"
"46",400544,400544,400552,"Genus","Ameira","Boeck, 1865",115188,20,1,"Arthropoda","Harpacticoida","Ameiridae","Ameira",NA,NA,NA,NA,NA,NA,"Southeastern Brazil"
"47",400620,400620,1011414,"Genus","Ammobaculites","Cushman, 1910",112345,15,1,"Foraminifera","Lituolida","Lituolidae","Ammobaculites","Globothalamea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"48",400636,400636,844461,"Genus","Ammodiscus","Reuss, 1862",112290,4,2,"Foraminifera","Spirillinida","Ammodiscidae","Ammodiscus","Tubothalamea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"49",400675,400675,1011473,"Genus","Ammonia","Brünnich, 1772",112078,2,1,"Foraminifera","Rotaliida","Rotaliidae","Ammonia","Globothalamea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"50",400684,400684,400675,"Species","Ammonia tepida","(Cushman, 1926)",112857,108,2,"Foraminifera","Rotaliida","Rotaliidae","Ammonia","Globothalamea","Ammonia tepida",NA,NA,NA,NA,"Southeastern Brazil"
"51",400690,400690,768124,"Genus","Ammoscalaria","Höglund, 1947",112322,1,1,"Foraminifera","Lituolida","Discamminidae","Ammoscalaria","Globothalamea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"52",400716,400716,737921,"Species","Ammotium cassis","(Parker, 1870)",114029,33,2,"Foraminifera","Lituolida","Lituolidae","Ammotium","Globothalamea","Ammotium cassis",NA,NA,NA,NA,"Southeastern Brazil"
"53",400769,400769,450470,"Genus","Amorphinopsis","Carter, 1887",131800,1,1,"Porifera","Suberitida","Halichondriidae","Amorphinopsis","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"54",400770,400770,400769,"Species","Amorphinopsis atlantica","Carvalho, Hajdu, Mothes & van Soest, 2004",165718,2,1,"Porifera","Suberitida","Halichondriidae","Amorphinopsis","Demospongiae","Amorphinopsis atlantica",NA,NA,NA,NA,"Southeastern Brazil"
"55",400811,400811,737935,"Species","Ampelisca cristata","Holmes, 1908",421436,7,2,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Malacostraca","Ampelisca cristata",NA,NA,NA,NA,"Southeastern Brazil"
"56",400835,400835,737935,"Species","Ampelisca lobata","Holmes, 1908",421438,6,1,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Malacostraca","Ampelisca lobata",NA,NA,NA,NA,"Southeastern Brazil"
"57",400957,400957,1014220,"Genus","Amphiascoides","Nicholls, 1941",115303,1,1,"Arthropoda","Harpacticoida","Miraciidae","Amphiascoides",NA,NA,NA,NA,NA,NA,"Southeastern Brazil"
"58",400962,400962,400957,"Species","Amphiascoides subdebilis","(Willey, 1935)",115905,9,1,"Arthropoda","Harpacticoida","Miraciidae","Amphiascoides",NA,"Amphiascoides subdebilis",NA,NA,NA,NA,"Southeastern Brazil"
"59",401002,401002,400999,"Species","Amphicaryon peltifera","(Haeckel, 1888)",135456,2,1,"Cnidaria","Siphonophorae","Prayidae","Amphicaryon","Hydrozoa","Amphicaryon peltifera",NA,NA,NA,NA,"Southeastern Brazil"
"60",401018,401018,768210,"Species","Amphicoryna scalaris","(Batsch, 1791)",113780,1,1,"Foraminifera","Lagenida","Vaginulinidae","Amphicoryna","Foraminifera incertae sedis","Amphicoryna scalaris",NA,NA,NA,NA,"Southeastern Brazil"
"61",401022,401022,737969,"Genus","Amphicteis","Grube, 1850",129156,9,1,"Annelida","Terebellida","Ampharetidae","Amphicteis","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"62",401097,401097,401096,"Species","Amphiglena lindae","Rouse & Gambi, 1997",326357,23,1,"Annelida","Sabellida","Sabellidae","Amphiglena","Polychaeta","Amphiglena lindae",NA,NA,NA,NA,"Southeastern Brazil"
"63",401171,401171,769381,"Genus","Amphimedon","Duchassaing & Michelotti, 1864",166654,2,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"64",401174,401174,401171,"Species","Amphimedon viridis","Duchassaing & Michelotti, 1864",166701,11,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Demospongiae","Amphimedon viridis",NA,NA,NA,NA,"Southeastern Brazil"
"65",401193,401193,768510,"Species","Amphinema dinema","(Péron & Lesueur, 1810)",117778,4,1,"Cnidaria","Anthoathecata","Pandeidae","Amphinema","Hydrozoa","Amphinema dinema",NA,NA,NA,NA,"Southeastern Brazil"
"66",401208,401208,401717,"Genus","Amphiodia","Verrill, 1899",172595,2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Ophiuroidea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"67",401223,401223,401208,"Species","Amphiodia pulchella","(Lyman, 1869)",242674,52,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Ophiuroidea","Amphiodia pulchella",NA,NA,NA,NA,"Southeastern Brazil"
"68",401224,401224,401208,"Species","Amphiodia riisei","(Lütken, 1859)",244939,52,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Ophiuroidea","Amphiodia riisei",NA,NA,NA,NA,"Southeastern Brazil"
"69",401225,401225,401208,"Species","Amphiodia trychna","H.L. Clark, 1918",242681,4,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Ophiuroidea","Amphiodia trychna",NA,NA,NA,NA,"Southeastern Brazil"
"70",401277,401277,695475,"Species","Amphioplus albidus","(Ljungman, 1867)",242749,2,2,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Ophiuroidea","Amphioplus albidus",NA,NA,NA,NA,"Southeastern Brazil"
"71",401301,401301,695475,"Species","Amphioplus lucyae","Tommasi, 1971",242780,27,3,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Ophiuroidea","Amphioplus lucyae",NA,NA,NA,NA,"Southeastern Brazil"
"72",401320,401320,401717,"Genus","Amphipholis","Ljungman, 1866",123612,44,1,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Ophiuroidea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"73",401323,401323,401320,"Species","Amphipholis januarii","Ljungman, 1866",149906,35,4,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Ophiuroidea","Amphipholis januarii",NA,NA,NA,NA,"Southeastern Brazil"
"74",401331,401331,401320,"Species","Amphipholis squamata","(Delle Chiaje, 1828)",125064,207,4,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Ophiuroidea","Amphipholis squamata",NA,NA,NA,NA,"Southeastern Brazil"
"75",401491,401491,695484,"Species","Amphiroa anastomosans","Weber-van Bosse, 1904",211636,2,1,"Rhodophyta","Corallinales","Corallinaceae","Amphiroa","Florideophyceae","Amphiroa anastomosans",NA,NA,NA,NA,"Southeastern Brazil"
"76",401495,401495,695484,"Species","Amphiroa beauvoisii","J.V.Lamouroux, 1816",145097,87,3,"Rhodophyta","Corallinales","Corallinaceae","Amphiroa","Florideophyceae","Amphiroa beauvoisii",NA,NA,NA,NA,"Southeastern Brazil"
"77",401498,401498,695484,"Species","Amphiroa brasiliana","Decaisne, 1842",371256,11,3,"Rhodophyta","Corallinales","Corallinaceae","Amphiroa","Florideophyceae","Amphiroa brasiliana",NA,NA,NA,NA,"Southeastern Brazil"
"78",401515,401515,695484,"Species","Amphiroa rigida","J.V.Lamouroux, 1816",145100,1,1,"Rhodophyta","Corallinales","Corallinaceae","Amphiroa","Florideophyceae","Amphiroa rigida",NA,NA,NA,NA,"Southeastern Brazil"
"79",401655,401655,774868,"Species","Amphiura (Ophionema) intricata","Lütken, 1869",243079,2,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura (Ophionema) intricata",NA,NA,NA,NA,"Southeastern Brazil"
"80",401669,401669,401633,"Species","Amphiura complanata","Ljungman, 1867",242911,39,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura complanata",NA,NA,NA,NA,"Southeastern Brazil"
"81",401686,401686,401633,"Species","Amphiura flexuosa","Ljungman, 1867",242936,59,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura flexuosa",NA,NA,NA,NA,"Southeastern Brazil"
"82",401690,401690,401633,"Species","Amphiura joubini","Koehler, 1912",173116,122,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura joubini",NA,NA,NA,NA,"Southeastern Brazil"
"83",401691,401691,401633,"Species","Amphiura kinbergi","Ljungman, 1872",242954,7,3,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura kinbergi",NA,NA,NA,NA,"Southeastern Brazil"
"84",401693,401693,401633,"Species","Amphiura latispina","Ljungman, 1867",242956,2,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea","Amphiura latispina",NA,NA,NA,NA,"Southeastern Brazil"
"85",401720,401720,772411,"Species","Amphogona apsteini","(Vanhöffen, 1902)",221236,3,1,"Cnidaria","Trachymedusae","Rhopalonematidae","Amphogona","Hydrozoa","Amphogona apsteini",NA,NA,NA,NA,"Southeastern Brazil"
"86",402534,402534,777662,"Genus","Anchinothria","Paxton, 1986",173752,2,1,"Annelida","Eunicida","Onuphidae","Anchinothria","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"87",402589,402589,695543,"Species","Anchoa januaria","(Steindachner, 1879)",275521,5,2,"Chordata","Clupeiformes","Engraulidae","Anchoa","Actinopteri","Anchoa januaria",NA,NA,NA,NA,"Southeastern Brazil"
"88",402593,402593,695543,"Species","Anchoa marinii","Hildebrand, 1943",275525,4,2,"Chordata","Clupeiformes","Engraulidae","Anchoa","Actinopteri","Anchoa marinii",NA,NA,NA,NA,"Southeastern Brazil"
"89",402622,402622,402616,"Species","Anchoviella brevirostris","(Günther, 1868)",275540,1,1,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri","Anchoviella brevirostris",TRUE,"LC",NA,NA,"Southeastern Brazil"
"90",402632,402632,402616,"Species","Anchoviella lepidentostole","(Fowler, 1911)",275544,21,2,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Actinopteri","Anchoviella lepidentostole",NA,NA,NA,NA,"Southeastern Brazil"
"91",402719,402719,600885,"Species","Ancistrosyllis carolinensis","Gardiner, 1976",157167,1,1,"Annelida","Phyllodocida","Pilargidae","Ancistrosyllis","Polychaeta","Ancistrosyllis carolinensis",NA,NA,NA,NA,"Southeastern Brazil"
"92",402725,402725,600885,"Species","Ancistrosyllis jonesi","Pettibone, 1966",157174,24,4,"Annelida","Phyllodocida","Pilargidae","Ancistrosyllis","Polychaeta","Ancistrosyllis jonesi",NA,NA,NA,NA,"Southeastern Brazil"
"93",402775,402775,402768,"Species","Ancylopsetta ommata","(Jordan & Gilbert, 1883)",159273,1,1,"Chordata","Pleuronectiformes","Paralichthyidae","Ancylopsetta","Actinopteri","Ancylopsetta ommata",NA,NA,NA,NA,"Southeastern Brazil"
"94",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",279625,59,5,"Chordata","Perciformes","Haemulidae","Anisotremus","Actinopteri","Anisotremus virginicus",NA,NA,NA,NA,"Southeastern Brazil"
"95",403239,403239,491704,"Genus","Anoplodactylus","Wilson, 1878",134592,1,1,"Arthropoda","Pantopoda","Phoxichilidiidae","Anoplodactylus","Pycnogonida",NA,NA,NA,NA,NA,"Southeastern Brazil"
"96",403275,403275,738353,"Species","Anoplogaster cornuta","(Valenciennes, 1833)",126393,1,1,"Chordata","Beryciformes","Anoplogastridae","Anoplogaster","Actinopteri","Anoplogaster cornuta",NA,NA,NA,NA,"Southeastern Brazil"
"97",403327,403327,601283,"Species","Anotrichium tenue","(C.Agardh) Nägeli, 1862",144506,11,2,"Rhodophyta","Ceramiales","Wrangeliaceae","Anotrichium","Florideophyceae","Anotrichium tenue",NA,NA,NA,NA,"Southeastern Brazil"
"98",403611,403611,601447,"Species","Anthias menezesi","Anderson & Heemstra, 1980",273827,3,1,"Chordata","Perciformes","Serranidae","Anthias","Actinopteri","Anthias menezesi",NA,NA,NA,NA,"Southeastern Brazil"
"99",403734,403734,403720,"Species","Anthopleura cascaia","Corrêa, 1973",283343,7,2,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthozoa","Anthopleura cascaia",NA,NA,NA,NA,"Southeastern Brazil"
"100",403768,403768,403720,"Species","Anthopleura varioarmata","Watzl, 1922",292581,8,2,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthozoa","Anthopleura varioarmata",NA,NA,NA,NA,"Southeastern Brazil"
"101",403796,403796,738435,"Species","Anthothoe chilensis","(Lesson, 1830)",289437,1,1,"Cnidaria","Actiniaria","Sagartiidae","Anthothoe","Anthozoa","Anthothoe chilensis",NA,NA,NA,NA,"Southeastern Brazil"
"102",403866,403866,744138,"Genus","Anticyathus","Cobb, 1920",2473,5,2,"Nematoda","Monhysterida","Linhomoeidae","Anticyathus","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"103",404032,404032,749666,"Genus","Antomicron","Cobb, 1920",2400,2,1,"Nematoda","Plectida","Leptolaimidae","Antomicron","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"104",404077,404077,601697,"Species","Aonides californiensis","Rioja, 1947",326470,1,1,"Annelida","Spionida","Spionidae","Aonides","Polychaeta","Aonides californiensis",NA,NA,NA,NA,"Southeastern Brazil"
"105",404097,404097,404084,"Species","Aora spinicornis","Afonso, 1976",102013,50,1,"Arthropoda","Amphipoda","Aoridae","Aora","Malacostraca","Aora spinicornis",NA,NA,NA,NA,"Southeastern Brazil"
"106",404245,404245,601789,"Species","Aphelochaeta marioni","(Saint-Joseph, 1894)",129938,1,1,"Annelida","Terebellida","Cirratulidae","Aphelochaeta","Polychaeta","Aphelochaeta marioni",NA,NA,NA,NA,"Southeastern Brazil"
"107",404323,404323,601831,"Species","Aphrodita aculeata","Linnaeus, 1758",129840,3,1,"Annelida","Phyllodocida","Aphroditidae","Aphrodita","Polychaeta","Aphrodita aculeata",NA,NA,NA,NA,"Southeastern Brazil"
"108",404418,404418,755551,"Genus","Apionsoma","Sluiter, 1902",136027,6,1,"Sipuncula","Phascolosomatida","Phascolosomatidae","Apionsoma","Phascolosomatidea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"109",404491,404491,404490,"Species","Aplidium accarense","(Millar, 1953)",251587,10,1,"Chordata","Aplousobranchia","Polyclinidae","Aplidium","Ascidiacea","Aplidium accarense",NA,NA,NA,NA,"Southeastern Brazil"
"110",404623,404623,695645,"Species","Aplysia fasciata","Poiret, 1789",138755,19,1,"Mollusca","Anaspidea","Aplysiidae","Aplysia","Gastropoda","Aplysia fasciata",NA,NA,NA,NA,"Southeastern Brazil"
"111",404635,404635,769372,"Genus","Aplysilla","Schulze, 1878",131738,1,1,"Porifera","Dendroceratida","Darwinellidae","Aplysilla","Demospongiae",NA,NA,NA,NA,NA,"Southeastern Brazil"
"112",404641,404641,404639,"Species","Aplysina caissara","Pinheiro & Hajdu, 2001",169640,2,2,"Porifera","Verongiida","Aplysinidae","Aplysina","Demospongiae","Aplysina caissara",NA,NA,NA,NA,"Southeastern Brazil"
"113",404687,404687,486545,"Genus","Apodopsyllus","Kunz, 1962",534146,1,1,"Arthropoda","Harpacticoida","Paramesochridae","Apodopsyllus",NA,NA,NA,NA,NA,NA,"Southeastern Brazil"
"114",404955,404955,404954,"Species","Apolemia uvaria","(Lesueur, 1815)",135497,1,1,"Cnidaria","Siphonophorae","Apolemiidae","Apolemia","Hydrozoa","Apolemia uvaria",NA,NA,NA,NA,"Southeastern Brazil"
"115",404981,404981,751769,"Genus","Aponema","Jensen, 1978",2363,1,1,"Nematoda","Desmodorida","Microlaimidae","Aponema","Chromadorea",NA,NA,NA,NA,NA,"Southeastern Brazil"
"116",405033,405033,561868,"Species","Appendicularia sicula","Fol, 1874",103370,1,1,"Chordata","Copelata","Fritillariidae","Appendicularia","Appendicularia","Appendicularia sicula",NA,NA,NA,NA,"Southeastern Brazil"
"117",405187,405187,650613,"Genus","Arabella","Grube, 1850",129199,2,1,"Annelida","Eunicida","Oenonidae","Arabella","Polychaeta",NA,NA,NA,NA,NA,"Southeastern Brazil"
"118",405192,405192,405187,"Species","Arabella iricolor","(Montagu, 1804)",129854,2,1,"Annelida","Eunicida","Oenonidae","Arabella","Polychaeta","Arabella iricolor",NA,NA,NA,NA,"Southeastern Brazil"
"119",405322,405322,405321,"Species","Arbacia lixula","(Linnaeus, 1758)",124249,40,2,"Echinodermata","Arbacioida","Arbaciidae","Arbacia","Echinoidea","Arbacia lixula",NA,NA,NA,NA,"Southeastern Brazil"
"120",405323,405323,405321,"Species","Arbacia punctulata","(Lamarck, 1816)",158058,2,1,"Echinodermata","Arbacioida","Arbaciidae","Arbacia","Echinoidea","Arbacia punctulata",NA,NA,NA,NA,"Southeastern Brazil"
"121",405555,405555,405545,"Species","Architectonica nobilis","Röding, 1798",181092,8,1,"Mollusca","Heterobranchia incertae sedis","Architectonicidae","Architectonica","Gastropoda","Architectonica nobilis",NA,NA,NA,NA,"Southeastern Brazil"
"122",405574,405574,602445,"Species","Architeuthis dux","Steenstrup, 1857",342218,2,1,"Mollusca","Oegopsida","Architeuthidae","Architeuthis","Cephalopoda","Architeuthis dux",TRUE,"LC",NA,NA,"Southeastern Brazil"
