"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","hab","ecoregion"
"121",455089,455089,455088,"Species","Hoplostethus atlanticus","Collett, 1889",126402,1,1,"Chordata","Beryciformes","Trachichthyidae","Hoplostethus","Hoplostethus atlanticus","Actinopteri",NA,NA,NA,"Central Chile"
"122",455155,455155,455137,"Species","Hormathia pectinata","(Hertwig, 1882)",283637,3,1,"Cnidaria","Actiniaria","Hormathiidae","Hormathia","Hormathia pectinata","Anthozoa",NA,NA,NA,"Central Chile"
"123",455317,455317,760762,"Family","Hyalidae","Bulycheva, 1957",101385,1,1,"Arthropoda","Amphipoda","Hyalidae",NA,NA,"Malacostraca",NA,NA,NA,"Central Chile"
"124",455698,455698,748507,"Species","Hydrolagus macrophthalmus","de Buen, 1959",271411,1,1,"Chordata","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus macrophthalmus","Holocephali",TRUE,"DD",NA,"Central Chile"
"125",455796,455796,455793,"Species","Hygophum bruuni","Wisner, 1971",272705,1,1,"Chordata","Myctophiformes","Myctophidae","Hygophum","Hygophum bruuni","Actinopteri",NA,NA,NA,"Central Chile"
"126",455803,455803,835802,"Genus","Hygrosoma","Mortensen, 1903",123400,2,1,"Echinodermata","Echinothurioida","Echinothuriidae","Hygrosoma",NA,"Echinoidea",NA,NA,NA,"Central Chile"
"127",456498,456498,456482,"Species","Hypsoblennius sordidus","(Bennett, 1828)",276332,3,2,"Chordata","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius sordidus","Actinopteri",TRUE,"LC",NA,"Central Chile"
"128",456743,456743,748642,"Species","Idiacanthus atlanticus","Brauer, 1906",217616,2,2,"Chordata","Stomiiformes","Stomiidae","Idiacanthus","Idiacanthus atlanticus","Actinopteri",NA,NA,NA,"Central Chile"
"129",457381,457381,776578,"Species","Isacia conceptionis","(Cuvier, 1830)",281184,2,2,"Chordata","Perciformes","Haemulidae","Isacia","Isacia conceptionis","Actinopteri",TRUE,"LC",NA,"Central Chile"
"130",458886,458886,458884,"Species","Krohnitta subtilis","(Grassi, 1881)",105429,21,1,"Chaetognatha","Aphragmophora","Krohnittidae","Krohnitta","Krohnitta subtilis","Sagittoidea",NA,NA,NA,"Central Chile"
"131",459459,459459,459450,"Species","Laetmonice producta","Grube, 1876",129846,1,1,"Annelida","Phyllodocida","Aphroditidae","Laetmonice","Laetmonice producta","Polychaeta",NA,NA,NA,"Central Chile"
"132",459604,459604,459598,"Species","Lagenorhynchus obscurus","(Gray, 1828)",231434,8,1,"Chordata","Cetartiodactyla","Delphinidae","Lagenorhynchus","Lagenorhynchus obscurus","Mammalia",TRUE,"DD",NA,"Central Chile"
"133",460280,460280,460291,"Genus","Lasaea","Brown, 1827",138104,1,1,"Mollusca",NA,"Lasaeidae","Lasaea",NA,"Bivalvia",NA,NA,NA,"Central Chile"
"134",461016,461016,698225,"Species","Lensia hostile","Totton, 1941",135432,4,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Lensia hostile","Hydrozoa",NA,NA,NA,"Central Chile"
"135",461017,461017,698225,"Species","Lensia hotspur","Totton, 1941",135433,4,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Lensia hotspur","Hydrozoa",NA,NA,NA,"Central Chile"
"136",461020,461020,698225,"Species","Lensia lelouveteau","Totton, 1941",135434,6,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Lensia lelouveteau","Hydrozoa",NA,NA,NA,"Central Chile"
"137",461021,461021,698225,"Species","Lensia meteori","(Leloup, 1934)",135435,2,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Lensia meteori","Hydrozoa",NA,NA,NA,"Central Chile"
"138",461023,461023,698225,"Species","Lensia multicristata","(Moser, 1925)",135436,4,1,"Cnidaria","Siphonophorae","Diphyidae","Lensia","Lensia multicristata","Hydrozoa",NA,NA,NA,"Central Chile"
"139",462180,462180,776634,"Species","Leptonotus blainvilleanus","(Eydoux & Gervais, 1837)",281324,1,1,"Chordata","Syngnathiformes","Syngnathidae","Leptonotus","Leptonotus blainvilleanus","Actinopteri",NA,NA,NA,"Central Chile"
"140",462700,462700,698274,"Species","Leuckartiara octona","(Fleming, 1823)",117791,5,1,"Cnidaria","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara octona","Hydrozoa",NA,NA,NA,"Central Chile"
"141",463535,463535,463530,"Genus","Limopsis","Sassi, 1827",138132,1,1,"Mollusca","Arcoida","Limopsidae","Limopsis",NA,"Bivalvia",NA,NA,NA,"Central Chile"
"142",463551,463551,463535,"Species","Limopsis marionensis","E. A. Smith, 1885",197236,7,1,"Mollusca","Arcoida","Limopsidae","Limopsis","Limopsis marionensis","Bivalvia",NA,NA,NA,"Central Chile"
"143",464870,464870,464866,"Species","Lophaster stellans","Sladen, 1889",172787,4,1,"Echinodermata","Valvatida","Solasteridae","Lophaster","Lophaster stellans","Asteroidea",NA,NA,NA,"Central Chile"
"144",465030,465030,507748,"Genus","Lophothrix","Giesbrecht, 1895",104225,1,1,"Arthropoda","Calanoida","Scolecitrichidae","Lophothrix",NA,NA,NA,NA,NA,"Central Chile"
"145",465119,465119,465129,"Genus","Lottia","Gray, 1833",160336,4,1,"Mollusca",NA,"Lottiidae","Lottia",NA,"Gastropoda",NA,NA,NA,"Central Chile"
"146",465290,465290,465269,"Species","Lucicutia maxima","Steuer, 1904",104608,1,1,"Arthropoda","Calanoida","Lucicutiidae","Lucicutia","Lucicutia maxima",NA,NA,NA,NA,"Central Chile"
"147",466173,466173,466196,"Genus","Lyonsia","Turton, 1822",138154,1,1,"Mollusca",NA,"Lyonsiidae","Lyonsia",NA,"Bivalvia",NA,NA,NA,"Central Chile"
"148",466723,466723,466722,"Species","Macronectes giganteus","(Gmelin, 1789)",212636,1,1,"Chordata","Procellariiformes","Procellariidae","Macronectes","Macronectes giganteus","Aves",TRUE,"LC",NA,"Central Chile"
"149",467165,467165,753542,"Genus","Madrepora","Linnaeus, 1758",135123,2,2,"Cnidaria","Scleractinia","Oculinidae","Madrepora",NA,"Anthozoa",NA,NA,NA,"Central Chile"
"150",468854,468854,468852,"Species","Megacalanus princeps","Wolfenden, 1904",104622,1,1,"Arthropoda","Calanoida","Megacalanidae","Megacalanus","Megacalanus princeps",NA,NA,NA,NA,"Central Chile"
"151",469325,469325,769000,"Species","Melanolagus bericoides","(Borodin, 1929)",126721,3,2,"Chordata","Osmeriformes","Bathylagidae","Melanolagus","Melanolagus bericoides","Actinopteri",NA,NA,NA,"Central Chile"
"152",469469,469469,751373,"Species","Melinna cristata","(M. Sars, 1851)",129804,2,1,"Annelida","Terebellida","Ampharetidae","Melinna","Melinna cristata","Polychaeta",NA,NA,NA,"Central Chile"
"153",469907,469907,469906,"Subspecies","Merluccius gayi gayi","(Guichenot, 1848)",272453,1,1,"Chordata","Gadiformes","Merlucciidae","Merluccius","Merluccius gayi","Actinopteri",NA,NA,NA,"Central Chile"
"154",470172,470172,767596,"Species","Mesosagitta minima","(Grassi, 1881)",105437,16,1,"Chaetognatha","Aphragmophora","Sagittidae","Mesosagitta","Mesosagitta minima","Sagittoidea",NA,NA,NA,"Central Chile"
"155",470724,470724,751674,"Genus","Metridia","Boeck, 1865",104190,26,1,"Arthropoda","Calanoida","Metridinidae","Metridia",NA,NA,NA,NA,NA,"Central Chile"
"156",471888,471888,774292,"Species","Mirounga leonina","(Linnaeus, 1758)",231413,1,1,"Chordata","Carnivora","Phocidae","Mirounga","Mirounga leonina","Mammalia",TRUE,"LC",NA,"Central Chile"
"157",472192,472192,412149,"Genus","Mnemiopsis","L. Agassiz, 1860",106355,14,1,"Ctenophora","Lobata","Bolinopsidae","Mnemiopsis",NA,"Tentaculata",NA,NA,NA,"Central Chile"
"158",472412,472412,752032,"Species","Molgula pedunculata","(Herdman, 1881)",173279,4,1,"Chordata","Stolidobranchia","Molgulidae","Molgula","Molgula pedunculata","Ascidiacea",NA,NA,NA,"Central Chile"
"159",472777,472777,472776,"Species","Monomitopus agassizii","(Goode & Bean, 1896)",158765,5,1,"Chordata","Ophidiiformes","Ophidiidae","Monomitopus","Monomitopus agassizii","Actinopteri",TRUE,"LC",NA,"Central Chile"
"160",473364,473364,473363,"Species","Muggiaea atlantica","Cunningham, 1892",135441,26,1,"Cnidaria","Siphonophorae","Diphyidae","Muggiaea","Muggiaea atlantica","Hydrozoa",NA,NA,NA,"Central Chile"
"161",473696,473696,1014497,"Genus","Munidopsis","Whiteaves, 1874",106836,1,1,"Arthropoda","Decapoda","Munidopsidae","Munidopsis",NA,"Malacostraca",NA,NA,NA,"Central Chile"
"162",473878,473878,752324,"Species","Muraenolepis microps","Lönnberg, 1905",234742,1,1,"Chordata","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis microps","Actinopteri",NA,NA,NA,"Central Chile"
"163",473963,473963,768906,"Genus","Muriceides","Wright & Studer, 1889",125310,4,1,"Cnidaria","Alcyonacea","Plexauridae","Muriceides",NA,"Anthozoa",NA,NA,NA,"Central Chile"
"164",474154,474154,474209,"Genus","Mycale","Gray, 1867",131907,1,1,"Porifera","Poecilosclerida","Mycalidae","Mycale",NA,"Demospongiae",NA,NA,NA,"Central Chile"
"165",474917,474917,776727,"Species","Myxodes viridis","Valenciennes, 1836",281629,3,2,"Chordata","Perciformes","Clinidae","Myxodes","Myxodes viridis","Actinopteri",TRUE,"LC",NA,"Central Chile"
"166",476403,476403,476402,"Species","Nematobrachion boopis","(Calman, 1905)",110691,1,1,"Arthropoda","Euphausiacea","Euphausiidae","Nematobrachion","Nematobrachion boopis","Malacostraca",NA,NA,NA,"Central Chile"
"167",476519,476519,752846,"Species","Nematoscelis megalops","G.O. Sars, 1883",110695,3,1,"Arthropoda","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","Malacostraca",NA,NA,NA,"Central Chile"
"168",476746,476746,476740,"Species","Neocalanus tonsus","(Brady, 1883)",344701,1,1,"Arthropoda","Calanoida","Calanidae","Neocalanus","Neocalanus tonsus",NA,NA,NA,NA,"Central Chile"
"169",476936,476936,793969,"Species","Neogloboquadrina pachyderma","(Ehrenberg, 1861)",113458,503,2,"Foraminifera","Globigerinida","Globorotaliidae","Neogloboquadrina","Neogloboquadrina pachyderma","Globothalamea",NA,NA,NA,"Central Chile"
"170",477487,477487,477474,"Species","Neotanais vemae","Gardiner, 1975",247395,1,1,"Arthropoda","Tanaidacea","Neotanaidae","Neotanais","Neotanais vemae","Malacostraca",NA,NA,NA,"Central Chile"
"171",477641,477641,753038,"Genus","Nephtys","Cuvier, 1817",129370,4,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys",NA,"Polychaeta",NA,NA,NA,"Central Chile"
"172",477674,477674,477641,"Species","Nephtys paradoxa","Malm, 1874",130365,1,1,"Annelida","Phyllodocida","Nephtyidae","Nephtys","Nephtys paradoxa","Polychaeta",NA,NA,NA,"Central Chile"
"173",477745,477745,753065,"Family","Nereididae","Blainville, 1818",22496,2,1,"Annelida","Phyllodocida","Nereididae",NA,NA,"Polychaeta",NA,NA,NA,"Central Chile"
"174",477763,477763,753066,"Genus","Nereis","Linnaeus, 1758",129379,1,1,"Annelida","Phyllodocida","Nereididae","Nereis",NA,"Polychaeta",NA,NA,NA,"Central Chile"
"175",478208,478208,649173,"Species","Nezumia pudens","Gilbert & Thompson, 1916",272425,2,2,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia pudens","Actinopteri",NA,NA,NA,"Central Chile"
"176",478209,478209,649173,"Species","Nezumia pulchella","(Pequeño, 1971)",272426,2,2,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia pulchella","Actinopteri",NA,NA,NA,"Central Chile"
"177",479723,479723,415775,"Genus","Obelia","Péron & Lesueur, 1810",117034,11,1,"Cnidaria","Leptothecata","Campanulariidae","Obelia",NA,"Hydrozoa",NA,NA,NA,"Central Chile"
"178",479976,479976,777869,"Order","Octopoda","Leach, 1818",11718,2,1,"Mollusca","Octopoda",NA,NA,NA,"Cephalopoda",NA,NA,NA,"Central Chile"
"179",481029,481029,651134,"Genus","Oncaea","Philippi, 1843",128690,30,1,"Arthropoda","Poecilostomatoida","Oncaeidae","Oncaea",NA,NA,NA,NA,NA,"Central Chile"
"180",481281,481281,481280,"Species","Oniscus asellus","Linnaeus, 1758",257580,1,1,"Arthropoda","Isopoda","Oniscidae","Oniscus","Oniscus asellus","Malacostraca",NA,NA,NA,"Central Chile"
"181",483005,483005,769780,"Species","Orcinus orca","(Linnaeus, 1758)",137102,2,1,"Chordata","Cetartiodactyla","Delphinidae","Orcinus","Orcinus orca","Mammalia",TRUE,"DD",NA,"Central Chile"
"182",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,10,2,"Arthropoda",NA,NA,NA,NA,"Ostracoda",NA,NA,NA,"Central Chile"
"183",483599,483599,774291,"Species","Otaria flavescens","Shaw, 1800",231425,1,1,"Chordata","Carnivora","Otariidae","Otaria","Otaria flavescens","Mammalia",NA,NA,NA,"Central Chile"
"184",483697,483697,775965,"Species","Oulactis concinnata","(Drayton in Dana, 1846)",290537,14,3,"Cnidaria","Actiniaria","Actiniidae","Oulactis","Oulactis concinnata","Anthozoa",NA,NA,NA,"Central Chile"
"185",484696,484696,769520,"Species","Pallenopsis patagonica","(Hoek, 1881)",240108,1,1,"Arthropoda","Pantopoda","Pallenopsidae","Pallenopsis","Pallenopsis patagonica","Pycnogonida",NA,NA,NA,"Central Chile"
"186",485137,485137,653496,"Species","Pantopipetta longituberculata","(Turpaeva, 1955)",134640,1,1,"Arthropoda","Pantopoda","Austrodecidae","Pantopipetta","Pantopipetta longituberculata","Pycnogonida",NA,NA,NA,"Central Chile"
"187",486256,486256,654093,"Species","Paralichthys adspersus","(Steindachner, 1867)",275806,5,2,"Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys adspersus","Actinopteri",TRUE,"LC",NA,"Central Chile"
"188",486430,486430,486429,"Species","Paralophaster antarcticus","(Koehler, 1912)",172789,7,1,"Echinodermata","Valvatida","Solasteridae","Paralophaster","Paralophaster antarcticus","Asteroidea",NA,NA,NA,"Central Chile"
"189",486660,486660,654308,"Species","Paramphinome australis","Monro, 1930",172958,1,1,"Annelida","Amphinomida","Amphinomidae","Paramphinome","Paramphinome australis","Polychaeta",NA,NA,NA,"Central Chile"
"190",486827,486827,775984,"Species","Parantheopsis cruentata","(Couthouy in Dana, 1846)",290672,12,2,"Cnidaria","Actiniaria","Actiniidae","Parantheopsis","Parantheopsis cruentata","Anthozoa",NA,NA,NA,"Central Chile"
"191",486829,486829,775984,"Species","Parantheopsis ocellata","(Lesson, 1830)",290674,12,3,"Cnidaria","Actiniaria","Actiniidae","Parantheopsis","Parantheopsis ocellata","Anthozoa",NA,NA,NA,"Central Chile"
"192",487237,487237,487233,"Species","Paraprionospio pinnata","(Ehlers, 1901)",131140,4,2,"Annelida","Spionida","Spionidae","Paraprionospio","Paraprionospio pinnata","Polychaeta",NA,NA,NA,"Central Chile"
"193",487783,487783,774687,"Species","Pareucalanus attenuatus","(Dana, 1849)",237968,8,1,"Arthropoda","Calanoida","Eucalanidae","Pareucalanus","Pareucalanus attenuatus",NA,NA,NA,NA,"Central Chile"
"194",490595,490595,755479,"Genus","Phaenna","Claus, 1863",104202,1,1,"Arthropoda","Calanoida","Phaennidae","Phaenna",NA,NA,NA,NA,NA,"Central Chile"
"195",491026,491026,767347,"Species","Phelliactis pelophila","Riemann-Zürneck, 1973",283661,2,1,"Cnidaria","Actiniaria","Hormathiidae","Phelliactis","Phelliactis pelophila","Anthozoa",NA,NA,NA,"Central Chile"
"196",491155,491155,491153,"Species","Phialella quadrata","(Forbes, 1848)",117804,2,1,"Cnidaria","Leptothecata","Phialellidae","Phialella","Phialella quadrata","Hydrozoa",NA,NA,NA,"Central Chile"
"197",491789,491789,771514,"Family","Phronimidae","Dana, 1852",101420,1,1,"Arthropoda","Amphipoda","Phronimidae",NA,NA,"Malacostraca",NA,NA,NA,"Central Chile"
"198",492195,492195,657850,"Species","Phymactis clematis","(Drayton in Dana, 1846)",290758,66,2,"Cnidaria","Actiniaria","Actiniidae","Phymactis","Phymactis clematis","Anthozoa",NA,NA,NA,"Central Chile"
"199",492197,492197,657850,"Species","Phymactis papillosa","(Lesson, 1830)",290760,28,3,"Cnidaria","Actiniaria","Actiniidae","Phymactis","Phymactis papillosa","Anthozoa",NA,NA,NA,"Central Chile"
"200",492201,492201,776007,"Species","Phymanthea pluvia","(Drayton in Dana, 1846)",290764,32,3,"Cnidaria","Actiniaria","Actiniidae","Phymanthea","Phymanthea pluvia","Anthozoa",NA,NA,NA,"Central Chile"
"201",492276,492276,769786,"Species","Physeter macrocephalus","Linnaeus, 1758",137119,22,1,"Chordata","Cetartiodactyla","Physeteridae","Physeter","Physeter macrocephalus","Mammalia",TRUE,"VU",NA,"Central Chile"
"202",492651,492651,774572,"Species","Pinguipes chilensis","Valenciennes, 1833",279407,4,2,"Chordata","Perciformes","Pinguipedidae","Pinguipes","Pinguipes chilensis","Actinopteri",NA,NA,NA,"Central Chile"
"203",492687,492687,792971,"Genus","Pinnixa","White, 1846",158444,4,1,"Arthropoda","Decapoda","Pinnotheridae","Pinnixa",NA,"Malacostraca",NA,NA,NA,"Central Chile"
"204",493329,493329,493328,"Species","Platichthys flesus","(Linnaeus, 1758)",127141,2,1,"Chordata","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","Actinopteri",TRUE,"LC",NA,"Central Chile"
"205",494164,494164,751674,"Genus","Pleuromamma","Giesbrecht in Giesbrecht & Schmeil, 1898",104191,17,1,"Arthropoda","Calanoida","Metridinidae","Pleuromamma",NA,NA,NA,NA,NA,"Central Chile"
"206",494925,494925,494924,"Species","Poecillastra compressa","(Bowerbank, 1866)",134083,1,1,"Porifera","Tetractinellida","Vulcanellidae","Poecillastra","Poecillastra compressa","Demospongiae",NA,NA,NA,"Central Chile"
"207",495496,495496,759755,"Genus","Polydora","Bosc, 1802",129619,1,1,"Annelida","Spionida","Spionidae","Polydora",NA,"Polychaeta",NA,NA,NA,"Central Chile"
"208",496495,496495,768312,"Genus","Pontosphaera","Lohmann, 1902",115082,14,1,"Haptophyta","Zygodiscales","Pontosphaeraceae","Pontosphaera",NA,"Prymnesiophyceae",NA,NA,NA,"Central Chile"
"209",496610,496610,496607,"Species","Porcellio laevis","Latreille, 1804",262343,1,1,"Arthropoda","Isopoda","Porcellionidae","Porcellio","Porcellio laevis","Malacostraca",NA,NA,NA,"Central Chile"
"210",496616,496616,496615,"Species","Porcellionides pruinosus","(Brandt, 1833)",262544,1,1,"Arthropoda","Isopoda","Porcellionidae","Porcellionides","Porcellionides pruinosus","Malacostraca",NA,NA,NA,"Central Chile"
"211",496656,496656,738303,"Phylum","Porifera","Grant, 1836",558,3,1,"Porifera",NA,NA,NA,NA,NA,NA,NA,NA,"Central Chile"
"212",496859,496859,496855,"Species","Poromitra crassiceps","(Günther, 1878)",127273,1,1,"Chordata","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra crassiceps","Actinopteri",NA,NA,NA,"Central Chile"
"213",497524,497524,759755,"Genus","Prionospio","Malmgren, 1867",129620,5,1,"Annelida","Spionida","Spionidae","Prionospio",NA,"Polychaeta",NA,NA,NA,"Central Chile"
"214",497554,497554,497524,"Species","Prionospio ehlersi","Fauvel, 1928",131156,1,1,"Annelida","Spionida","Spionidae","Prionospio","Prionospio ehlersi","Polychaeta",NA,NA,NA,"Central Chile"
"215",498172,498172,772994,"Species","Propeleda longicaudata","(Thiele, 1912)",197393,1,1,"Mollusca","Nuculanoida","Nuculanidae","Propeleda","Propeleda longicaudata","Bivalvia",NA,NA,NA,"Central Chile"
"216",498279,498279,697593,"Subclass","Prosobranchia","Milne Edwards, 1848",102,1,1,"Mollusca",NA,NA,NA,NA,"Gastropoda",NA,NA,NA,"Central Chile"
"217",498566,498566,498560,"Species","Protomyctophum chilense","Wisner, 1971",272730,1,1,"Chordata","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum chilense","Actinopteri",NA,NA,NA,"Central Chile"
"218",498574,498574,498560,"Species","Protomyctophum subparallelum","(Tåning, 1932)",217716,1,1,"Chordata","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum subparallelum","Actinopteri",NA,NA,NA,"Central Chile"
"219",498874,498874,757091,"Species","Psammobatis scobina","(Philippi, 1857)",282394,3,2,"Chordata","Rajiformes","Arhynchobatidae","Psammobatis","Psammobatis scobina","Elasmobranchii",TRUE,"DD",NA,"Central Chile"
"220",499399,499399,499390,"Species","Pseudo-nitzschia seriata","(Cleve) H.Peragallo, 1899",149152,1,1,"Ochrophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia seriata","Bacillariophyceae",NA,NA,TRUE,"Central Chile"
"221",499566,499566,499563,"Species","Pseudochirella hirsuta","(Wolfenden, 1905)",221297,1,1,"Arthropoda","Calanoida","Aetideidae","Pseudochirella","Pseudochirella hirsuta",NA,NA,NA,NA,"Central Chile"
"222",500403,500403,767597,"Species","Pseudosagitta gazellae","(Ritter-Záhony, 1909)",266258,1,1,"Chaetognatha","Aphragmophora","Sagittidae","Pseudosagitta","Pseudosagitta gazellae","Sagittoidea",NA,NA,NA,"Central Chile"
"223",500404,500404,767597,"Species","Pseudosagitta lyra","(Krohn, 1853)",105444,9,1,"Chaetognatha","Aphragmophora","Sagittidae","Pseudosagitta","Pseudosagitta lyra","Sagittoidea",NA,NA,NA,"Central Chile"
"224",500494,500494,572080,"Species","Pseudostichopus mollis","Théel, 1886",152565,1,1,"Echinodermata","Aspidochirotida","Synallactidae","Pseudostichopus","Pseudostichopus mollis","Holothuroidea",TRUE,"DD",NA,"Central Chile"
"225",500684,500684,500679,"Species","Psilaster charcoti","(Koehler, 1906)",234948,1,1,"Echinodermata","Paxillosida","Astropectinidae","Psilaster","Psilaster charcoti","Asteroidea",NA,NA,NA,"Central Chile"
"226",500757,500757,1042423,"Species","Psolus squamatus","(O.F. Müller, 1776)",124713,2,1,"Echinodermata","Dendrochirotida","Psolidae","Psolus","Psolus squamatus","Holothuroidea",NA,NA,NA,"Central Chile"
"227",500792,500792,500788,"Species","Psychropotes longicauda","Théel, 1882",124778,1,1,"Echinodermata","Elasipodida","Psychropotidae","Psychropotes","Psychropotes longicauda","Holothuroidea",NA,NA,NA,"Central Chile"
"228",501163,501163,757482,"Species","Pterosagitta draco","(Krohn, 1853)",105430,2,1,"Chaetognatha","Aphragmophora","Pterosagittidae","Pterosagitta","Pterosagitta draco","Sagittoidea",NA,NA,NA,"Central Chile"
"229",501528,501528,773083,"Species","Pulleniatina obliquiloculata","(Parker & Jones, 1862)",221331,85,2,"Foraminifera","Globigerinida","Pulleniatinidae","Pulleniatina","Pulleniatina obliquiloculata","Globothalamea",NA,NA,NA,"Central Chile"
"230",502148,502148,757675,"Genus","Pyura","Molina, 1782",103524,1,1,"Chordata","Stolidobranchia","Pyuridae","Pyura",NA,"Ascidiacea",NA,NA,NA,"Central Chile"
"231",503352,503352,664653,"Species","Rhabdosphaera claviger","Murray & Blackman, 1898",235972,8,1,"Haptophyta","Coccosphaerales","Rhabdosphaeraceae","Rhabdosphaera","Rhabdosphaera claviger","Coccolithophyceae",NA,NA,NA,"Central Chile"
"232",503552,503552,503548,"Species","Rhincalanus nasutus","Giesbrecht, 1888",104543,8,1,"Arthropoda","Calanoida","Rhincalanidae","Rhincalanus","Rhincalanus nasutus",NA,NA,NA,NA,"Central Chile"
"233",504887,504887,700278,"Species","Rosacea cymbiformis","(Delle Chiaje, 1830)",135470,3,1,"Cnidaria","Siphonophorae","Prayidae","Rosacea","Rosacea cymbiformis","Hydrozoa",NA,NA,NA,"Central Chile"
"234",504889,504889,700278,"Species","Rosacea plicata","Bigelow, 1911",135471,9,1,"Cnidaria","Siphonophorae","Prayidae","Rosacea","Rosacea plicata","Hydrozoa",NA,NA,NA,"Central Chile"
"235",505426,505426,665844,"Species","Sagartia nymphaea","(Drayton in Dana, 1846)",283770,14,2,"Cnidaria","Actiniaria","Sagartiidae","Sagartia","Sagartia nymphaea","Anthozoa",NA,NA,NA,"Central Chile"
"236",506004,506004,506003,"Subspecies","Sarda chiliensis chiliensis","(Cuvier, 1832)",273810,1,1,"Chordata","Perciformes","Scombridae","Sarda","Sarda chiliensis","Actinopteri",NA,NA,NA,"Central Chile"
"237",506699,506699,767667,"Genus","Scalpellum","Leach, 1818",106115,1,1,"Arthropoda","Scalpelliformes","Scalpellidae","Scalpellum",NA,NA,NA,NA,NA,"Central Chile"
"238",506854,506854,752044,"Class","Scaphopoda","Bronn, 1862",104,1,1,"Mollusca",NA,NA,NA,NA,"Scaphopoda",NA,NA,NA,"Central Chile"
"239",506895,506895,777037,"Species","Scartichthys viridis","(Valenciennes, 1836)",282676,1,1,"Chordata","Perciformes","Blenniidae","Scartichthys","Scartichthys viridis","Actinopteri",TRUE,"LC",NA,"Central Chile"
"240",507355,507355,758686,"Species","Schroederichthys chilensis","(Guichenot, 1848)",282685,2,2,"Chordata","Carcharhiniformes","Scyliorhinidae","Schroederichthys","Schroederichthys chilensis","Elasmobranchii",TRUE,"DD",NA,"Central Chile"
"241",507757,507757,759755,"Genus","Scolelepis","Blainville, 1828",129623,2,1,"Annelida","Spionida","Spionidae","Scolelepis",NA,"Polychaeta",NA,NA,NA,"Central Chile"
"242",507953,507953,507952,"Subspecies","Scomberesox saurus saurus","(Walbaum, 1792)",236461,7,2,"Chordata","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus","Actinopteri",NA,NA,NA,"Central Chile"
"243",507955,507955,507952,"Subspecies","Scomberesox saurus scombroides","(Richardson, 1843)",293736,6,2,"Chordata","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus","Actinopteri",NA,NA,NA,"Central Chile"
"244",508630,508630,508615,"Species","Sebastes capensis","(Gmelin, 1789)",221446,1,1,"Chordata","Scorpaeniformes","Sebastidae","Sebastes","Sebastes capensis","Actinopteri",NA,NA,NA,"Central Chile"
"245",509414,509414,759086,"Species","Seriolella porosa","Guichenot, 1848",282757,4,2,"Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella porosa","Actinopteri",NA,NA,NA,"Central Chile"
"246",509417,509417,759086,"Species","Seriolella violacea","Guichenot, 1848",282760,4,2,"Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella violacea","Actinopteri",TRUE,"LC",NA,"Central Chile"
"247",509584,509584,767598,"Species","Serratosagitta pacifica","(Tokioka, 1940)",266268,7,1,"Chaetognatha","Aphragmophora","Sagittidae","Serratosagitta","Serratosagitta pacifica","Sagittoidea",NA,NA,NA,"Central Chile"
"248",509586,509586,767598,"Species","Serratosagitta serratodentata","(Krohn, 1853)",105464,1,1,"Chaetognatha","Aphragmophora","Sagittidae","Serratosagitta","Serratosagitta serratodentata","Sagittoidea",NA,NA,NA,"Central Chile"
"249",509587,509587,767598,"Species","Serratosagitta tasmanica","(Thompson, 1947)",105465,4,1,"Chaetognatha","Aphragmophora","Sagittidae","Serratosagitta","Serratosagitta tasmanica","Sagittoidea",NA,NA,NA,"Central Chile"
"250",509900,509900,777055,"Species","Sicyases sanguineus","Müller & Troschel, 1843",282773,1,1,"Chordata","Gobiesociformes","Gobiesocidae","Sicyases","Sicyases sanguineus","Actinopteri",NA,NA,NA,"Central Chile"
"251",510337,510337,777060,"Species","Sindoscopus australis","(Fowler & Bean, 1923)",282795,2,2,"Chordata","Perciformes","Dactyloscopidae","Sindoscopus","Sindoscopus australis","Actinopteri",TRUE,"LC",NA,"Central Chile"
