"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","order","family","genus","species","class","worms_id","redlist","status","hab","gisd","ecoregion"
"1298",742290,742290,770797,"Genus","Climacodium","Grunow, 1868",20,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Climacodium",NA,"Bacillariophyceae",196803,NA,NA,NA,NA,"Central Peru"
"1299",742291,742291,742290,"Species","Climacodium frauenfeldianum","Grunow, 1868",28,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Climacodium","Climacodium frauenfeldianum","Bacillariophyceae",196804,NA,NA,NA,NA,"Central Peru"
"1300",742320,742320,746337,"Genus","Cloacibacterium","Allen, Lawson, Collins, Falsen & Tanner, 2006",15,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Cloacibacterium",NA,"Flavobacteria",571111,NA,NA,NA,NA,"Central Peru"
"1301",742326,742326,742327,"Family","Clostridiaceae",NA,2,1,"Firmicutes","Clostridiales","Clostridiaceae",NA,NA,"Clostridia",393095,NA,NA,NA,NA,"Central Peru"
"1302",742327,742327,813844,"Order","Clostridiales",NA,8,1,"Firmicutes","Clostridiales",NA,NA,NA,"Clostridia",393070,NA,NA,NA,NA,"Central Peru"
"1303",742328,742328,742326,"Genus","Clostridium",NA,8,1,"Firmicutes","Clostridiales","Clostridiaceae","Clostridium",NA,"Clostridia",393096,NA,NA,NA,NA,"Central Peru"
"1304",742333,742333,742334,"Family","Clupeidae","Cuvier, 1816",1,1,"Chordata","Clupeiformes","Clupeidae",NA,NA,"Actinopteri",125464,NA,NA,NA,NA,"Central Peru"
"1305",742412,742412,770903,"Genus","Codonella","Haeckel, 1873",3,1,"Ciliophora","Choreotrichida","Codonellidae","Codonella",NA,"Oligotrichea",150203,NA,NA,NA,NA,"Central Peru"
"1306",742491,742491,742915,"Genus","Collinsella",NA,2,1,"Actinobacteria","Coriobacteriales","Coriobacteriaceae","Collinsella",NA,"Actinobacteria",559801,NA,NA,NA,NA,"Central Peru"
"1307",742507,742507,772670,"Species","Colobocentrotus pedifer","(de Blainville)",1,1,"Echinodermata","Camarodonta","Echinometridae","Colobocentrotus","Colobocentrotus pedifer","Echinoidea",513799,NA,NA,NA,NA,"Central Peru"
"1308",742567,742567,742568,"Genus","Colwellia",NA,2,1,"Proteobacteria","Alteromonadales","Colwelliaceae","Colwellia",NA,"Gammaproteobacteria",393930,NA,NA,NA,NA,"Central Peru"
"1309",742574,742574,740364,"Family","Comamonadaceae",NA,32,1,"Proteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Betaproteobacteria",393948,NA,NA,NA,NA,"Central Peru"
"1310",742575,742575,742574,"Genus","Comamonas",NA,4,1,"Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA,"Betaproteobacteria",569917,NA,NA,NA,NA,"Central Peru"
"1311",742731,742731,816054,"Genus","Conexibacter","Monciardini, Cavaletti, Schumann, Rohde & Donadio, 2003",3,1,"Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA,"Actinobacteria",559811,NA,NA,NA,NA,"Central Peru"
"1312",742851,742851,816110,"Genus","Coprothermobacter","Rainey & Stackebrandt, 1993",1,1,"Firmicutes","Thermoanaerobacterales","Thermodesulfobiaceae","Coprothermobacter",NA,"Clostridia",571119,NA,NA,NA,NA,"Central Peru"
"1313",742915,742915,816020,"Family","Coriobacteriaceae","(Stackebrandt, Rainey & Ward-Rainey, 1997) emend. Zhi, Li & Stackebrandt, 2009",1,1,"Actinobacteria","Coriobacteriales","Coriobacteriaceae",NA,NA,"Actinobacteria",559800,NA,NA,NA,NA,"Central Peru"
"1314",742996,742996,816055,"Genus","Corynebacterium","(Lehmann & Neumann, 1896) emend. Bernard, Wiebe, Burdz, Reimer, Ng, Singh, Schindle & Pacheco, 2010",34,1,"Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA,"Actinobacteria",559528,NA,NA,NA,NA,"Central Peru"
"1315",743005,743005,743007,"Genus","Coryphaena","Linnaeus, 1758",1,1,"Chordata","Perciformes","Coryphaenidae","Coryphaena",NA,"Actinopteri",125960,NA,NA,NA,NA,"Central Peru"
"1316",743034,743034,427540,"Species","Coscinodiscus marginatus","Ehrenberg, 1844",8,1,"Ochrophyta","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus marginatus","Bacillariophyceae",156629,NA,NA,NA,NA,"Central Peru"
"1317",743077,743077,756533,"Genus","Coxiella","E. A. Smith, 1894",2,1,"Mollusca","Littorinimorpha","Pomatiopsidae","Coxiella",NA,"Gastropoda",722760,NA,NA,NA,NA,"Central Peru"
"1318",743080,743080,428175,"Species","Coxliella annulata","(Daday, 1886)",11,1,"Ciliophora","Choreotrichida","Metacylididae","Coxliella","Coxliella annulata","Oligotrichea",427479,NA,NA,NA,NA,"Central Peru"
"1319",743146,743146,1028916,"Genus","Creagrutus","Günther, 1864",37,2,"Chordata","Characiformes","Characidae","Creagrutus",NA,"Actinopteri",268868,NA,NA,NA,NA,"Central Peru"
"1320",743148,743148,738728,"Phylum","Crenarchaeota",NA,27,1,"Crenarchaeota",NA,NA,NA,NA,NA,559440,NA,NA,NA,NA,"Central Peru"
"1321",743155,743155,775715,"Genus","Crenicichla","Heckel, 1840",1,1,"Chordata","Perciformes","Cichlidae","Crenicichla",NA,"Actinopteri",268872,NA,NA,NA,NA,"Central Peru"
"1322",743159,743159,805501,"Family","Crenotrichaceae",NA,3,1,"Proteobacteria","Methylococcales","Crenotrichaceae",NA,NA,"Gammaproteobacteria",571122,NA,NA,NA,NA,"Central Peru"
"1323",743210,743210,770621,"Class","Crinoidea",NA,4,2,"Echinodermata",NA,NA,NA,NA,"Crinoidea",123081,NA,NA,NA,NA,"Central Peru"
"1324",743268,743268,738943,"Subphylum","Crustacea","Brünnich, 1772",6,2,"Arthropoda",NA,NA,NA,NA,NA,1066,NA,NA,NA,NA,"Central Peru"
"1325",743278,743278,746338,"Family","Cryomorphaceae","Bowman, Mancuso Nichols & Gibson, 2003",6,1,"Bacteroidetes","Flavobacteriales","Cryomorphaceae",NA,NA,"Flavobacteria",559981,NA,NA,NA,NA,"Central Peru"
"1326",743350,743350,741654,"Genus","Ctenobrycon","Eigenmann, 1908",8,2,"Chordata","Characiformes","Characidae","Ctenobrycon",NA,"Actinopteri",268896,NA,NA,NA,NA,"Central Peru"
"1327",743445,743445,740363,"Genus","Cupriavidus","Makkar & Casida, 1987",9,1,"Proteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",NA,"Betaproteobacteria",571126,NA,NA,NA,NA,"Central Peru"
"1328",743454,743454,742574,"Genus","Curvibacter",NA,3,1,"Proteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA,"Betaproteobacteria",393949,NA,NA,NA,NA,"Central Peru"
"1329",743486,743486,770523,"Phylum","Cyanobacteria","Stanier ex Cavalier-Smith, 2002",18,1,"Cyanobacteria",NA,NA,NA,NA,NA,146537,NA,NA,NA,NA,"Central Peru"
"1330",743571,743571,770764,"Genus","Cyclotella","(Kützing) Brébisson, 1838",461,1,"Ochrophyta","Thalassiosirales","Stephanodiscaceae","Cyclotella",NA,"Bacillariophyceae",148905,NA,NA,NA,NA,"Central Peru"
"1331",743738,743738,816021,"Infraorder","Cystobacteraceae",NA,1,1,"Proteobacteria","Myxococcales",NA,NA,NA,"Deltaproteobacteria",571128,NA,NA,NA,NA,"Central Peru"
"1332",743787,743787,431814,"Species","Dactyliosolen fragilissimus","(Bergon) Hasle, 1996",805,2,"Ochrophyta","Rhizosoleniales","Rhizosoleniaceae","Dactyliosolen","Dactyliosolen fragilissimus","Bacillariophyceae",149310,NA,NA,NA,NA,"Central Peru"
"1333",743902,743902,758054,"Genus","Dechloromonas",NA,1,1,"Proteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas",NA,"Betaproteobacteria",NA,NA,NA,NA,NA,"Central Peru"
"1334",743909,743909,739456,"Phylum","Deferribacteres","Garrity & Holt, 2002",50,1,"Deferribacteres",NA,NA,NA,NA,NA,564353,NA,NA,NA,NA,"Central Peru"
"1335",743918,743918,1024900,"Class","Dehalococcoidetes",NA,740,1,"Chloroflexi",NA,NA,NA,NA,"Dehalococcoidetes",571133,NA,NA,NA,NA,"Central Peru"
"1336",743923,743923,816057,"Genus","Deinococcus","Brooks & Murray, 1981",4,1,"Deinococcus-Thermus","Deinococcales","Deinococcaceae","Deinococcus",NA,"Deinococci",571138,NA,NA,NA,NA,"Central Peru"
"1337",743928,743928,742574,"Genus","Delftia","Wen, Fegan, Hayward, Chakraborty & Sly, 1999",8,1,"Proteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"Betaproteobacteria",571139,NA,NA,NA,NA,"Central Peru"
"1338",743939,743939,753566,"Family","Delphinidae","Gray, 1821",1,1,"Chordata","Cetartiodactyla","Delphinidae",NA,NA,"Mammalia",136980,NA,NA,NA,NA,"Central Peru"
"1339",743940,743940,757008,"Class","Deltaproteobacteria",NA,118,1,"Proteobacteria",NA,NA,NA,NA,"Deltaproteobacteria",392754,NA,NA,NA,NA,"Central Peru"
"1340",744205,744205,760697,"Genus","Desulfobacca","Oude Elferink, Akkermans-van Vliet, Bogte & Stams, 1999",3,1,"Proteobacteria","Syntrophobacterales","Syntrophaceae","Desulfobacca",NA,"Deltaproteobacteria",571147,NA,NA,NA,NA,"Central Peru"
"1341",744207,744207,744208,"Family","Desulfobacteraceae",NA,28,1,"Proteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA,"Deltaproteobacteria",393982,NA,NA,NA,NA,"Central Peru"
"1342",744209,744209,744207,"Genus","Desulfobacterium",NA,13,1,"Proteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium",NA,"Deltaproteobacteria",570038,NA,NA,NA,NA,"Central Peru"
"1343",744210,744210,744207,"Genus","Desulfobacula",NA,5,1,"Proteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacula",NA,"Deltaproteobacteria",570044,NA,NA,NA,NA,"Central Peru"
"1344",744211,744211,744208,"Family","Desulfobulbaceae",NA,12,1,"Proteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA,"Deltaproteobacteria",570067,NA,NA,NA,NA,"Central Peru"
"1345",744212,744212,744211,"Genus","Desulfobulbus",NA,1,1,"Proteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",NA,"Deltaproteobacteria",570068,NA,NA,NA,NA,"Central Peru"
"1346",744219,744219,744241,"Family","Desulfohalobiaceae",NA,1,1,"Proteobacteria","Desulfovibrionales","Desulfohalobiaceae",NA,NA,"Deltaproteobacteria",394175,NA,NA,NA,NA,"Central Peru"
"1347",744222,744222,760697,"Genus","Desulfomonile",NA,1,1,"Proteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile",NA,"Deltaproteobacteria",570205,NA,NA,NA,NA,"Central Peru"
"1348",744231,744231,744211,"Genus","Desulforhopalus","Isaksen & Teske, 1999",1,1,"Proteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus",NA,"Deltaproteobacteria",571159,NA,NA,NA,NA,"Central Peru"
"1349",744232,744232,744207,"Genus","Desulfosarcina","Widdel, 1981",2,1,"Proteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfosarcina",NA,"Deltaproteobacteria",570058,NA,NA,NA,NA,"Central Peru"
"1350",744235,744235,744211,"Genus","Desulfotalea",NA,1,1,"Proteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea",NA,"Deltaproteobacteria",570080,NA,NA,NA,NA,"Central Peru"
"1351",744238,744238,755251,"Genus","Desulfotomaculum",NA,1,1,"Firmicutes","Clostridiales","Peptococcaceae","Desulfotomaculum",NA,"Clostridia",NA,NA,NA,NA,NA,"Central Peru"
"1352",744245,744245,761388,"Order","Desulfurococcales","Huber & Stetter, 2002",6,1,"Crenarchaeota","Desulfurococcales",NA,NA,NA,"Thermoprotei",559442,NA,NA,NA,NA,"Central Peru"
"1353",744247,744247,744248,"Family","Desulfuromonadaceae",NA,3,1,"Proteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA,"Deltaproteobacteria",570104,NA,NA,NA,NA,"Central Peru"
"1354",744248,744248,743940,"Order","Desulfuromonadales",NA,1,1,"Proteobacteria","Desulfuromonadales",NA,NA,NA,"Deltaproteobacteria",570103,NA,NA,NA,NA,"Central Peru"
"1355",744250,744250,744247,"Genus","Desulfuromusa",NA,1,1,"Proteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromusa",NA,"Deltaproteobacteria",394054,NA,NA,NA,NA,"Central Peru"
"1356",744259,744259,748573,"Genus","Devosia",NA,2,1,"Proteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",NA,"Alphaproteobacteria",567418,NA,NA,NA,NA,"Central Peru"
"1357",744303,744303,742574,"Genus","Diaphorobacter","Khan & Hiraishi, 2003",15,1,"Proteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter",NA,"Betaproteobacteria",571163,NA,NA,NA,NA,"Central Peru"
"1358",744423,744423,816066,"Genus","Dietzia","Rainey, Klatte, Kroppenstedt & Stackebrandt, 1995",2,1,"Actinobacteria","Actinomycetales","Dietziaceae","Dietzia",NA,"Actinobacteria",559530,NA,NA,NA,NA,"Central Peru"
"1359",744453,744453,849945,"Infraphylum","Dinoflagellata",NA,404,3,"Myzozoa",NA,NA,NA,NA,NA,146203,NA,NA,NA,NA,"Central Peru"
"1360",744456,744456,434520,"Subspecies","Dinophysis caudata tripos",NA,2443,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis caudata","Dinophyceae",NA,NA,NA,NA,NA,"Central Peru"
"1361",744466,744466,621162,"Species","Dinophysis uracantha","Stein, 1883",4,1,"Myzozoa","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis uracantha","Dinophyceae",109664,NA,NA,NA,NA,"Central Peru"
"1362",744554,744554,621635,"Species","Diplopsalopsis bomba","(Stein) J.D.Dodge & S.Toriumi, 1993",183,3,"Myzozoa","Peridiniales","Protoperidiniaceae","Diplopsalopsis","Diplopsalopsis bomba","Dinophyceae",155560,NA,NA,NA,NA,"Central Peru"
"1363",744591,744591,757063,"Phylum","Discomitochondria",NA,1183,1,"Discomitochondria",NA,NA,NA,NA,NA,146221,NA,NA,NA,NA,"Central Peru"
"1364",744610,744610,435550,"Species","Discosphaera tubifer",NA,2,1,"Haptophyta","Coccosphaerales","Rhabdosphaeraceae","Discosphaera","Discosphaera tubifer","Coccolithophyceae",NA,NA,NA,NA,NA,"Central Peru"
"1365",744643,744643,770771,"Genus","Ditylum","J.W.Bailey, 1861",32,1,"Ochrophyta","Lithodesmiales","Lithodesmiaceae","Ditylum",NA,"Bacillariophyceae",149022,NA,NA,NA,NA,"Central Peru"
"1366",744676,744676,1014135,"Family","Doliolidae","Bronn, 1862",22,1,"Chordata","Doliolida","Doliolidae",NA,NA,"Thaliacea",137215,NA,NA,NA,NA,"Central Peru"
"1367",744710,744710,749169,"Genus","Dorea","Taras, Simmering, Collins, Lawson & Blaut, 2002",2,1,"Firmicutes","Clostridiales","Lachnospiraceae","Dorea",NA,"Clostridia",571324,NA,NA,NA,NA,"Central Peru"
"1368",744719,744719,436119,"Genus","Dorippe","Weber, 1795",1,1,"Arthropoda","Decapoda","Dorippidae","Dorippe",NA,"Malacostraca",205712,NA,NA,NA,NA,"Central Peru"
"1369",744920,744920,824324,"Family","Echinidae","Gray, 1825",1,1,"Echinodermata","Camarodonta","Echinidae",NA,NA,"Echinoidea",123160,NA,NA,NA,NA,"Central Peru"
"1370",744929,744929,738303,"Phylum","Echinodermata","Bruguière, 1791 [ex Klein, 1734]",1,1,"Echinodermata",NA,NA,NA,NA,NA,1806,NA,NA,NA,NA,"Central Peru"
"1371",744965,744965,756395,"Subclass","Echiura",NA,1,1,"Annelida",NA,NA,NA,NA,"Polychaeta",1269,NA,NA,NA,NA,"Central Peru"
"1372",744996,744996,741974,"Genus","Ectothiorhodospira",NA,1,1,"Proteobacteria","Chromatiales","Chromatiaceae","Ectothiorhodospira",NA,"Gammaproteobacteria",570402,NA,NA,NA,NA,"Central Peru"
"1373",744997,744997,741975,"Family","Ectothiorhodospiraceae",NA,7,1,"Proteobacteria","Chromatiales","Ectothiorhodospiraceae",NA,NA,"Gammaproteobacteria",570404,NA,NA,NA,NA,"Central Peru"
"1374",744998,744998,737177,"Genus","Edaphobacter","Koch, Gich, Dunfield & Overmann, 2008",1,1,"Acidobacteria","Acidobacteriales","Acidobacteriaceae","Edaphobacter",NA,"Acidobacteria",571180,NA,NA,NA,NA,"Central Peru"
"1375",745028,745028,745027,"Species","Eigenmannia virescens","(Valenciennes, 1836)",2,2,"Chordata","Gymnotiformes","Sternopygidae","Eigenmannia","Eigenmannia virescens","Actinopterygii",NA,NA,NA,NA,NA,"Central Peru"
"1376",745082,745082,746337,"Genus","Elizabethkingia","Kim, Kim, Lim, Park & Lee, 2005",1,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Elizabethkingia",NA,"Flavobacteria",571289,NA,NA,NA,NA,"Central Peru"
"1377",745116,745116,768610,"Species","Elthusa vulgaris","(Stimpson, 1857)",3,1,"Arthropoda","Isopoda","Cymothoidae","Elthusa","Elthusa vulgaris","Malacostraca",256803,NA,NA,NA,NA,"Central Peru"
"1378",745118,745118,1014076,"Order","Elusimicrobiales",NA,10,1,"Elusimicrobia","Elusimicrobiales",NA,NA,NA,"Elusimicrobia(class)",571256,NA,NA,NA,NA,"Central Peru"
"1379",745206,745206,752225,"Genus","Enhydrobacter","Staley, Irgens & Brenner, 1987",8,1,"Proteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter",NA,"Gammaproteobacteria",571361,NA,NA,NA,NA,"Central Peru"
"1380",745261,745261,745262,"Genus","Enterobacter","Hormaeche & Edwards, 1960",1,1,"Proteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA,"Gammaproteobacteria",571259,NA,NA,NA,NA,"Central Peru"
"1381",745262,745262,779711,"Family","Enterobacteriaceae",NA,33,1,"Proteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"Gammaproteobacteria",414809,NA,NA,NA,NA,"Central Peru"
"1382",745264,745264,805496,"Genus","Enterococcus","Thiercelin & Jouhaud, 1903",1,1,"Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus",NA,"Bacili",565140,NA,NA,NA,NA,"Central Peru"
"1383",745375,745375,772828,"Species","Epiplocylis undella","(Ostenfeld & Schmidt) Jörgensen, 1927",17,1,"Ciliophora","Choreotrichida","Epiplocylididae","Epiplocylis","Epiplocylis undella","Oligotrichea",341668,NA,NA,NA,NA,"Central Peru"
"1384",745507,745507,816022,"Family","Erysipelotrichaceae",NA,7,1,"Firmicutes","Erysipelotrichales","Erysipelotrichaceae",NA,NA,"Erysipelotrichi",570933,NA,NA,NA,NA,"Central Peru"
"1385",745510,745510,745511,"Genus","Erythrobacter","Shiba & Simidu, 1982",1,1,"Proteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA,"Alphaproteobacteria",393075,NA,NA,NA,NA,"Central Peru"
"1386",745511,745511,759709,"Family","Erythrobacteraceae",NA,5,1,"Proteobacteria","Sphingomonadales","Erythrobacteraceae",NA,NA,"Alphaproteobacteria",568242,NA,NA,NA,NA,"Central Peru"
"1387",745539,745539,758291,"Genus","Ethanoligenens","Xing, Ren, Li, Lin, Wange & Zhao, 2006",1,1,"Firmicutes","Clostridiales","Ruminococcaceae","Ethanoligenens",NA,"Clostridia",571445,NA,NA,NA,NA,"Central Peru"
"1388",745596,745596,745595,"Genus","Eubacterium","Prevot, 1938",2,1,"Firmicutes","Clostridiales","Eubacteriaceae","Eubacterium",NA,"Clostridia",565237,NA,NA,NA,NA,"Central Peru"
"1389",745606,745606,440887,"Species","Eucampia cornuta","(Cleve) Grunow, 1883",380,2,"Ochrophyta","Hemiaulales","Hemiaulaceae","Eucampia","Eucampia cornuta","Bacillariophyceae",248058,NA,NA,NA,NA,"Central Peru"
"1390",745850,745850,697444,"Species","Euphausia tenera","Hansen, 1905",1,1,"Arthropoda","Euphausiacea","Euphausiidae","Euphausia","Euphausia tenera","Malacostraca",221052,NA,NA,NA,NA,"Central Peru"
"1391",745899,745899,738728,"Phylum","Euryarchaeota",NA,259,1,"Euryarchaeota",NA,NA,NA,NA,NA,416226,NA,NA,NA,NA,"Central Peru"
"1392",746001,746001,626345,"Species","Eutintinnus tenuis","(Kofoid & Campbell, 1929) Kofoid & Campbell, 1939",1,1,"Ciliophora","Choreotrichida","Tintinnidae","Eutintinnus","Eutintinnus tenuis","Oligotrichea",417221,NA,NA,NA,NA,"Central Peru"
"1393",746031,746031,739449,"Genus","Exiguobacterium",NA,1,1,"Firmicutes","Bacillales","Bacillaceae","Exiguobacterium",NA,"Bacili",393993,NA,NA,NA,NA,"Central Peru"
"1394",746076,746076,737477,"Genus","Facklamia","Collins, Falsen, Lemozy, Akervall, Sjoden & Lawson, 1997",1,1,"Firmicutes","Lactobacillales","Aerococcaceae","Facklamia",NA,"Bacili",571183,NA,NA,NA,NA,"Central Peru"
"1395",746077,746077,758291,"Genus","Faecalibacterium","Duncan, Hold, Harmsen, Stewart & Flint, 2002",16,1,"Firmicutes","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,"Clostridia",571446,NA,NA,NA,NA,"Central Peru"
"1396",746110,746110,758291,"Genus","Fastidiosipila",NA,1,1,"Firmicutes","Clostridiales","Ruminococcaceae","Fastidiosipila",NA,"Clostridia",571447,NA,NA,NA,NA,"Central Peru"
"1397",746212,746212,739456,"Phylum","Fibrobacteres",NA,1,1,"Fibrobacteres",NA,NA,NA,NA,NA,571284,NA,NA,NA,NA,"Central Peru"
"1398",746245,746245,509465,"Subfamily","Filograninae","Rioja, 1923",3,1,"Annelida","Sabellida","Serpulidae",NA,NA,"Polychaeta",886860,NA,NA,NA,NA,"Central Peru"
"1399",746256,746256,779214,"Genus","Finegoldia",NA,4,1,"Firmicutes","Clostridiales","Clostridiales incertae sedis","Finegoldia",NA,"Clostridia",NA,NA,NA,NA,NA,"Central Peru"
"1400",746260,746260,739456,"Phylum","Firmicutes",NA,11,1,"Firmicutes",NA,NA,NA,NA,NA,377975,NA,NA,NA,NA,"Central Peru"
"1401",746291,746291,771490,"Family","Flabelligeridae","de Saint-Joseph, 1894",1,1,"Annelida","Terebellida","Flabelligeridae",NA,NA,"Polychaeta",976,NA,NA,NA,NA,"Central Peru"
"1402",746337,746337,746338,"Family","Flavobacteriaceae","(Reichenbach, 1992) emend. Bernardet, Nakagawa & Holmes, 2002",12,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae",NA,NA,"Flavobacteria",559995,NA,NA,NA,NA,"Central Peru"
"1403",746338,746338,805498,"Order","Flavobacteriales",NA,16,1,"Bacteroidetes","Flavobacteriales",NA,NA,NA,"Flavobacteria",559998,NA,NA,NA,NA,"Central Peru"
"1404",746339,746339,746337,"Genus","Flavobacterium","Bergey, Harrison, Breed, Hammer & Huntoon, 1923",1,1,"Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"Flavobacteria",562615,NA,NA,NA,NA,"Central Peru"
"1405",746366,746366,743278,"Genus","Fluviicola","O'Sullivan, Rinna, Humphreys, Weightman & Fry, 2005",2,1,"Bacteroidetes","Flavobacteriales","Cryomorphaceae","Fluviicola",NA,"Flavobacteria",559989,NA,NA,NA,NA,"Central Peru"
"1406",746372,746372,830421,"Species","Fontbotia wuellerstofi",NA,15,1,"Foraminifera","Rotaliida","Cibicididae","Fontbotia","Fontbotia wuellerstofi",NA,113117,NA,NA,NA,NA,"Central Peru"
"1407",746374,746374,823298,"Phylum","Foraminifera",NA,64,2,"Foraminifera",NA,NA,NA,NA,NA,1410,NA,NA,NA,NA,"Central Peru"
"1408",746512,746512,739456,"Phylum","Fusobacteria",NA,3,1,"Fusobacteria",NA,NA,NA,NA,NA,565446,NA,NA,NA,NA,"Central Peru"
"1409",746513,746513,746514,"Family","Fusobacteriaceae",NA,2,1,"Fusobacteria","Fusobacteriales","Fusobacteriaceae",NA,NA,"Fusobacteria",565449,NA,NA,NA,NA,"Central Peru"
"1410",746515,746515,746513,"Genus","Fusobacterium","Knorr, 1922",6,1,"Fusobacteria","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA,"Fusobacteria",571293,NA,NA,NA,NA,"Central Peru"
"1411",746596,746596,757008,"Class","Gammaproteobacteria",NA,87,1,"Proteobacteria",NA,NA,NA,NA,"Gammaproteobacteria",393018,NA,NA,NA,NA,"Central Peru"
"1412",746610,746610,739895,"Genus","Gardnerella",NA,1,1,"Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA,"Actinobacteria",559797,NA,NA,NA,NA,"Central Peru"
"1413",746714,746714,755983,"Genus","Gemmata","Franzmann & Skerman, 1985",1,1,"Planctomycetes","Planctomycetales","Planctomycetaceae","Gemmata",NA,"Planctomycetacia",571404,NA,NA,NA,NA,"Central Peru"
"1414",746715,746715,739456,"Phylum","Gemmatimonadetes",NA,7,1,"Gemmatimonadetes",NA,NA,NA,NA,NA,571298,NA,NA,NA,NA,"Central Peru"
"1415",746716,746716,816074,"Genus","Gemmatimonas",NA,4,1,"Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA,"Gemmatimonadetes(class)",571302,NA,NA,NA,NA,"Central Peru"
"1416",746736,746736,739449,"Genus","Geobacillus","Nazina, Tourova, Poltaraus, Novikova, Grigoryan, Ivanova, Lysenko, Petrunyaka, Osipov, Belyaev & Ivanov, 2001",10,1,"Firmicutes","Bacillales","Bacillaceae","Geobacillus",NA,"Bacili",564442,NA,NA,NA,NA,"Central Peru"
"1417",746737,746737,746738,"Genus","Geobacter","Lovley, Giovannoni, White, Champine, Phillips, Gorby & Goodwin, 1995",1,1,"Proteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA,"Deltaproteobacteria",571303,NA,NA,NA,NA,"Central Peru"
"1418",746738,746738,744248,"Family","Geobacteraceae",NA,1,1,"Proteobacteria","Desulfuromonadales","Geobacteraceae",NA,NA,"Deltaproteobacteria",394053,NA,NA,NA,NA,"Central Peru"
"1419",746748,746748,816112,"Genus","Geotoga",NA,1,1,"Thermotogae","Thermotogales","Thermotogaceae","Geotoga",NA,"Thermotogae",571502,NA,NA,NA,NA,"Central Peru"
"1420",746750,746750,1028916,"Genus","Gephyrocharax","Eigenmann, 1912",1,1,"Chordata","Characiformes","Characidae","Gephyrocharax",NA,"Actinopteri",269201,NA,NA,NA,NA,"Central Peru"
"1421",746812,746812,737778,"Genus","Glaciecola",NA,2,1,"Proteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola",NA,"Gammaproteobacteria",393087,NA,NA,NA,NA,"Central Peru"
"1422",746828,746828,746827,"Species","Globigerina bulloides","d'Orbigny, 1826",109,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina bulloides","Globothalamea",113434,NA,NA,NA,NA,"Central Peru"
"1423",746830,746830,746827,"Species","Globigerina megastoma","Earland, 1934",3,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina megastoma","Globothalamea",730492,NA,NA,NA,NA,"Central Peru"
"1424",746839,746839,768186,"Species","Globigerinella calida","(Parker, 1962)",7,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinella","Globigerinella calida","Globothalamea",418106,NA,NA,NA,NA,"Central Peru"
"1425",746841,746841,768186,"Species","Globigerinella siphonifera","(d'Orbigny, 1839)",19,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerinella","Globigerinella siphonifera","Globothalamea",113440,NA,NA,NA,NA,"Central Peru"
