"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","class","redlist","status","species","hab","gisd","ecoregion"
"1",395447,395447,700476,"Genus","Abra","Lamarck, 1818",138474,1,1,"Mollusca","Cardiida","Semelidae","Abra","Bivalvia",NA,NA,NA,NA,NA,"Rio Grande"
"2",395781,395781,395780,"Species","Acanthistius brasilianus","(Cuvier, 1828)",278720,1,1,"Chordata","Perciformes","Serranidae","Acanthistius","Actinopteri",TRUE,"DD","Acanthistius brasilianus",NA,NA,"Rio Grande"
"3",396961,396961,695290,"Species","Acrocalanus longicornis","Giesbrecht, 1888",104646,1,1,"Arthropoda","Calanoida","Paracalanidae","Acrocalanus",NA,NA,NA,"Acrocalanus longicornis",NA,NA,"Rio Grande"
"4",397019,397019,396983,"Species","Acrochaetium microscopicum","(Nägeli ex Kützing) Nägeli, 1858",144368,5,1,"Rhodophyta",NA,"Acrochaetiaceae","Acrochaetium","Florideophyceae",NA,NA,"Acrochaetium microscopicum",NA,NA,"Rio Grande"
"5",397433,397433,459531,"Genus","Acryptolaria","Norman, 1875",117128,1,1,"Cnidaria","Leptothecata","Lafoeidae","Acryptolaria","Hydrozoa",NA,NA,NA,NA,NA,"Rio Grande"
"6",397533,397533,737331,"Genus","Acteon","Montfort, 1810",137618,7,1,"Mollusca","Heterobranchia incertae sedis","Acteonidae","Acteon","Gastropoda",NA,NA,NA,NA,NA,"Rio Grande"
"7",398748,398748,398744,"Species","Agalma okeni","Eschscholtz, 1825",135485,1,1,"Cnidaria","Siphonophorae","Agalmatidae","Agalma","Hydrozoa",NA,NA,"Agalma okeni",NA,NA,"Rio Grande"
"8",398929,398929,398914,"Species","Aglaothamnion uruguayense","(W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris, 1994",373042,1,1,"Rhodophyta","Ceramiales","Callithamniaceae","Aglaothamnion","Florideophyceae",NA,NA,"Aglaothamnion uruguayense",NA,NA,"Rio Grande"
"9",398933,398933,737560,"Species","Aglaura hemistoma","Péron & Lesueur, 1810",117851,3,1,"Cnidaria","Trachymedusae","Rhopalonematidae","Aglaura","Hydrozoa",NA,NA,"Aglaura hemistoma",NA,NA,"Rio Grande"
"10",399535,399535,737676,"Species","Alicia uruguayensis","Carlgren, 1927",291745,3,1,"Cnidaria","Actiniaria","Aliciidae","Alicia","Anthozoa",NA,NA,"Alicia uruguayensis",NA,NA,"Rio Grande"
"11",400043,400043,504575,"Genus","Alvania","Risso, 1826",138439,3,1,"Mollusca","Littorinimorpha","Rissoidae","Alvania","Gastropoda",NA,NA,NA,NA,NA,"Rio Grande"
"12",400235,400235,737817,"Species","Amallothrix paravalida","(Brodsky, 1950)",104772,3,1,"Arthropoda","Calanoida","Scolecitrichidae","Amallothrix",NA,NA,NA,"Amallothrix paravalida",NA,NA,"Rio Grande"
"13",401277,401277,695475,"Species","Amphioplus albidus","(Ljungman, 1867)",242749,2,2,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Ophiuroidea",NA,NA,"Amphioplus albidus",NA,NA,"Rio Grande"
"14",401686,401686,401633,"Species","Amphiura flexuosa","Ljungman, 1867",242936,4,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Ophiuroidea",NA,NA,"Amphiura flexuosa",NA,NA,"Rio Grande"
"15",402115,402115,770532,"Genus","Anabaena","Bory de Saint-Vincent ex Bornet & Flahault, 1886",146585,1,1,"Cyanobacteria","Nostocales","Nostocaceae","Anabaena","Cyanophyceae",NA,NA,NA,TRUE,NA,"Rio Grande"
"16",402912,402912,738284,"Genus","Anguilla","Schrank, 1798",125620,10,1,"Chordata","Anguilliformes","Anguillidae","Anguilla","Actinopteri",NA,NA,NA,NA,NA,"Rio Grande"
"17",403611,403611,601447,"Species","Anthias menezesi","Anderson & Heemstra, 1980",273827,6,3,"Chordata","Perciformes","Serranidae","Anthias","Actinopteri",NA,NA,"Anthias menezesi",NA,NA,"Rio Grande"
"18",404418,404418,755551,"Genus","Apionsoma","Sluiter, 1902",136027,3,1,"Sipuncula","Phascolosomatida","Phascolosomatidae","Apionsoma","Phascolosomatidea",NA,NA,NA,NA,NA,"Rio Grande"
"19",405606,405606,405605,"Species","Arcopsis adamsi","(Dall, 1886)",420724,1,1,"Mollusca","Arcoida","Noetiidae","Arcopsis","Bivalvia",NA,NA,"Arcopsis adamsi",NA,NA,"Rio Grande"
"20",405744,405744,771734,"Species","Ardea alba","Linnaeus, 1758",159381,1,1,"Chordata","Ciconiiformes","Ardeidae","Ardea","Aves",TRUE,"LC","Ardea alba",NA,NA,"Rio Grande"
"21",405959,405959,405954,"Species","Argyropelecus gigas","Norman, 1930",127308,2,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Actinopteri",NA,NA,"Argyropelecus gigas",NA,NA,"Rio Grande"
"22",405962,405962,405954,"Species","Argyropelecus hemigymnus","Cocco, 1829",127309,2,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Actinopteri",TRUE,"LC","Argyropelecus hemigymnus",NA,NA,"Rio Grande"
"23",406104,406104,602787,"Species","Ariomma bondi","Fowler, 1930",159592,51,3,"Chordata","Perciformes","Ariommatidae","Ariomma","Actinopteri",NA,NA,"Ariomma bondi",NA,NA,"Rio Grande"
"24",406470,406470,774934,"Species","Artemesia longinaris","Spence Bate, 1888",246225,49,2,"Arthropoda","Decapoda","Penaeidae","Artemesia","Malacostraca",NA,NA,"Artemesia longinaris",NA,NA,"Rio Grande"
"25",407386,407386,695777,"Species","Astrangia rathbuni","Vaughan, 1906",287124,11,1,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Anthozoa",NA,NA,"Astrangia rathbuni",NA,NA,"Rio Grande"
"26",407510,407510,739178,"Genus","Astronesthes","Richardson, 1845",126202,1,1,"Chordata","Stomiiformes","Stomiidae","Astronesthes","Actinopteri",NA,NA,NA,NA,NA,"Rio Grande"
"27",407573,407573,695787,"Species","Astropecten cingulatus","Sladen, 1883",178648,3,1,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Asteroidea",NA,NA,"Astropecten cingulatus",NA,NA,"Rio Grande"
"28",408004,408004,776208,"Species","Atlantoraja castelnaui","(Miranda Ribeiro, 1907)",279816,153,3,"Chordata","Rajiformes","Arhynchobatidae","Atlantoraja","Elasmobranchii",TRUE,"EN","Atlantoraja castelnaui",NA,NA,"Rio Grande"
"29",408005,408005,776208,"Species","Atlantoraja cyclophora","(Regan, 1903)",279817,100,4,"Chordata","Rajiformes","Arhynchobatidae","Atlantoraja","Elasmobranchii",TRUE,"VU","Atlantoraja cyclophora",NA,NA,"Rio Grande"
"30",408006,408006,776208,"Species","Atlantoraja platana","(Günther, 1880)",279818,13,2,"Chordata","Rajiformes","Arhynchobatidae","Atlantoraja","Elasmobranchii",TRUE,"VU","Atlantoraja platana",NA,NA,"Rio Grande"
"31",408458,408458,772037,"Genus","Aulospongus","Norman, 1878",168007,2,1,"Porifera","Axinellida","Raspailiidae","Aulospongus","Demospongiae",NA,NA,NA,NA,NA,"Rio Grande"
"32",408772,408772,408771,"Subspecies","Auxis thazard thazard","(Lacepède, 1800)",293552,2,1,"Chordata","Perciformes","Scombridae","Auxis","Actinopteri",NA,NA,"Auxis thazard",NA,NA,"Rio Grande"
"33",409235,409235,739484,"Species","Balaenoptera borealis","Lesson, 1828",137088,1,1,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Mammalia",TRUE,"EN","Balaenoptera borealis",NA,NA,"Rio Grande"
"34",409240,409240,739484,"Species","Balaenoptera physalus","(Linnaeus, 1758)",137091,1,1,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Mammalia",TRUE,"EN","Balaenoptera physalus",NA,NA,"Rio Grande"
"35",409509,409509,409508,"Species","Bangia atropurpurea","(Mertens ex Roth) C.Agardh, 1824",144423,7,1,"Rhodophyta","Bangiales","Bangiaceae","Bangia","Bangiophyceae",NA,NA,"Bangia atropurpurea",NA,NA,"Rio Grande"
"36",410061,410061,834471,"Genus","Barleeia","W. Clark, 1853",137690,1,1,"Mollusca","Littorinimorpha","Barleeiidae","Barleeia","Gastropoda",NA,NA,NA,NA,NA,"Rio Grande"
"37",410147,410147,776227,"Species","Bassanago albescens","(Barnard, 1923)",313889,4,1,"Chordata","Anguilliformes","Congridae","Bassanago","Actinopteri",NA,NA,"Bassanago albescens",NA,NA,"Rio Grande"
"38",410255,410255,776228,"Species","Bathyanthias roseus","Günther, 1880",279869,4,1,"Chordata","Perciformes","Serranidae","Bathyanthias","Actinopteri",NA,NA,"Bathyanthias roseus",NA,NA,"Rio Grande"
"39",410290,410290,410289,"Species","Bathybiaster loripes","Sladen, 1889",172715,1,1,"Echinodermata","Paxillosida","Astropectinidae","Bathybiaster","Asteroidea",NA,NA,"Bathybiaster loripes",NA,NA,"Rio Grande"
"40",410416,410416,747062,"Genus","Bathyglycinde","Fauchald, 1972",238729,1,1,"Annelida","Phyllodocida","Goniadidae","Bathyglycinde","Polychaeta",NA,NA,NA,NA,NA,"Rio Grande"
"41",411021,411021,768185,"Species","Beella digitata","(Brady, 1879)",113433,3,2,"Foraminifera","Globigerinida","Globigerinidae","Beella","Globothalamea",NA,NA,"Beella digitata",NA,NA,"Rio Grande"
"42",411300,411300,739832,"Species","Benthobatis kreffti","Rincón, Stehmann & Vooren, 2001",279902,1,1,"Chordata","Torpediniformes","Narcinidae","Benthobatis","Elasmobranchii",TRUE,"VU","Benthobatis kreffti",NA,NA,"Rio Grande"
"43",411334,411334,695973,"Species","Benthodesmus elongatus","(Clarke, 1879)",127086,18,2,"Chordata","Perciformes","Trichiuridae","Benthodesmus","Actinopteri",NA,NA,"Benthodesmus elongatus",NA,NA,"Rio Grande"
"44",411362,411362,695977,"Species","Benthomangelia macra","(Watson, 1881)",139224,2,1,"Mollusca","Neogastropoda","Mangeliidae","Benthomangelia","Gastropoda",NA,NA,"Benthomangelia macra",NA,NA,"Rio Grande"
"45",411477,411477,411471,"Species","Beryx splendens","Lowe, 1834",126395,20,2,"Chordata","Beryciformes","Berycidae","Beryx","Actinopteri",NA,NA,"Beryx splendens",NA,NA,"Rio Grande"
"46",412984,412984,412982,"Species","Brama brama","(Bonnaterre, 1788)",126783,5,1,"Chordata","Perciformes","Bramidae","Brama","Actinopteri",NA,NA,"Brama brama",NA,NA,"Rio Grande"
"47",413450,413450,770257,"Genus","Bryopsis","J.V.Lamouroux, 1809",143812,1,1,"Chlorophyta","Bryopsidales","Bryopsidaceae","Bryopsis","Ulvophyceae",NA,NA,NA,NA,NA,"Rio Grande"
"48",413472,413472,413450,"Species","Bryopsis plumosa","(Hudson) C.Agardh, 1823",144457,1,1,"Chlorophyta","Bryopsidales","Bryopsidaceae","Bryopsis","Ulvophyceae",NA,NA,"Bryopsis plumosa",NA,NA,"Rio Grande"
"49",413495,413495,769377,"Genus","Bubaris","Gray, 1867",131783,2,1,"Porifera","Bubarida","Bubaridae","Bubaris","Demospongiae",NA,NA,NA,NA,NA,"Rio Grande"
"50",414096,414096,445071,"Genus","Cadulus","Philippi, 1844",138024,1,1,"Mollusca","Gadilida","Gadilidae","Cadulus","Scaphopoda",NA,NA,NA,NA,NA,"Rio Grande"
"51",414434,414434,608154,"Species","Calanoides acutus","(Giesbrecht, 1902)",342434,1,1,"Arthropoda","Calanoida","Calanidae","Calanoides",NA,NA,NA,"Calanoides acutus",NA,NA,"Rio Grande"
"52",414480,414480,414462,"Species","Calanus simillimus","Giesbrecht, 1902",342436,1,1,"Arthropoda","Calanoida","Calanidae","Calanus",NA,NA,NA,"Calanus simillimus",NA,NA,"Rio Grande"
"53",414543,414543,774525,"Species","Calcidiscus leptoporus","(G.Murray & V.H.Blackman) Loeblich Jr. & Tappan, 1978",235923,6,2,"Haptophyta","Coccolithales","Calcidiscaceae","Calcidiscus","Prymnesiophyceae",NA,NA,"Calcidiscus leptoporus",NA,NA,"Rio Grande"
"54",414600,414600,414599,"Species","Calidris alba","(Pallas, 1764)",159084,16,1,"Chordata","Charadriiformes","Scolopacidae","Calidris","Aves",TRUE,"LC","Calidris alba",NA,NA,"Rio Grande"
"55",414603,414603,414599,"Species","Calidris canutus","(Linnaeus, 1758)",147433,1,1,"Chordata","Charadriiformes","Scolopacidae","Calidris","Aves",TRUE,"LC","Calidris canutus",NA,NA,"Rio Grande"
"56",414605,414605,414599,"Species","Calidris fuscicollis","(Vieillot, 1819)",159050,13,2,"Chordata","Charadriiformes","Scolopacidae","Calidris","Aves",TRUE,"LC","Calidris fuscicollis",NA,NA,"Rio Grande"
"57",414611,414611,414599,"Species","Calidris pusilla","(Linnaeus, 1766)",159055,18,1,"Chordata","Charadriiformes","Scolopacidae","Calidris","Aves",TRUE,"NT","Calidris pusilla",NA,NA,"Rio Grande"
"58",414730,414730,414728,"Species","Calliactis androgyna","Riemann-Zürneck, 1975",283609,2,2,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Anthozoa",NA,NA,"Calliactis androgyna",NA,NA,"Rio Grande"
"59",414831,414831,792977,"Genus","Callinectes","Stimpson, 1860",106921,4,1,"Arthropoda","Decapoda","Portunidae","Callinectes","Malacostraca",NA,NA,NA,NA,NA,"Rio Grande"
"60",414838,414838,414831,"Species","Callinectes ornatus","Ordway, 1863",158053,10,2,"Arthropoda","Decapoda","Portunidae","Callinectes","Malacostraca",NA,NA,"Callinectes ornatus",NA,NA,"Rio Grande"
"61",415422,415422,608894,"Species","Calocalanus plumulosus","(Claus, 1863)",211848,3,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus",NA,NA,NA,"Calocalanus plumulosus",NA,NA,"Rio Grande"
"62",415561,415561,415549,"Species","Calothrix parietina","Thuret ex Bornet & Flahault, 1886",239094,4,1,"Cyanobacteria","Nostocales","Rivulariaceae","Calothrix","Cyanophyceae",NA,NA,"Calothrix parietina",NA,NA,"Rio Grande"
"63",415667,415667,415663,"Species","Calyptraea centralis","(Conrad, 1841)",419701,1,1,"Mollusca","Littorinimorpha","Calyptraeidae","Calyptraea","Gastropoda",NA,NA,"Calyptraea centralis",NA,NA,"Rio Grande"
"64",416163,416163,609426,"Species","Candacia bipinnata","(Giesbrecht, 1889)",104475,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,NA,NA,"Candacia bipinnata",NA,NA,"Rio Grande"
"65",416171,416171,609426,"Species","Candacia curta","(Dana, 1849)",104476,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,NA,NA,"Candacia curta",NA,NA,"Rio Grande"
"66",416174,416174,609426,"Species","Candacia ethiopica","(Dana, 1849)",104478,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,NA,NA,"Candacia ethiopica",NA,NA,"Rio Grande"
"67",416181,416181,609426,"Species","Candacia maxima","Vervoort, 1957",342438,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia",NA,NA,NA,"Candacia maxima",NA,NA,"Rio Grande"
"68",416739,416739,696240,"Species","Carcharhinus brevipinna","(Müller & Henle, 1839)",105788,22,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii",TRUE,"NT","Carcharhinus brevipinna",NA,NA,"Rio Grande"
"69",416756,416756,696240,"Species","Carcharhinus longimanus","(Poey, 1861)",105794,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii",TRUE,"VU","Carcharhinus longimanus",NA,NA,"Rio Grande"
"70",416767,416767,696240,"Species","Carcharhinus plumbeus","(Nardo, 1827)",105797,171,2,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii",TRUE,"VU","Carcharhinus plumbeus",NA,NA,"Rio Grande"
"71",416770,416770,696240,"Species","Carcharhinus signatus","(Poey, 1868)",105798,10,3,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Elasmobranchii",TRUE,"VU","Carcharhinus signatus",NA,NA,"Rio Grande"
"72",416801,416801,775799,"Species","Carcinactis dolosa","Riemann-Zürneck, 1975",289571,8,2,"Cnidaria","Actiniaria","Sagartiidae","Carcinactis","Anthozoa",NA,NA,"Carcinactis dolosa",NA,NA,"Rio Grande"
"73",416859,416859,429954,"Genus","Cardiomya","A. Adams, 1864",137857,1,1,"Mollusca",NA,"Cuspidariidae","Cardiomya","Bivalvia",NA,NA,NA,NA,NA,"Rio Grande"
"74",417279,417279,417277,"Subspecies","Caryophyllia ambrosia caribbeana","Cairns, 1979",286726,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Anthozoa",NA,NA,"Caryophyllia ambrosia",NA,NA,"Rio Grande"
"75",417353,417353,417267,"Species","Caryophyllia scobinosa","Alcock, 1902",286765,3,1,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Anthozoa",NA,NA,"Caryophyllia scobinosa",NA,NA,"Rio Grande"
"76",417511,417511,776283,"Species","Catathyridium garmani","(Jordan, 1889)",280040,1,1,"Chordata","Pleuronectiformes","Achiridae","Catathyridium","Actinopteri",NA,NA,"Catathyridium garmani",NA,NA,"Rio Grande"
"77",417958,417958,417956,"Species","Cavolinia gibbosa","(d'Orbigny, 1834)",139028,2,1,"Mollusca","Thecosomata","Cavoliniidae","Cavolinia","Gastropoda",NA,NA,"Cavolinia gibbosa",NA,NA,"Rio Grande"
"78",417962,417962,417956,"Species","Cavolinia inflexa","(Lesueur, 1813)",139029,1,1,"Mollusca","Thecosomata","Cavoliniidae","Cavolinia","Gastropoda",NA,NA,"Cavolinia inflexa",NA,NA,"Rio Grande"
"79",418151,418151,773965,"Species","Centriscops humerosus","(Richardson, 1846)",217969,1,1,"Chordata","Syngnathiformes","Centriscidae","Centriscops","Actinopteri",NA,NA,"Centriscops humerosus",NA,NA,"Rio Grande"
"80",418217,418217,418213,"Species","Centrolophus niger","(Gmelin, 1789)",126831,2,1,"Chordata","Perciformes","Centrolophidae","Centrolophus","Actinopteri",NA,NA,"Centrolophus niger",NA,NA,"Rio Grande"
"81",418229,418229,418226,"Species","Centropages brachiatus","(Dana, 1849)",104490,2,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,NA,NA,"Centropages brachiatus",NA,NA,"Rio Grande"
"82",418246,418246,418226,"Species","Centropages velificatus","(Oliveira, 1947)",346263,4,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,NA,NA,"Centropages velificatus",NA,NA,"Rio Grande"
"83",418614,418614,816680,"Genus","Cerapus","Say, 1817",101566,1,1,"Arthropoda","Amphipoda","Ischyroceridae","Cerapus","Malacostraca",NA,NA,NA,NA,NA,"Rio Grande"
"84",418912,418912,611155,"Species","Ceratoscopelus warmingii","(Lütken, 1892)",126586,1,1,"Chordata","Myctophiformes","Myctophidae","Ceratoscopelus","Actinopteri",NA,NA,"Ceratoscopelus warmingii",NA,NA,"Rio Grande"
"85",419911,419911,611856,"Species","Chaetomorpha aerea","(Dillwyn) Kützing, 1849",145020,4,1,"Chlorophyta","Cladophorales","Cladophoraceae","Chaetomorpha","Ulvophyceae",NA,NA,"Chaetomorpha aerea",NA,NA,"Rio Grande"
"86",420313,420313,771706,"Species","Charadrius semipalmatus","Bonaparte, 1825",159126,22,2,"Chordata","Charadriiformes","Charadriidae","Charadrius","Aves",TRUE,"LC","Charadrius semipalmatus",NA,NA,"Rio Grande"
"87",420503,420503,741702,"Species","Chauliodus minimus","Parin & Novikova, 1974",275056,2,1,"Chordata","Stomiiformes","Stomiidae","Chauliodus","Actinopteri",NA,NA,"Chauliodus minimus",NA,NA,"Rio Grande"
"88",420712,420712,773690,"Species","Cheiriphotis megacheles","(Giles, 1885)",214786,8,1,"Arthropoda","Amphipoda","Corophiidae","Cheiriphotis","Malacostraca",NA,NA,"Cheiriphotis megacheles",NA,NA,"Rio Grande"
"89",421219,421219,421217,"Species","Chiridius gracilis","Farran, 1908",104290,1,1,"Arthropoda","Calanoida","Aetideidae","Chiridius",NA,NA,NA,"Chiridius gracilis",NA,NA,"Rio Grande"
"90",421221,421221,421217,"Species","Chiridius poppei","Giesbrecht, 1893",104293,1,1,"Arthropoda","Calanoida","Aetideidae","Chiridius",NA,NA,NA,"Chiridius poppei",NA,NA,"Rio Grande"
"91",421413,421413,779196,"Genus","Chlamys","Röding, 1798",138315,3,1,"Mollusca","Pectinoida","Pectinidae","Chlamys","Bivalvia",NA,NA,NA,NA,NA,"Rio Grande"
"92",421745,421745,586749,"Species","Chondracanthus teedei","(Mertens ex Roth) Kützing, 1843",145624,1,1,"Rhodophyta","Gigartinales","Gigartinaceae","Chondracanthus","Florideophyceae",NA,NA,"Chondracanthus teedei",NA,NA,"Rio Grande"
"93",422278,422278,422267,"Species","Chroococcus minor","(Kützing) Nägeli, 1849",146614,5,1,"Cyanobacteria","Chroococcales","Chroococcaceae","Chroococcus","Cyanophyceae",NA,NA,"Chroococcus minor",NA,NA,"Rio Grande"
"94",422282,422282,422267,"Species","Chroococcus turgidus","(Kützing) Nägeli, 1849",146566,4,1,"Cyanobacteria","Chroococcales","Chroococcaceae","Chroococcus","Cyanophyceae",NA,NA,"Chroococcus turgidus",NA,NA,"Rio Grande"
"95",422306,422306,700163,"Genus","Chrysallida","Carpenter, 1856",138401,1,1,"Mollusca","Heterobranchia incertae sedis","Pyramidellidae","Chrysallida","Gastropoda",NA,NA,NA,NA,NA,"Rio Grande"
"96",422804,422804,422867,"Genus","Cirolana","Leach, 1818",118399,10,1,"Arthropoda","Isopoda","Cirolanidae","Cirolana","Malacostraca",NA,NA,NA,NA,NA,"Rio Grande"
"97",423277,423277,696565,"Species","Cladophora albida","(Nees) Kutzing, 1843",145033,3,1,"Chlorophyta","Cladophorales","Cladophoraceae","Cladophora","Ulvophyceae",NA,NA,"Cladophora albida",NA,NA,"Rio Grande"
"98",423351,423351,696565,"Species","Cladophora prolifera","(Roth) Kützing, 1843",145060,1,1,"Chlorophyta","Cladophorales","Cladophoraceae","Cladophora","Ulvophyceae",NA,NA,"Cladophora prolifera",NA,NA,"Rio Grande"
"99",423380,423380,696565,"Species","Cladophora vagabunda","(Linnaeus) Hoek, 1963",145070,1,1,"Chlorophyta","Cladophorales","Cladophoraceae","Cladophora","Ulvophyceae",NA,NA,"Cladophora vagabunda",NA,NA,"Rio Grande"
"100",423704,423704,696573,"Species","Clausocalanus arcuicornis","(Dana, 1849)",104502,1,1,"Arthropoda","Calanoida","Clausocalanidae","Clausocalanus",NA,NA,NA,"Clausocalanus arcuicornis",NA,NA,"Rio Grande"
"101",424318,424318,424316,"Species","Clytemnestra scutellata","Dana, 1847",115805,1,1,"Arthropoda","Harpacticoida","Peltidiidae","Clytemnestra",NA,NA,NA,"Clytemnestra scutellata",NA,NA,"Rio Grande"
"102",424460,424460,424458,"Species","Coccolithus pelagicus","(Wallich) J.Schiller, 1930",178600,1,1,"Haptophyta","Coccolithales","Coccolithaceae","Coccolithus","Prymnesiophyceae",NA,NA,"Coccolithus pelagicus",NA,NA,"Rio Grande"
"103",425062,425062,742449,"Species","Coelorinchus marinii","Hubbs, 1934",280308,52,2,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Actinopteri",NA,NA,"Coelorinchus marinii",NA,NA,"Rio Grande"
"104",425864,425864,742732,"Species","Conger esculentus","Poey, 1861",271742,3,1,"Chordata","Anguilliformes","Congridae","Conger","Actinopteri",TRUE,"LC","Conger esculentus",NA,NA,"Rio Grande"
"105",425870,425870,742732,"Species","Conger orbignianus","Valenciennes, 1837",271747,16,3,"Chordata","Anguilliformes","Congridae","Conger","Actinopteri",NA,NA,"Conger orbignianus",NA,NA,"Rio Grande"
"106",426559,426559,616144,"Species","Copilia mirabilis","Dana, 1852",129038,1,1,"Arthropoda","Poecilostomatoida","Sapphirinidae","Copilia",NA,NA,NA,"Copilia mirabilis",NA,NA,"Rio Grande"
"107",428337,428337,743127,"Species","Crassinella lunulata","(Conrad, 1834)",420843,8,1,"Mollusca","Carditoida","Crassatellidae","Crassinella","Bivalvia",NA,NA,"Crassinella lunulata",NA,NA,"Rio Grande"
"108",428623,428623,428618,"Species","Creseis virgula","(Rang, 1828)",139035,1,1,"Mollusca","Thecosomata","Creseidae","Creseis","Gastropoda",NA,NA,"Creseis virgula",NA,NA,"Rio Grande"
"109",429350,429350,423702,"Genus","Ctenocalanus","Giesbrecht, 1888",104162,2,1,"Arthropoda","Calanoida","Clausocalanidae","Ctenocalanus",NA,NA,NA,NA,NA,NA,"Rio Grande"
"110",429352,429352,429350,"Species","Ctenocalanus vanus","Giesbrecht, 1888",104510,4,1,"Arthropoda","Calanoida","Clausocalanidae","Ctenocalanus",NA,NA,NA,"Ctenocalanus vanus",NA,NA,"Rio Grande"
"111",429458,429458,429430,"Species","Ctenogobius shufeldti","(Jordan & Eigenmann, 1887)",276490,7,2,"Chordata","Perciformes","Gobiidae","Ctenogobius","Actinopteri",TRUE,"LC","Ctenogobius shufeldti",NA,NA,"Rio Grande"
"112",429559,429559,618144,"Species","Cubiceps pauciradiatus","Günther, 1872",159424,1,1,"Chordata","Perciformes","Nomeidae","Cubiceps","Actinopteri",NA,NA,"Cubiceps pauciradiatus",NA,NA,"Rio Grande"
"113",429800,429800,696864,"Species","Cunina octonaria","McCrady, 1859",117497,2,1,"Cnidaria","Narcomedusae","Cuninidae","Cunina","Hydrozoa",NA,NA,"Cunina octonaria",NA,NA,"Rio Grande"
"114",430112,430112,696878,"Species","Cyclaspis pustulata","Zimmer, 1943",181732,1,1,"Arthropoda","Cumacea","Bodotriidae","Cyclaspis","Malacostraca",NA,NA,"Cyclaspis pustulata",NA,NA,"Rio Grande"
"115",430329,430329,743566,"Species","Cyclostrema cancellatum","Marryat, 1819",419478,1,1,"Mollusca",NA,"Liotiidae","Cyclostrema","Gastropoda",NA,NA,"Cyclostrema cancellatum",NA,NA,"Rio Grande"
"116",430392,430392,696894,"Species","Cyclothone microdon","(Günther, 1878)",127286,1,1,"Chordata","Stomiiformes","Gonostomatidae","Cyclothone","Actinopteri",NA,NA,"Cyclothone microdon",NA,NA,"Rio Grande"
"117",430894,430894,430911,"Genus","Cymothoa","Fabricius, 1793",118409,9,2,"Arthropoda","Isopoda","Cymothoidae","Cymothoa","Malacostraca",NA,NA,NA,NA,NA,"Rio Grande"
"118",431037,431037,431031,"Species","Cynoscion guatucupa","(Cuvier, 1830)",276078,470,4,"Chordata","Perciformes","Sciaenidae","Cynoscion","Actinopteri",NA,NA,"Cynoscion guatucupa",NA,NA,"Rio Grande"
"119",431053,431053,431031,"Species","Cynoscion striatus","(Cuvier, 1829)",276093,20,4,"Chordata","Perciformes","Sciaenidae","Cynoscion","Actinopteri",NA,NA,"Cynoscion striatus",NA,NA,"Rio Grande"
"120",432066,432066,757803,"Genus","Daphnella","Hinds, 1844",204343,1,1,"Mollusca","Neogastropoda",NA,"Daphnella","Gastropoda",NA,NA,NA,NA,NA,"Rio Grande"
"121",432257,432257,432256,"Species","Dasmosmilia lymani","(Pourtalès, 1871)",135152,7,1,"Cnidaria","Scleractinia","Caryophylliidae","Dasmosmilia","Anthozoa",NA,NA,"Dasmosmilia lymani",NA,NA,"Rio Grande"
"122",432298,432298,696975,"Species","Dasyatis centroura","(Mitchill, 1815)",105850,91,1,"Chordata","Myliobatiformes","Dasyatidae","Dasyatis","Elasmobranchii",TRUE,"LC","Dasyatis centroura",NA,NA,"Rio Grande"
"123",432588,432588,432585,"Species","Deltocyathus calcar","Pourtalès, 1874",286791,2,1,"Cnidaria","Scleractinia","Deltocyathidae","Deltocyathus","Anthozoa",NA,NA,"Deltocyathus calcar",NA,NA,"Rio Grande"
"124",432926,432926,432917,"Genus","Dentalium","Linnaeus, 1758",137886,1,1,"Mollusca","Dentaliida","Dentaliidae","Dentalium","Scaphopoda",NA,NA,NA,NA,NA,"Rio Grande"
