"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","ecoregion"
"119",608182,608182,414462,"Species","Calanus glacialis","Jaschnov, 1955",104465,1081,4,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus glacialis",NA,NA,NA,"High Arctic Archipelago"
"120",608189,608189,414462,"Species","Calanus hyperboreus","Krøyer, 1838",104467,1068,3,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus hyperboreus",NA,NA,NA,"High Arctic Archipelago"
"121",615444,615444,1011836,"Genus","Conchoecia","Dana, 1849",127533,1,1,"Arthropoda","Halocyprida","Halocyprididae","Conchoecia",NA,"Ostracoda",NA,NA,"High Arctic Archipelago"
"122",616102,616102,1030751,"Subclass","Copepoda","Milne Edwards, 1840",1080,110,2,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"123",617179,617179,757410,"Genus","Cottunculus","Collett, 1875",126167,1,1,"Chordata","Scorpaeniformes","Psychrolutidae","Cottunculus",NA,"Actinopteri",NA,NA,"High Arctic Archipelago"
"124",618105,618105,738303,"Phylum","Ctenophora","Eschscholtz, 1829",1248,22,1,"Ctenophora",NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"125",619669,619669,431783,"Species","Dacrydium vitreum","(Møller, 1842)",140449,1,1,"Mollusca","Mytiloida","Mytilidae","Dacrydium","Dacrydium vitreum","Bivalvia",NA,NA,"High Arctic Archipelago"
"126",624069,624069,777271,"Infraorder","Epicaridea","Latreille, 1831",13795,1,1,"Arthropoda","Isopoda",NA,NA,NA,"Malacostraca",NA,NA,"High Arctic Archipelago"
"127",628273,628273,445509,"Species","Gammarus setosus","Dementieva, 1931",102293,1,1,"Arthropoda","Amphipoda","Gammaridae","Gammarus","Gammarus setosus","Malacostraca",NA,NA,"High Arctic Archipelago"
"128",629092,629092,768215,"Species","Glomospira gordialis","(Jones & Parker, 1860)",113830,27,1,"Foraminifera","Spirillinida","Ammodiscidae","Glomospira","Glomospira gordialis","Tubothalamea",NA,NA,"High Arctic Archipelago"
"129",631494,631494,450895,"Species","Halitholus cirratus","Hartlaub, 1913",157951,7,1,"Cnidaria","Anthoathecata","Pandeidae","Halitholus","Halitholus cirratus","Hydrozoa",NA,NA,"High Arctic Archipelago"
"130",635143,635143,635142,"Species","Icelus bicornis","(Reinhardt, 1840)",127199,29,2,"Chordata","Scorpaeniformes","Cottidae","Icelus","Icelus bicornis","Actinopteri",NA,NA,"High Arctic Archipelago"
"131",636022,636022,767556,"Species","Jaschnovia tolli","(Linko, 1913)",247787,7,2,"Arthropoda","Calanoida","Aetideidae","Jaschnovia","Jaschnovia tolli",NA,NA,NA,"High Arctic Archipelago"
"132",637363,637363,460223,"Species","Larus hyperboreus","Gunnerus, 1767",137145,8,1,"Chordata","Charadriiformes","Laridae","Larus","Larus hyperboreus","Aves",TRUE,"LC","High Arctic Archipelago"
"133",639276,639276,767088,"Genus","Limacina","Bosc, 1817",138122,19,1,"Mollusca","Thecosomata","Limacinidae","Limacina",NA,"Gastropoda",NA,NA,"High Arctic Archipelago"
"134",639661,639661,639640,"Species","Liparis tunicatus","Reinhardt, 1836",154825,6,2,"Chordata","Scorpaeniformes","Liparidae","Liparis","Liparis tunicatus","Actinopteri",NA,NA,"High Arctic Archipelago"
"135",641034,641034,641012,"Species","Lycodes pallidus","Collett, 1879",127110,5,2,"Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes pallidus","Actinopteri",NA,NA,"High Arctic Archipelago"
"136",641035,641035,641012,"Species","Lycodes polaris","(Sabine, 1824)",127111,2,2,"Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes polaris","Actinopteri",NA,NA,"High Arctic Archipelago"
"137",641045,641045,641012,"Species","Lycodes vahlii","Reinhardt, 1831",127118,2,2,"Chordata","Perciformes","Zoarcidae","Lycodes","Lycodes vahlii","Actinopteri",NA,NA,"High Arctic Archipelago"
"138",646985,646985,474736,"Species","Mysis oculata","(Fabricius, 1780)",120115,3,2,"Arthropoda","Mysida","Mysidae","Mysis","Mysis oculata","Malacostraca",NA,NA,"High Arctic Archipelago"
"139",646989,646989,474736,"Species","Mysis segerstralei","Audzijonyte & Vainola, 2005",389361,2,1,"Arthropoda","Mysida","Mysidae","Mysis","Mysis segerstralei","Malacostraca",NA,NA,"High Arctic Archipelago"
"140",651239,651239,651238,"Species","Onisimus glacialis","(G.O. Sars, 1900)",102644,2,1,"Arthropoda","Amphipoda","Uristidae","Onisimus","Onisimus glacialis","Malacostraca",NA,NA,"High Arctic Archipelago"
"141",651794,651794,766218,"Class","Ophiuroidea","Gray, 1840",123084,24,1,"Echinodermata",NA,NA,NA,NA,"Ophiuroidea",NA,NA,"High Arctic Archipelago"
"142",653947,653947,745619,"Genus","Paraeuchaeta","Scott A., 1909",196874,193,1,"Arthropoda","Calanoida","Euchaetidae","Paraeuchaeta",NA,NA,NA,NA,"High Arctic Archipelago"
"143",654645,654645,754843,"Species","Parasagitta elegans","(Verrill, 1873)",105440,62,2,"Chaetognatha","Aphragmophora","Sagittidae","Parasagitta","Parasagitta elegans","Sagittoidea",NA,NA,"High Arctic Archipelago"
"144",665746,665746,505228,"Species","Sabinea septemcarinata","(Sabine, 1824)",107567,2,1,"Arthropoda","Decapoda","Crangonidae","Sabinea","Sabinea septemcarinata","Malacostraca",NA,NA,"High Arctic Archipelago"
"145",666766,666766,758608,"Species","Scaphocalanus magnus","(Scott T., 1894)",104798,82,1,"Arthropoda","Calanoida","Scolecitrichidae","Scaphocalanus","Scaphocalanus magnus",NA,NA,NA,"High Arctic Archipelago"
"146",669673,669673,512167,"Genus","Spinocalanus","Giesbrecht, 1888",104236,30,1,"Arthropoda","Calanoida","Spinocalanidae","Spinocalanus",NA,NA,NA,NA,"High Arctic Archipelago"
"147",669681,669681,669673,"Species","Spinocalanus elongatus","Brodsky, 1950",254613,6,1,"Arthropoda","Calanoida","Spinocalanidae","Spinocalanus","Spinocalanus elongatus",NA,NA,NA,"High Arctic Archipelago"
"148",670700,670700,760130,"Species","Stercorarius longicaudus","Vieillot, 1819",137171,1,1,"Chordata","Charadriiformes","Stercorariidae","Stercorarius","Stercorarius longicaudus","Aves",TRUE,"LC","High Arctic Archipelago"
"149",674277,674277,519696,"Species","Thysanoessa raschii","(M. Sars, 1864)",110711,1,1,"Arthropoda","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa raschii","Malacostraca",NA,NA,"High Arctic Archipelago"
"150",679464,679464,767403,"Species","Neohela monstrosa","(Boeck, 1861)",102108,1,1,"Arthropoda","Amphipoda","Unciolidae","Neohela","Neohela monstrosa","Malacostraca",NA,NA,"High Arctic Archipelago"
"151",695341,695341,398635,"Species","Aetideopsis rostrata","Sars G.O., 1903",104272,27,1,"Arthropoda","Calanoida","Aetideidae","Aetideopsis","Aetideopsis rostrata",NA,NA,NA,"High Arctic Archipelago"
"152",697530,697530,778009,"Genus","Fritillaria","Fol, 1872",103358,32,1,"Chordata","Copelata","Fritillariidae","Fritillaria",NA,"Appendicularia",NA,NA,"High Arctic Archipelago"
"153",697593,697593,752044,"Class","Gastropoda","Cuvier, 1795",101,20,1,"Mollusca",NA,NA,NA,NA,"Gastropoda",NA,NA,"High Arctic Archipelago"
"154",698481,698481,794395,"Family","Lysianassidae","Dana, 1849",101395,5,1,"Arthropoda","Amphipoda","Lysianassidae",NA,NA,"Malacostraca",NA,NA,"High Arctic Archipelago"
"155",699161,699161,778075,"Genus","Oikopleura","Mertens, 1830",103367,64,1,"Chordata","Copelata","Oikopleuridae","Oikopleura",NA,"Appendicularia",NA,NA,"High Arctic Archipelago"
"156",699177,699177,699175,"Species","Oithona atlantica","Farran, 1908",106642,39,1,"Arthropoda","Cyclopoida","Oithonidae","Oithona","Oithona atlantica",NA,NA,NA,"High Arctic Archipelago"
"157",700064,700064,499469,"Species","Pseudocalanus minutus","(Krøyer, 1845)",104517,239,2,"Arthropoda","Calanoida","Clausocalanidae","Pseudocalanus","Pseudocalanus minutus",NA,NA,NA,"High Arctic Archipelago"
"158",700385,700385,758763,"Species","Scolecithricella minor","(Brady, 1883)",104811,128,1,"Arthropoda","Calanoida","Scolecitrichidae","Scolecithricella","Scolecithricella minor",NA,NA,NA,"High Arctic Archipelago"
"159",738061,738061,489355,"Order","Amphipoda","Latreille, 1816",1135,36,1,"Arthropoda","Amphipoda",NA,NA,NA,"Malacostraca",NA,NA,"High Arctic Archipelago"
"160",738436,738436,790071,"Class","Anthozoa","Ehrenberg, 1834",1292,3,1,"Cnidaria",NA,NA,NA,NA,"Anthozoa",NA,NA,"High Arctic Archipelago"
"161",739309,739309,408235,"Species","Augaptilus glacialis","Sars G.O., 1900",104372,2,1,"Arthropoda","Calanoida","Augaptilidae","Augaptilus","Augaptilus glacialis",NA,NA,NA,"High Arctic Archipelago"
"162",739927,739927,752044,"Class","Bivalvia","Linnaeus, 1758",105,7,1,"Mollusca",NA,NA,NA,NA,"Bivalvia",NA,NA,"High Arctic Archipelago"
"163",740327,740327,740321,"Species","Bulimina marginata","d'Orbigny, 1826",113042,2,1,"Foraminifera","Rotaliida","Buliminidae","Bulimina","Bulimina marginata","Globothalamea",NA,NA,"High Arctic Archipelago"
"164",741797,741797,421217,"Species","Chiridius obtusifrons","Sars G.O., 1902",104292,94,1,"Arthropoda","Calanoida","Aetideidae","Chiridius","Chiridius obtusifrons",NA,NA,NA,"High Arctic Archipelago"
"165",742115,742115,767162,"Infraclass","Cirripedia","Burmeister, 1834",1082,4,1,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"166",744792,744792,436452,"Species","Drepanopus bungei","Sars G.O., 1898",149756,62,2,"Arthropoda","Calanoida","Clausocalanidae","Drepanopus","Drepanopus bungei",NA,NA,NA,"High Arctic Archipelago"
"167",744929,744929,738303,"Phylum","Echinodermata","Bruguière, 1791 [ex Klein, 1734]",1806,21,1,"Echinodermata",NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"168",746526,746526,445111,"Species","Gaetanus brevispinus","(Sars G.O., 1900)",254602,5,1,"Arthropoda","Calanoida","Aetideidae","Gaetanus","Gaetanus brevispinus",NA,NA,NA,"High Arctic Archipelago"
"169",746529,746529,445111,"Species","Gaetanus tenuispinus","(Sars G.O., 1900)",237965,73,2,"Arthropoda","Calanoida","Aetideidae","Gaetanus","Gaetanus tenuispinus",NA,NA,NA,"High Arctic Archipelago"
"170",748521,748521,790071,"Class","Hydrozoa","Owen, 1843",1337,5,1,"Cnidaria",NA,NA,NA,NA,"Hydrozoa",NA,NA,"High Arctic Archipelago"
"171",748743,748743,766899,"Class","Insecta",NA,1307,1,1,"Arthropoda",NA,NA,NA,NA,"Insecta",NA,NA,"High Arctic Archipelago"
"172",751728,751728,470922,"Species","Microcalanus pygmaeus","(Sars G.O., 1900)",104513,94,2,"Arthropoda","Calanoida","Clausocalanidae","Microcalanus","Microcalanus pygmaeus",NA,NA,NA,"High Arctic Archipelago"
"173",752047,752047,472450,"Species","Molpadia arctica","(Marenzeller von, 1877)",254710,1,1,"Echinodermata","Molpadida","Molpadiidae","Molpadia","Molpadia arctica","Holothuroidea",NA,NA,"High Arctic Archipelago"
"174",755739,755739,766890,"Family","Phyllodocidae","Örsted, 1843",931,4,1,"Annelida","Phyllodocida","Phyllodocidae",NA,NA,"Polychaeta",NA,NA,"High Arctic Archipelago"
"175",756096,756096,779015,"Species","Plectrophenax nivalis","(Linnaeus, 1758)",383228,1,1,"Chordata","Passeriformes","Emberizidae","Plectrophenax","Plectrophenax nivalis","Aves",TRUE,"LC","High Arctic Archipelago"
"176",756395,756395,738325,"Class","Polychaeta","Grube, 1850",883,75,2,"Annelida",NA,NA,NA,NA,"Polychaeta",NA,NA,"High Arctic Archipelago"
"177",757143,757143,757141,"Species","Pseudaugaptilus polaris","Brodsky, 1950",254608,1,1,"Arthropoda","Calanoida","Augaptilidae","Pseudaugaptilus","Pseudaugaptilus polaris",NA,NA,NA,"High Arctic Archipelago"
"178",757630,757630,501999,"Species","Pyrgo subsphaerica","(d'Orbigny, 1839)",112601,2,1,"Foraminifera","Miliolida","Hauerinidae","Pyrgo","Pyrgo subsphaerica","Tubothalamea",NA,NA,"High Arctic Archipelago"
"179",757907,757907,768524,"Species","Rhabdoon reesi","(Shirley & Leung, 1970)",254609,1,1,"Cnidaria","Anthoathecata","Capitata incertae sedis","Rhabdoon","Rhabdoon reesi","Hydrozoa",NA,NA,"High Arctic Archipelago"
"180",757908,757908,768524,"Species","Rhabdoon singulare","Keferstein & Ehlers, 1861",117989,1,1,"Cnidaria","Anthoathecata","Capitata incertae sedis","Rhabdoon","Rhabdoon singulare","Hydrozoa",NA,NA,"High Arctic Archipelago"
"181",758613,758613,758608,"Species","Scaphocalanus brevicornis","(Sars G.O., 1900)",104790,32,1,"Arthropoda","Calanoida","Scolecitrichidae","Scaphocalanus","Scaphocalanus brevicornis",NA,NA,NA,"High Arctic Archipelago"
"182",759738,759738,669673,"Species","Spinocalanus longicornis","Sars G.O., 1900",104852,34,1,"Arthropoda","Calanoida","Spinocalanidae","Spinocalanus","Spinocalanus longicornis",NA,NA,NA,"High Arctic Archipelago"
"183",759819,759819,768244,"Species","Spiroplectammina biformis","(Parker & Jones, 1865)",114226,27,1,"Foraminifera","Lituolida","Spiroplectamminidae","Spiroplectammina","Spiroplectammina biformis","Globothalamea",NA,NA,"High Arctic Archipelago"
"184",760537,760537,753065,"Family","Syllidae","Grube, 1850",948,1,1,"Annelida","Phyllodocida","Syllidae",NA,NA,"Polychaeta",NA,NA,"High Arctic Archipelago"
"185",760939,760939,760938,"Species","Temorites brevis","Sars G.O., 1900",104459,15,1,"Arthropoda","Calanoida","Bathypontiidae","Temorites","Temorites brevis",NA,NA,NA,"High Arctic Archipelago"
"186",761884,761884,675208,"Species","Triconia borealis","(Sars G.O., 1918)",128956,93,2,"Arthropoda","Poecilostomatoida","Oncaeidae","Triconia","Triconia borealis",NA,NA,NA,"High Arctic Archipelago"
"187",762054,762054,762041,"Species","Trochammina nana","(Brady, 1881)",466011,53,1,"Foraminifera","Lituolida","Trochamminidae","Trochammina","Trochammina nana","Globothalamea",NA,NA,"High Arctic Archipelago"
"188",762497,762497,762496,"Species","Undinella longa",NA,104895,1,1,"Arthropoda","Calanoida","Tharybidae","Undinella","Undinella longa","Maxillopoda",NA,NA,"High Arctic Archipelago"
"189",763935,763935,768233,"Species","Hormosinella guttifera","(Brady, 1881)",113985,35,1,"Foraminifera","Lituolida","Hormosinellidae","Hormosinella","Hormosinella guttifera","Globothalamea",NA,NA,"High Arctic Archipelago"
"190",764548,764548,743194,"Species","Cribroelphidium incertum","Williamson, 1858",113240,20,1,"Foraminifera","Rotaliida","Elphidiidae","Cribroelphidium","Cribroelphidium incertum","Globothalamea",NA,NA,"High Arctic Archipelago"
"191",764766,764766,768169,"Species","Islandiella norcrossi","(Cushman, 1933)",113095,16,1,"Foraminifera","Rotaliida","Cassidulinidae","Islandiella","Islandiella norcrossi","Globothalamea",NA,NA,"High Arctic Archipelago"
"192",765305,765305,778080,"Species","Neomormonilla polaris","(Sars G.O., 1900)",348320,23,1,"Arthropoda","Mormonilloida","Mormonillidae","Neomormonilla","Neomormonilla polaris",NA,NA,NA,"High Arctic Archipelago"
"193",765688,765688,770837,"Species","Acartia (Acartiura) longiremis","(Lilljeborg, 1853)",346037,1,1,"Arthropoda","Calanoida","Acartiidae","Acartia","Acartia (Acartiura) longiremis",NA,NA,NA,"High Arctic Archipelago"
"194",782868,782868,768196,"Species","Astrononion gallowayi","Loeblich & Tappan, 1953",113550,3,1,"Foraminifera","Rotaliida","Nonionidae","Astrononion","Astrononion gallowayi","Globothalamea",NA,NA,"High Arctic Archipelago"
"195",783013,783013,606664,"Species","Bolivina inflata","Heron-Allen & Earland, 1913",112974,6,1,"Foraminifera","Rotaliida","Bolivinitidae","Bolivina","Bolivina inflata","Globothalamea",NA,NA,"High Arctic Archipelago"
"196",784417,784417,793708,"Species","Eoeponidella pulchella","(Parker, 1952)",417986,7,1,"Foraminifera","Rotaliida","Asterigerinatidae","Eoeponidella","Eoeponidella pulchella","Globothalamea",NA,NA,"High Arctic Archipelago"
"197",785430,785430,749218,"Species","Lagena nebulosa","(Cushman, 1923)",113500,2,1,"Foraminifera","Lagenida","Lagenidae","Lagena","Lagena nebulosa","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"198",786711,786711,793754,"Species","Nonionellina labradorica","(Dawson, 1860)",113606,3,1,"Foraminifera","Rotaliida","Nonionidae","Nonionellina","Nonionellina labradorica","Globothalamea",NA,NA,"High Arctic Archipelago"
"199",786857,786857,651345,"Species","Oolina apiopleura","(Loeblich & Tappan, 1953)",113217,4,1,"Foraminifera","Lagenida","Ellipsolagenidae","Oolina","Oolina apiopleura","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"200",787151,787151,775571,"Species","Paraheterorhabdus compactus","(Sars G.O., 1900)",254603,17,1,"Arthropoda","Calanoida","Heterorhabdidae","Paraheterorhabdus","Paraheterorhabdus compactus",NA,NA,NA,"High Arctic Archipelago"
"201",787854,787854,780577,"Species","Procerolagena gracilis","(Williamson, 1848)",399473,4,1,"Foraminifera","Lagenida","Lagenidae","Procerolagena","Procerolagena gracilis","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"202",787855,787855,780577,"Species","Procerolagena mollis","(Cushman, 1944)",417803,2,1,"Foraminifera","Lagenida","Lagenidae","Procerolagena","Procerolagena mollis","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"203",788227,788227,768237,"Species","Recurvoides turbinatus","(Brady, 1881)",114058,53,1,"Foraminifera","Lituolida","Ammosphaeroidinidae","Recurvoides","Recurvoides turbinatus","Globothalamea",NA,NA,"High Arctic Archipelago"
"204",788362,788362,793027,"Species","Robertinoides charlottensis","(Cushman, 1925)",113692,5,1,"Foraminifera","Robertinida","Robertinidae","Robertinoides","Robertinoides charlottensis","Globothalamea",NA,NA,"High Arctic Archipelago"
"205",789851,789851,794153,"Species","Verneuilinulla advena","(Cushman, 1922)",114376,3,1,"Foraminifera","Loftusiida","Globotextulariidae","Verneuilinulla","Verneuilinulla advena","Globothalamea",NA,NA,"High Arctic Archipelago"
"206",790071,790071,738303,"Phylum","Cnidaria","Verrill, 1865",1267,12,1,"Cnidaria",NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"207",794051,794051,1014640,"Genus","Nummoloculina","Steinmann, 1881",112030,8,1,"Foraminifera","Miliolida","Hauerinidae","Nummoloculina",NA,"Tubothalamea",NA,NA,"High Arctic Archipelago"
"208",794705,794705,428706,"Species","Cribrostomoides subglobosum","(Cushman, 1910)",254681,26,1,"Foraminifera","Lituolida","Ammosphaeroidinidae","Cribrostomoides","Cribrostomoides subglobosum","Globothalamea",NA,NA,"High Arctic Archipelago"
"209",794872,794872,432918,"Species","Dentalina pauperata","(d'Orbigny, 1846)",113523,2,1,"Foraminifera","Lagenida","Nodosariidae","Dentalina","Dentalina pauperata","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"210",795055,795055,767556,"Species","Jaschnovia brevis","(Farran, 1936)",104322,4,1,"Arthropoda","Calanoida","Aetideidae","Jaschnovia","Jaschnovia brevis",NA,NA,NA,"High Arctic Archipelago"
"211",795776,795776,802725,"Species","Labrospira crassimargo","(Norman, 1892)",113957,39,1,"Foraminifera","Lituolida","Haplophragmoididae","Labrospira","Labrospira crassimargo","Globothalamea",NA,NA,"High Arctic Archipelago"
"212",796952,796952,803351,"Species","Planispirinoides bucculentus","(Brady, 1884)",112572,3,1,"Foraminifera","Miliolida","Miliolidae","Planispirinoides","Planispirinoides bucculentus","Tubothalamea",NA,NA,"High Arctic Archipelago"
"213",797080,797080,699093,"Species","Nucula zophos","A. H. Clarke, 1960",506641,1,1,"Mollusca","Nuculida","Nuculidae","Nucula","Nucula zophos","Bivalvia",NA,NA,"High Arctic Archipelago"
"214",797236,797236,778076,"Species","Oikopleura (Vexillaria) vanhoeffeni","Lohmann, 1896",103417,36,1,"Chordata","Copelata","Oikopleuridae","Oikopleura","Oikopleura (Vexillaria) vanhoeffeni","Appendicularia",NA,NA,"High Arctic Archipelago"
"215",797374,797374,753065,"Family","Hesionidae","Grube, 1850",946,1,1,"Annelida","Phyllodocida","Hesionidae",NA,NA,"Polychaeta",NA,NA,"High Arctic Archipelago"
"216",797417,797417,741070,"Species","Cassidulina teretis","Tappan, 1951",113085,34,1,"Foraminifera","Rotaliida","Cassidulinidae","Cassidulina","Cassidulina teretis","Globothalamea",NA,NA,"High Arctic Archipelago"
"217",797708,797708,802731,"Species","Atlantiella atlantica","(Parker, 1952)",114299,47,1,"Foraminifera","Lituolida","Trochamminidae","Atlantiella","Atlantiella atlantica","Globothalamea",NA,NA,"High Arctic Archipelago"
"218",798044,798044,440898,"Order","Decapoda","Latreille, 1802",1130,3,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,"High Arctic Archipelago"
"219",800150,800150,740261,"Species","Buccella frigida","(Cushman, 1921)",113136,24,1,"Foraminifera","Rotaliida","Trichohyalidae","Buccella","Buccella frigida","Globothalamea",NA,NA,"High Arctic Archipelago"
"220",814883,814883,398635,"Species","Aetideopsis minor","(Wolfenden, 1911)",254600,9,1,"Arthropoda","Calanoida","Aetideidae","Aetideopsis","Aetideopsis minor",NA,NA,NA,"High Arctic Archipelago"
"221",815489,815489,757642,"Species","Pyrgulopsis milleri","Hershler & Liu",NA,1,1,"Mollusca","Littorinimorpha","Hydrobiidae","Pyrgulopsis","Pyrgulopsis milleri","Gastropoda",NA,NA,"High Arctic Archipelago"
"222",825612,825612,485946,"Species","Parafissurina tectulostoma","Loeblich & Tappan, 1953",113235,3,1,"Foraminifera","Lagenida","Ellipsolagenidae","Parafissurina","Parafissurina tectulostoma","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"223",826332,826332,664046,"Species","Quinqueloculina arctica","Cushman, 1933",112613,1,1,"Foraminifera","Miliolida","Hauerinidae","Quinqueloculina","Quinqueloculina arctica","Tubothalamea",NA,NA,"High Arctic Archipelago"
"224",827033,827033,749218,"Species","Lagena flatulenta","Loeblich & Tappan, 1953",466143,5,1,"Foraminifera","Lagenida","Lagenidae","Lagena","Lagena flatulenta","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"225",827341,827341,432918,"Species","Dentalina frobisherensis","Loeblich & Tappan, 1953",113518,6,1,"Foraminifera","Lagenida","Nodosariidae","Dentalina","Dentalina frobisherensis","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"226",828487,828487,768163,"Species","Fursenkoina complanata","(Egger, 1893)",466392,31,1,"Foraminifera","Rotaliida","Fursenkoinidae","Fursenkoina","Fursenkoina complanata","Globothalamea",NA,NA,"High Arctic Archipelago"
"227",830306,830306,439883,"Species","Eponides tenerus","(Brady, 1884)",113357,1,1,"Foraminifera","Rotaliida","Eponididae","Eponides","Eponides tenerus",NA,NA,NA,"High Arctic Archipelago"
"228",830588,830588,485946,"Species","Parafissurina arctica","Green, 1959",113230,3,1,"Foraminifera","Lagenida","Ellipsolagenidae","Parafissurina","Parafissurina arctica","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"229",830819,830819,603772,"Species","Astrorhiza arenaria","Carpenter in Norman, 1877",113840,6,1,"Foraminifera","Astrorhizida","Astrorhizidae","Astrorhiza","Astrorhiza arenaria","Monothalamea",NA,NA,"High Arctic Archipelago"
"230",830963,830963,768177,"Species","Favulina melo","(d'Orbigny, 1839)",113195,4,1,"Foraminifera","Lagenida","Ellipsolagenidae","Favulina","Favulina melo","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"231",831239,831239,825638,"Species","Silicosigmoilina groenlandica","(Cushman) emend Loeblich & Tappan, 1953",578115,4,1,"Foraminifera","Miliolida","Miliamminidae","Silicosigmoilina","Silicosigmoilina groenlandica","Tubothalamea",NA,NA,"High Arctic Archipelago"
"232",831413,831413,559979,"Species","Valvulineria arctica","Green, 1959",112959,15,1,"Foraminifera","Rotaliida","Cancrisidae","Valvulineria","Valvulineria arctica","Globothalamea",NA,NA,"High Arctic Archipelago"
"233",831655,831655,623378,"Species","Elphidium bartletti","Cushman, 1933",113259,18,1,"Foraminifera","Rotaliida","Elphidiidae","Elphidium","Elphidium bartletti","Globothalamea",NA,NA,"High Arctic Archipelago"
"234",831871,831871,768198,"Species","Melonis zaandamae","(Van Voorthuysen, 1952)",113566,16,1,"Foraminifera","Rotaliida","Nonionidae","Melonis","Melonis zaandamae","Globothalamea",NA,NA,"High Arctic Archipelago"
"235",832402,832402,768169,"Species","Islandiella islandica","(Nørvang, 1945)",113094,31,1,"Foraminifera","Rotaliida","Cassidulinidae","Islandiella","Islandiella islandica","Globothalamea",NA,NA,"High Arctic Archipelago"
"236",832649,832649,768178,"Species","Haynesina orbiculare","(Brady, 1881)",113295,2,1,"Foraminifera","Rotaliida","Nonionidae","Haynesina","Haynesina orbiculare","Globothalamea",NA,NA,"High Arctic Archipelago"
"237",832678,832678,768166,"Species","Stetsonia horvathi","Green, 1959",113073,19,1,"Foraminifera","Rotaliida","Pseudoparrellidae","Stetsonia","Stetsonia horvathi","Globothalamea",NA,NA,"High Arctic Archipelago"
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"239",832930,832930,497220,"Subspecies","Pourtalesia jeffreysi lata","Mironov, 1995",423862,1,1,"Echinodermata","Holasteroida","Pourtalesiidae","Pourtalesia","Pourtalesia jeffreysi","Echinoidea",NA,NA,"High Arctic Archipelago"
"240",833298,829338,762041,"Species","Trochammina pusilla","Höglund, 1947",114357,37,1,"Foraminifera","Lituolida","Trochamminidae","Trochammina","Trochammina pusilla","Globothalamea",NA,NA,"High Arctic Archipelago"
"241",839031,839031,NA,NA,"Glandulactilis spetsbergensis","Carlgren, 1893",100842,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"High Arctic Archipelago"
"242",839329,839329,749954,"Subspecies","Limnocalanus macrurus macrurus","Sars G.O., 1863",487770,11,1,"Arthropoda","Calanoida","Centropagidae","Limnocalanus","Limnocalanus macrurus",NA,NA,NA,"High Arctic Archipelago"
"243",843194,843194,505774,"Subspecies","Salvelinus alpinus alpinus","(Linnaeus, 1758)",293724,10,1,"Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","Actinopteri",NA,NA,"High Arctic Archipelago"
"244",859879,859879,664046,"Species","Quinqueloculina seminula","(Linnaeus, 1758)",112674,6,1,"Foraminifera","Miliolida","Hauerinidae","Quinqueloculina","Quinqueloculina seminula","Tubothalamea",NA,NA,"High Arctic Archipelago"
"245",861060,861060,861492,"Species","Reussoolina laevis","(Montagu, 1803)",509125,2,1,"Foraminifera","Lagenida","Lagenidae","Reussoolina","Reussoolina laevis","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
"246",1009919,1009919,698302,"Species","Limatula subauriculata","(Montagu, 1803) <i>sensu</i> Habe, 1958",540331,1,1,"Mollusca","Limoida","Limidae","Limatula","Limatula subauriculata","Bivalvia",NA,NA,"High Arctic Archipelago"
"247",1010342,1010342,843729,"Species","Vulpes lagopus","(Linnaeus, 1758)",404130,1,1,"Chordata","Carnivora","Canidae","Vulpes","Vulpes lagopus","Mammalia",TRUE,"LC","High Arctic Archipelago"
"248",1010431,1010431,830100,"Species","Palliolatella bradii","(Silvestri, 1902)",490023,3,1,"Foraminifera","Lagenida","Ellipsolagenidae","Palliolatella","Palliolatella bradii","Foraminifera incertae sedis",NA,NA,"High Arctic Archipelago"
